"",BBK01.OEAH66V,BBK01.OEAH66V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:32:08,
2002-01,2.810,
2002-04,2.953,
2002-07,2.967,
2002-10,2.979,
2003-01,2.974,
2003-04,2.900,
2003-07,2.852,
2003-10,2.824,
2004-01,2.919,
2004-04,2.896,
2004-07,2.863,
2004-10,2.711,
2005-01,2.596,
2005-04,2.462,
2005-07,2.353,
2005-10,2.274,
2006-01,2.184,
2006-04,2.110,
2006-07,2.066,
2006-10,1.954,
2007-01,1.821,
2007-04,1.765,
2007-07,1.784,
2007-10,1.784,
2008-01,1.758,
2008-04,1.719,
2008-07,1.727,
2008-10,1.710,
2009-01,1.587,
2009-04,1.582,
2009-07,1.587,
2009-10,1.688,
2010-01,1.804,
2010-04,1.892,
2010-07,1.905,
2010-10,1.907,
2011-01,1.935,
2011-04,2.101,
2011-07,2.072,
2011-10,2.037,
2012-01,2.006,
2012-04,2.000,
2012-07,1.949,
2012-10,1.818,
2013-01,1.728,
2013-04,1.642,
2013-07,1.599,
2013-10,1.567,
2014-01,1.517,
2014-04,1.364,
2014-07,1.273,
