"",BBK01.OUU302,BBK01.OUU302_FLAGS
"",Time deposits of local government and local government associations / for more than two years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:47,
1999-01,0.562,
1999-02,0.549,
1999-03,0.542,
1999-04,0.531,
1999-05,0.524,
1999-06,0.514,
1999-07,0.516,
1999-08,0.516,
1999-09,0.511,
1999-10,0.508,
1999-11,0.508,
1999-12,0.812,
2000-01,0.525,
2000-02,0.517,
2000-03,0.524,
2000-04,0.450,
2000-05,0.505,
2000-06,0.507,
2000-07,0.505,
2000-08,0.502,
2000-09,0.512,
2000-10,0.498,
2000-11,0.487,
2000-12,0.502,
2001-01,0.493,
2001-02,0.485,
2001-03,0.488,
2001-04,0.374,
2001-05,0.369,
2001-06,0.369,
2001-07,0.363,
2001-08,0.357,
2001-09,0.341,
2001-10,0.338,
2001-11,0.336,
2001-12,0.342,
2002-01,0.336,
2002-02,0.335,
2002-03,0.334,
2002-04,0.319,
2002-05,0.321,
2002-06,0.326,
2002-07,0.324,
2002-08,0.322,
2002-09,0.312,
2002-10,0.309,
2002-11,0.308,
2002-12,0.310,
2003-01,0.307,
2003-02,0.308,
2003-03,0.308,
2003-04,0.269,
2003-05,0.269,
2003-06,0.272,
2003-07,0.274,
2003-08,0.275,
2003-09,0.277,
2003-10,0.275,
2003-11,0.244,
2003-12,0.275,
2004-01,0.274,
2004-02,0.274,
2004-03,0.272,
2004-04,0.251,
2004-05,0.252,
2004-06,0.246,
2004-07,0.244,
2004-08,0.219,
2004-09,0.223,
2004-10,0.216,
2004-11,0.215,
2004-12,0.229,
2005-01,0.232,
2005-02,0.230,
2005-03,0.240,
2005-04,0.239,
2005-05,0.235,
2005-06,0.234,
2005-07,0.229,
2005-08,0.223,
2005-09,0.224,
2005-10,0.221,
2005-11,0.221,
2005-12,0.225,
2006-01,0.229,
2006-02,0.230,
2006-03,0.229,
2006-04,0.226,
2006-05,0.228,
2006-06,0.227,
2006-07,0.221,
2006-08,0.218,
2006-09,0.207,
2006-10,0.179,
2006-11,0.176,
2006-12,0.186,
2007-01,0.188,
2007-02,0.186,
2007-03,0.186,
2007-04,0.187,
2007-05,0.180,
2007-06,0.178,
2007-07,0.176,
2007-08,0.176,
2007-09,0.177,
2007-10,0.177,
2007-11,0.176,
2007-12,0.181,
2008-01,0.179,
2008-02,0.190,
2008-03,0.182,
2008-04,0.182,
2008-05,0.182,
2008-06,0.171,
2008-07,0.170,
2008-08,0.169,
2008-09,0.168,
2008-10,0.168,
2008-11,0.161,
2008-12,0.170,
2009-01,0.171,
2009-02,0.171,
2009-03,0.173,
2009-04,0.174,
2009-05,0.182,
2009-06,0.184,
2009-07,0.185,
2009-08,0.194,
2009-09,0.197,
2009-10,0.204,
2009-11,0.206,
2009-12,0.222,
2010-01,0.230,
2010-02,0.223,
2010-03,0.222,
2010-04,0.224,
2010-05,0.224,
2010-06,0.231,
2010-07,0.240,
2010-08,0.248,
2010-09,0.249,
2010-10,0.252,
2010-11,0.253,
2010-12,0.258,
2011-01,0.264,
2011-02,0.268,
2011-03,0.270,
2011-04,0.273,
2011-05,0.274,
2011-06,0.280,
2011-07,0.282,
2011-08,0.289,
2011-09,0.295,
2011-10,0.294,
2011-11,0.290,
2011-12,0.292,
2012-01,0.292,
2012-02,0.287,
2012-03,0.292,
2012-04,0.293,
2012-05,0.301,
2012-06,0.301,
2012-07,0.300,
2012-08,0.304,
2012-09,0.302,
2012-10,0.303,
2012-11,0.306,
2012-12,0.323,
2013-01,0.349,
2013-02,0.326,
2013-03,0.326,
2013-04,0.322,
2013-05,0.324,
2013-06,0.325,
2013-07,0.327,
2013-08,0.330,
2013-09,0.330,
2013-10,0.331,
2013-11,0.331,
2013-12,0.326,
2014-01,0.325,
2014-02,0.329,
2014-03,0.333,
2014-04,0.343,
2014-05,0.346,
2014-06,0.347,
2014-07,0.347,
2014-08,0.346,
2014-09,0.347,
2014-10,0.347,
2014-11,0.347,
2014-12,0.371,Provisional value
