"",BBK01.OEAA34N,BBK01.OEAA34N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:15,
2002-01,11.679,
2002-04,11.573,
2002-07,12.158,
2002-10,12.729,
2003-01,12.098,
2003-04,12.191,
2003-07,12.231,
2003-10,11.973,
2004-01,11.062,
2004-04,10.752,
2004-07,11.141,
2004-10,9.754,
2005-01,10.003,
2005-04,9.888,
2005-07,9.704,
2005-10,10.948,
2006-01,10.108,
2006-04,10.156,
2006-07,10.323,
2006-10,10.322,
2007-01,9.928,
2007-04,10.030,
2007-07,9.875,
2007-10,9.881,
2008-01,9.652,
2008-04,9.563,
2008-07,9.718,
2008-10,9.807,
2009-01,10.102,
2009-04,9.877,
2009-07,9.655,
2009-10,9.157,
2010-01,8.755,
2010-04,8.906,
2010-07,8.750,
2010-10,8.230,
2011-01,8.221,
2011-04,8.530,
2011-07,8.521,
2011-10,8.608,
2012-01,8.577,
2012-04,8.493,
2012-07,8.641,
2012-10,8.342,
2013-01,8.001,
2013-04,7.798,
2013-07,7.955,
2013-10,7.526,
2014-01,7.693,
2014-04,7.178,
2014-07,7.098,
