"",BBK01.OEGB09I,BBK01.OEGB09I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:07:02,
2002-01,22.042,
2002-04,21.910,
2002-07,21.730,
2002-10,21.355,
2003-01,20.304,
2003-04,20.133,
2003-07,21.075,
2003-10,20.423,
2004-01,20.177,
2004-04,19.892,
2004-07,9.388,
2004-10,8.980,
2005-01,8.661,
2005-04,8.363,
2005-07,8.598,
2005-10,8.401,
2006-01,8.944,
2006-04,8.622,
2006-07,11.894,
2006-10,11.219,
2007-01,10.522,
2007-04,10.438,
2007-07,10.517,
2007-10,12.761,
2008-01,15.329,
2008-04,15.125,
2008-07,16.339,
2008-10,14.891,
2009-01,15.166,
2009-04,15.774,
2009-07,15.705,
2009-10,17.090,
2010-01,17.306,
2010-04,16.660,
2010-07,13.378,
2010-10,14.429,
2011-01,14.617,
2011-04,16.612,
2011-07,19.097,
2011-10,15.392,
2012-01,19.575,
2012-04,20.959,
2012-07,18.679,
2012-10,15.686,
2013-01,16.397,
2013-04,19.651,
2013-07,11.223,
2013-10,11.324,
2014-01,12.181,
2014-04,12.117,
2014-07,12.650,
