"",BBK01.SUD224,BBK01.SUD224_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations up to EUR 1 million with floating rate or an initial rate fixation up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:38,
2003-01,8671,
2003-02,8189,
2003-03,8664,
2003-04,8346,
2003-05,7566,
2003-06,7813,
2003-07,7881,
2003-08,5782,
2003-09,7119,
2003-10,7345,
2003-11,7001,
2003-12,6976,
2004-01,6495,
2004-02,6151,
2004-03,7140,
2004-04,6733,
2004-05,6616,
2004-06,7185,
2004-07,7193,
2004-08,6177,
2004-09,7522,
2004-10,7213,
2004-11,6218,
2004-12,6458,
2005-01,5388,
2005-02,5232,
2005-03,7033,
2005-04,6588,
2005-05,6289,
2005-06,7080,
2005-07,6987,
2005-08,6317,
2005-09,7229,
2005-10,6822,
2005-11,6735,
2005-12,7716,
2006-01,6725,
2006-02,5966,
2006-03,8373,
2006-04,7905,
2006-05,8997,
2006-06,9035,
2006-07,8108,
2006-08,7170,
2006-09,8144,
2006-10,8234,
2006-11,7461,
2006-12,8528,
2007-01,7463,
2007-02,7165,
2007-03,9581,
2007-04,7609,
2007-05,7749,
2007-06,8714,
2007-07,8903,
2007-08,8510,
2007-09,10087,
2007-10,9719,
2007-11,8483,
2007-12,9614,
2008-01,9604,
2008-02,7819,
2008-03,9491,
2008-04,9762,
2008-05,9173,
2008-06,10794,
2008-07,10066,
2008-08,8096,
2008-09,10688,
2008-10,10578,
2008-11,8719,
2008-12,10536,
2009-01,9429,
2009-02,9245,
2009-03,12529,
2009-04,11605,
2009-05,10634,
2009-06,11556,
2009-07,11383,
2009-08,8654,
2009-09,11592,
2009-10,11279,
2009-11,8729,
2009-12,9502,
2010-01,7819,
2010-02,7546,
2010-03,11490,
2010-04,9965,
2010-05,10055,
2010-06,7084,
2010-07,7084,
2010-08,5640,
2010-09,7124,
2010-10,7024,
2010-11,6989,
2010-12,7119,
2011-01,6823,
2011-02,5971,
2011-03,7429,
2011-04,6876,
2011-05,6606,
2011-06,6808,
2011-07,7200,
2011-08,6317,
2011-09,6991,
2011-10,7207,
2011-11,6655,
2011-12,7289,
2012-01,7211,
2012-02,6539,
2012-03,7654,
2012-04,7349,
2012-05,6895,
2012-06,7267,
2012-07,7597,
2012-08,6767,
2012-09,7039,
2012-10,7708,
2012-11,6646,
2012-12,6940,
2013-01,7381,
2013-02,6264,
2013-03,7360,
2013-04,7813,
2013-05,7028,
2013-06,7849,
2013-07,8387,
2013-08,6715,
2013-09,7696,
2013-10,8264,
2013-11,6860,
2013-12,7750,
2014-01,7777,
2014-02,6822,
2014-03,8295,
2014-04,8017,
2014-05,7005,
2014-06,7708,
2014-07,8292,
2014-08,6172,
2014-09,7503,
2014-10,8199,
2014-11,7996,
2014-12,7949,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. Excluding overdrafts. p = Provisional,
