"",BBK01.SU1621,BBK01.SU1621_FLAGS
"",Interest and repayments received on building loans /  All building and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:44:49,
1973-12,0.360,
1974-01,0.245,
1974-02,0.350,
1974-03,0.342,
1974-04,0.341,
1974-05,0.384,
1974-06,0.352,
1974-07,0.382,
1974-08,0.412,
1974-09,0.361,
1974-10,0.381,
1974-11,0.409,
1974-12,0.474,
1975-01,0.304,
1975-02,0.430,
1975-03,0.385,
1975-04,0.426,
1975-05,0.449,
1975-06,0.449,
1975-07,0.437,
1975-08,0.472,
1975-09,0.457,
1975-10,0.443,
1975-11,0.476,
1975-12,0.562,
1976-01,0.353,
1976-02,0.491,
1976-03,0.486,
1976-04,0.459,
1976-05,0.501,
1976-06,0.523,
1976-07,0.502,
1976-08,0.529,
1976-09,0.530,
1976-10,0.484,
1976-11,0.539,
1976-12,0.605,
1977-01,0.400,
1977-02,0.537,
1977-03,0.567,
1977-04,0.514,
1977-05,0.562,
1977-06,0.574,
1977-07,0.556,
1977-08,0.602,
1977-09,0.600,
1977-10,0.560,
1977-11,0.594,
1977-12,0.739,
1978-01,0.477,
1978-02,0.640,
1978-03,0.694,
1978-04,0.606,
1978-05,0.656,
1978-06,0.685,
1978-07,0.646,
1978-08,0.668,
1978-09,0.666,
1978-10,0.626,
1978-11,0.645,
1978-12,0.765,
1979-01,0.524,
1979-02,0.642,
1979-03,0.725,
1979-04,0.627,
1979-05,0.673,
1979-06,0.663,
1979-07,0.667,
1979-08,0.686,
1979-09,0.662,
1979-10,0.640,
1979-11,0.676,
1979-12,0.784,
1980-01,0.555,
1980-02,0.667,
1980-03,0.715,
1980-04,0.669,
1980-05,0.699,
1980-06,0.695,
1980-07,0.713,
1980-08,0.714,
1980-09,0.717,
1980-10,0.706,
1980-11,0.732,
1980-12,0.898,
1981-01,0.600,
1981-02,0.713,
1981-03,0.801,
1981-04,0.731,
1981-05,0.744,
1981-06,0.768,
1981-07,0.774,
1981-08,0.767,
1981-09,0.797,
1981-10,0.759,
1981-11,0.780,
1981-12,0.953,
1982-01,0.645,
1982-02,0.777,
1982-03,0.853,
1982-04,0.826,
1982-05,0.831,
1982-06,0.867,
1982-07,0.860,
1982-08,0.870,
1982-09,0.889,
1982-10,0.850,
1982-11,0.898,
1982-12,1.105,
1983-01,0.734,
1983-02,0.877,
1983-03,1.001,
1983-04,0.920,
1983-05,0.978,
1983-06,0.967,
1983-07,0.957,
1983-08,0.943,
1983-09,0.981,
1983-10,0.913,
1983-11,0.953,
1983-12,1.227,
1984-01,0.690,
1984-02,0.949,
1984-03,1.026,
1984-04,1.005,
1984-05,0.991,
1984-06,0.958,
1984-07,0.988,
1984-08,1.079,
1984-09,0.955,
1984-10,0.939,
1984-11,0.975,
1984-12,1.174,
1985-01,0.798,
1985-02,1.073,
1985-03,1.075,
1985-04,1.010,
1985-05,1.017,
1985-06,1.042,
1985-07,1.059,
1985-08,1.041,
1985-09,1.061,
1985-10,1.069,
1985-11,1.064,
1985-12,1.877,
1986-01,0.863,
1986-02,1.084,
1986-03,1.068,
1986-04,1.108,
1986-05,1.079,
1986-06,1.081,
1986-07,1.155,
1986-08,1.094,
1986-09,1.119,
1986-10,1.118,
1986-11,1.100,
1986-12,1.376,
1987-01,0.881,
1987-02,1.133,
1987-03,1.244,
1987-04,1.145,
1987-05,1.113,
1987-06,1.195,
1987-07,1.188,
1987-08,1.145,
1987-09,1.206,
1987-10,1.114,
1987-11,1.149,
1987-12,1.397,
1988-01,0.902,
1988-02,1.188,
1988-03,1.294,
1988-04,1.142,
1988-05,1.151,
1988-06,1.221,
1988-07,1.153,
1988-08,1.146,
1988-09,1.195,
1988-10,1.097,
1988-11,1.144,
1988-12,2.769,
1989-01,0.912,
1989-02,1.635,
1989-03,1.180,
1989-04,1.075,
1989-05,1.073,
1989-06,1.112,
1989-07,1.095,
1989-08,1.065,
1989-09,1.096,
1989-10,1.057,
1989-11,1.069,
1989-12,1.202,
1990-01,0.887,
1990-02,1.053,
1990-03,1.129,
1990-04,1.033,
1990-05,1.010,
1990-06,1.020,
1990-07,1.037,
