"",BBK01.OEAE34V,BBK01.OEAE34V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:06:47,
2002-01,1.044,
2002-04,1.051,
2002-07,1.055,
2002-10,1.055,
2003-01,1.068,
2003-04,1.071,
2003-07,1.069,
2003-10,1.064,
2004-01,1.060,
2004-04,1.095,
2004-07,1.113,
2004-10,1.133,
2005-01,1.134,
2005-04,1.119,
2005-07,1.130,
2005-10,1.148,
2006-01,1.176,
2006-04,1.172,
2006-07,1.172,
2006-10,1.138,
2007-01,1.135,
2007-04,1.134,
2007-07,1.129,
2007-10,1.158,
2008-01,1.138,
2008-04,1.143,
2008-07,1.137,
2008-10,1.131,
2009-01,1.097,
2009-04,1.257,
2009-07,1.252,
2009-10,1.197,
2010-01,1.228,
2010-04,1.166,
2010-07,1.157,
2010-10,1.134,
2011-01,1.166,
2011-04,1.197,
2011-07,1.197,
2011-10,1.193,
2012-01,1.226,
2012-04,2.002,
2012-07,2.001,
2012-10,2.021,
2013-01,1.976,
2013-04,1.984,
2013-07,1.998,
2013-10,2.007,
2014-01,1.997,
2014-04,2.019,
2014-07,2.067,
