"",BBK01.OEAH02G,BBK01.OEAH02G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:05,
2002-01,78.480,
2002-04,82.158,
2002-07,81.389,
2002-10,86.884,
2003-01,88.765,
2003-04,92.927,
2003-07,92.588,
2003-10,96.649,
2004-01,95.750,
2004-04,98.746,
2004-07,100.671,
2004-10,100.363,
2005-01,84.996,
2005-04,89.181,
2005-07,91.873,
2005-10,91.730,
2006-01,93.162,
2006-04,97.072,
2006-07,97.205,
2006-10,100.840,
2007-01,105.974,
2007-04,109.189,
2007-07,109.763,
2007-10,108.975,
2008-01,106.090,
2008-04,112.223,
2008-07,109.650,
2008-10,119.668,
2009-01,127.860,
2009-04,136.672,
2009-07,143.374,
2009-10,146.561,
2010-01,152.514,
2010-04,156.820,
2010-07,157.849,
2010-10,159.246,
2011-01,154.207,
2011-04,158.513,
2011-07,166.173,
2011-10,161.641,
2012-01,170.966,
2012-04,175.273,
2012-07,183.401,
2012-10,184.428,
2013-01,188.215,
2013-04,196.111,
2013-07,193.800,
2013-10,200.161,
2014-01,200.297,
2014-04,208.995,
2014-07,207.447,
