"",BBK01.RJ5553,BBK01.RJ5553_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:24,
1989,.,No value available
1990,.,No value available
1991,8,
1992,16,
1993,26,
1994,43,
1995,81,
1996,88,
1997,162,
1998,330,
1999,314,
2000,458,
2001,577,
2002,648,
2003,686,
2004,1010,
2005,1732,
2006,2696,
2007,3840,
2008,4452,
2009,4577,
2010,4822,
2011,5779,
2012,5667,
