"",BBK01.OEAH04M,BBK01.OEAH04M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:39,
2002-01,18.790,
2002-04,19.116,
2002-07,18.705,
2002-10,17.384,
2003-01,16.769,
2003-04,16.455,
2003-07,15.126,
2003-10,13.790,
2004-01,13.084,
2004-04,12.670,
2004-07,12.204,
2004-10,12.793,
2005-01,11.392,
2005-04,11.621,
2005-07,11.831,
2005-10,13.311,
2006-01,13.624,
2006-04,13.500,
2006-07,14.826,
2006-10,15.350,
2007-01,16.428,
2007-04,15.481,
2007-07,17.830,
2007-10,21.297,
2008-01,23.043,
2008-04,23.278,
2008-07,25.662,
2008-10,29.448,
2009-01,24.217,
2009-04,22.395,
2009-07,20.630,
2009-10,15.451,
2010-01,15.089,
2010-04,14.868,
2010-07,17.102,
2010-10,15.956,
2011-01,17.499,
2011-04,17.523,
2011-07,18.947,
2011-10,21.321,
2012-01,22.429,
2012-04,24.504,
2012-07,20.741,
2012-10,19.917,
2013-01,16.384,
2013-04,17.444,
2013-07,13.368,
2013-10,14.391,
2014-01,15.706,
2014-04,16.231,
2014-07,17.418,
