"",BBK01.OUC109,BBK01.OUC109_FLAGS
"",Domestic securities / Mutual fund shares and other securities / Total / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:51:11,
1965-01,0.025,
1965-02,0.025,
1965-03,0.025,
1965-04,0.025,
1965-05,0.025,
1965-06,0.024,
1965-07,0.024,
1965-08,0.023,
1965-09,0.024,
1965-10,0.023,
1965-11,0.024,
1965-12,0.022,
1966-01,0.025,
1966-02,0.025,
1966-03,0.025,
1966-04,0.026,
1966-05,0.026,
1966-06,0.026,
1966-07,0.026,
1966-08,0.026,
1966-09,0.026,
1966-10,0.026,
1966-11,0.026,
1966-12,0.029,
1967-01,0.027,
1967-02,0.027,
1967-03,0.028,
1967-04,0.028,
1967-05,0.028,
1967-06,0.028,
1967-07,0.028,
1967-08,0.027,
1967-09,0.029,
1967-10,0.029,
1967-11,0.030,
1967-12,0.028,
1968-01,0.026,
1968-02,0.026,
1968-03,0.026,
1968-04,0.026,
1968-05,0.026,
1968-06,0.026,
1968-07,0.026,
1968-08,0.026,
1968-09,0.025,
1968-10,0.026,
1968-11,0.026,
1968-12,0.048,
1969-01,0.043,
1969-02,0.053,
1969-03,0.058,
1969-04,0.050,
1969-05,0.056,
1969-06,0.049,
1969-07,0.050,
1969-08,0.059,
1969-09,0.063,
1969-10,0.067,
1969-11,0.062,
1969-12,0.052,
1970-01,0.046,
1970-02,0.042,
1970-03,0.043,
1970-04,0.044,
1970-05,0.042,
1970-06,0.043,
1970-07,0.044,
1970-08,0.042,
1970-09,0.042,
1970-10,0.038,
1970-11,0.044,
1970-12,0.060,
1971-01,0.057,
1971-02,0.056,
1971-03,0.067,
1971-04,0.056,
1971-05,0.055,
1971-06,0.059,
1971-07,0.064,
1971-08,0.064,
1971-09,0.064,
1971-10,0.064,
1971-11,0.065,
1971-12,0.075,
1972-01,0.066,
1972-02,0.070,
1972-03,0.067,
1972-04,0.072,
1972-05,0.069,
1972-06,0.067,
1972-07,0.057,
1972-08,0.058,
1972-09,0.059,
1972-10,0.055,
1972-11,0.073,
1972-12,0.056,
1973-01,0.055,
1973-02,0.054,
1973-03,0.052,
1973-04,0.054,
1973-05,0.053,
1973-06,0.052,
1973-07,0.059,
1973-08,0.060,
1973-09,0.058,
1973-10,0.060,
1973-11,0.060,
1973-12,0.058,
1974-01,0.047,
1974-02,0.039,
1974-03,0.038,
1974-04,0.040,
1974-05,0.039,
1974-06,0.040,
1974-07,0.040,
1974-08,0.041,
1974-09,0.049,
1974-10,0.054,
1974-11,0.063,
1974-12,0.135,
1975-01,0.216,
1975-02,0.217,
1975-03,0.221,
1975-04,0.218,
1975-05,0.223,
1975-06,0.215,
1975-07,0.213,
1975-08,0.211,
1975-09,0.207,
1975-10,0.206,
1975-11,0.206,
1975-12,0.206,
1976-01,0.206,
