"",BBK01.OEHB04H,BBK01.OEHB04H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:11,
2002-01,76.476,
2002-04,76.742,
2002-07,77.376,
2002-10,77.976,
2003-01,77.994,
2003-04,78.363,
2003-07,79.203,
2003-10,79.644,
2004-01,79.356,
2004-04,79.493,
2004-07,79.850,
2004-10,80.033,
2005-01,79.691,
2005-04,79.924,
2005-07,80.520,
2005-10,81.141,
2006-01,80.962,
2006-04,81.193,
2006-07,81.443,
2006-10,81.558,
2007-01,81.004,
2007-04,80.998,
2007-07,81.238,
2007-10,81.499,
2008-01,81.241,
2008-04,81.708,
2008-07,82.436,
2008-10,82.744,
2009-01,82.409,
2009-04,82.576,
2009-07,83.324,
2009-10,84.413,
2010-01,85.304,
2010-04,86.457,
2010-07,87.622,
2010-10,88.848,
2011-01,89.085,
2011-04,89.664,
2011-07,90.675,
2011-10,91.494,
2012-01,91.983,
2012-04,92.991,
2012-07,94.363,
2012-10,95.664,
2013-01,96.228,
2013-04,97.040,
2013-07,98.110,
2013-10,98.756,
2014-01,98.955,
2014-04,99.697,
2014-07,100.798,
