"",BBK01.OUG102,BBK01.OUG102_FLAGS
"",Balances and loans to domestic banks (MFIs) / short-term / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:20,
1958-12,1.228,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,1.093,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,1.266,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,1.507,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,1.318,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,1.906,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,2.176,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,1.860,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,1.873,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,1.956,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,2.150,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,2.035,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,2.531,
1965-01,2.937,
1965-02,3.050,
1965-03,2.808,
1965-04,2.468,
1965-05,3.030,
1965-06,2.808,
1965-07,2.893,
1965-08,3.204,
1965-09,2.851,
1965-10,2.611,
1965-11,3.224,
1965-12,2.867,
1966-01,3.359,
1966-02,3.325,
1966-03,2.837,
1966-04,3.043,
1966-05,3.048,
1966-06,3.051,
1966-07,3.121,
1966-08,3.713,
1966-09,3.860,
1966-10,3.957,
1966-11,4.177,
1966-12,3.424,
1967-01,3.619,
1967-02,4.196,
1967-03,3.770,
1967-04,3.776,
1967-05,4.042,
1967-06,3.599,
1967-07,4.067,
1967-08,4.657,
1967-09,4.210,
1967-10,4.510,
1967-11,4.676,
1967-12,4.363,
1968-01,4.488,
1968-02,4.982,
1968-03,4.384,
1968-04,4.048,
1968-05,4.305,
1968-06,4.287,
1968-07,4.417,
1968-08,4.171,
1968-09,3.849,
1968-10,4.284,
1968-11,4.857,
1968-12,6.922,
1969-01,6.827,
1969-02,7.379,
1969-03,6.655,
1969-04,7.468,
1969-05,7.620,
1969-06,6.543,
1969-07,6.117,
1969-08,6.147,
1969-09,6.384,
1969-10,5.695,
1969-11,6.021,
1969-12,6.428,
1970-01,4.883,
1970-02,5.732,
1970-03,4.640,
1970-04,4.558,
1970-05,4.795,
1970-06,5.279,
1970-07,5.006,
1970-08,5.266,
1970-09,5.255,
1970-10,6.577,
1970-11,7.323,
1970-12,8.213,
1971-01,7.281,
1971-02,6.511,
1971-03,6.442,
1971-04,7.016,
1971-05,7.633,
1971-06,6.879,
1971-07,7.467,
1971-08,7.387,
1971-09,7.294,
1971-10,7.299,
1971-11,8.771,
1971-12,9.486,
1972-01,9.791,
1972-02,10.252,
1972-03,10.394,
1972-04,10.749,
1972-05,10.917,
1972-06,11.421,
1972-07,11.381,
1972-08,10.905,
1972-09,11.079,
1972-10,9.506,
1972-11,11.228,
1972-12,12.928,
1973-01,11.414,
1973-02,12.166,
1973-03,9.939,
1973-04,8.909,
1973-05,8.601,
1973-06,10.802,
1973-07,9.185,
1973-08,10.261,
1973-09,10.527,
1973-10,10.287,
1973-11,11.084,
1973-12,13.215,
1974-01,11.960,
1974-02,13.239,
1974-03,12.418,
1974-04,11.919,
1974-05,12.029,
1974-06,13.111,
1974-07,12.435,
1974-08,12.176,
1974-09,12.540,
1974-10,12.830,
1974-11,14.218,
1974-12,16.093,
1975-01,13.592,
1975-02,12.819,
1975-03,13.100,
1975-04,12.216,
1975-05,12.080,
1975-06,13.214,
1975-07,11.778,
1975-08,13.153,
1975-09,13.268,
1975-10,12.695,
1975-11,15.221,
1975-12,16.016,
1976-01,14.238,
1976-02,15.006,
1976-03,13.821,
1976-04,12.334,
1976-05,12.361,
1976-06,13.252,
1976-07,11.966,
1976-08,12.737,
1976-09,12.341,
1976-10,12.482,
1976-11,13.617,
1976-12,16.375,
1977-01,13.602,
1977-02,14.310,
1977-03,13.528,
1977-04,12.716,
1977-05,13.091,
1977-06,14.649,
1977-07,14.872,
1977-08,13.587,
1977-09,15.448,
1977-10,14.274,
1977-11,15.655,
1977-12,16.180,
1978-01,14.086,
1978-02,14.794,
1978-03,13.016,
1978-04,13.266,
1978-05,13.538,
1978-06,13.893,
1978-07,14.566,
1978-08,15.194,
1978-09,15.575,
1978-10,16.521,
1978-11,17.946,
1978-12,18.486,
1979-01,15.073,
1979-02,17.962,
1979-03,15.998,
1979-04,16.070,
1979-05,16.459,
1979-06,16.565,
1979-07,16.401,
1979-08,15.234,
1979-09,17.007,
1979-10,15.608,
1979-11,19.533,
1979-12,18.562,
1980-01,17.707,
1980-02,16.820,
1980-03,17.669,
1980-04,16.656,
1980-05,16.989,
1980-06,17.199,
1980-07,16.019,
1980-08,16.879,
1980-09,14.342,
1980-10,14.401,
1980-11,16.809,
1980-12,14.646,
1981-01,14.425,
1981-02,14.394,
1981-03,15.889,
1981-04,15.492,
1981-05,14.634,
1981-06,17.370,
1981-07,14.444,
1981-08,15.358,
1981-09,13.577,
1981-10,13.391,
1981-11,14.288,
1981-12,15.181,
1982-01,14.688,
1982-02,13.709,
1982-03,15.454,
1982-04,14.028,
1982-05,16.736,
1982-06,17.398,
1982-07,15.812,
1982-08,16.568,
1982-09,16.381,
1982-10,16.569,
1982-11,16.773,
1982-12,15.532,
1983-01,16.652,
1983-02,15.562,
1983-03,15.365,
1983-04,14.730,
1983-05,17.564,
1983-06,17.813,
1983-07,16.567,
1983-08,16.385,
1983-09,15.933,
1983-10,17.033,
1983-11,18.023,
1983-12,17.242,
1984-01,16.630,
1984-02,16.843,
1984-03,15.929,
1984-04,14.359,
1984-05,14.539,
1984-06,16.672,
1984-07,15.578,
1984-08,17.504,
1984-09,17.847,
1984-10,17.909,
1984-11,18.210,
1984-12,20.448,
1985-01,17.144,
1985-02,18.411,
1985-03,17.475,
1985-04,17.068,
1985-05,16.358,
1985-06,19.181,
1985-07,15.118,
1985-08,15.216,
1985-09,16.753,
1985-10,16.739,
1985-11,17.954,
1985-12,17.018,
1986-01,14.441,
1986-02,14.416,
1986-03,14.310,
1986-04,14.792,
1986-05,15.362,
1986-06,16.319,
1986-07,14.844,
1986-08,15.467,
1986-09,13.932,
1986-10,14.908,
1986-11,16.000,
1986-12,15.264,
1987-01,14.791,
1987-02,13.597,
1987-03,15.077,
1987-04,12.828,
1987-05,14.379,
1987-06,14.266,
1987-07,13.375,
1987-08,15.088,
1987-09,15.635,
