"",BBK01.OEAA17I,BBK01.OEAA17I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:16:11,
2002-01,56.096,
2002-04,54.437,
2002-07,52.796,
2002-10,51.269,
2003-01,49.143,
2003-04,49.335,
2003-07,48.627,
2003-10,46.266,
2004-01,45.634,
2004-04,45.560,
2004-07,44.153,
2004-10,43.872,
2005-01,44.527,
2005-04,44.619,
2005-07,44.371,
2005-10,42.647,
2006-01,44.067,
2006-04,43.439,
2006-07,45.291,
2006-10,44.697,
2007-01,43.753,
2007-04,43.600,
2007-07,43.558,
2007-10,46.434,
2008-01,48.657,
2008-04,50.213,
2008-07,52.348,
2008-10,50.613,
2009-01,51.290,
2009-04,52.305,
2009-07,56.685,
2009-10,57.995,
2010-01,58.617,
2010-04,58.644,
2010-07,57.541,
2010-10,60.001,
2011-01,61.092,
2011-04,63.136,
2011-07,66.102,
2011-10,63.601,
2012-01,68.404,
2012-04,69.907,
2012-07,68.043,
2012-10,65.137,
2013-01,66.107,
2013-04,69.997,
2013-07,62.254,
2013-10,63.516,
2014-01,63.772,
2014-04,63.910,
2014-07,63.009,
