"",BBK01.OEAH07O,BBK01.OEAH07O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:50,
2002-01,-3.189,
2002-04,-2.655,
2002-07,-2.694,
2002-10,-2.291,
2003-01,-1.295,
2003-04,-0.964,
2003-07,-0.196,
2003-10,1.003,
2004-01,2.527,
2004-04,3.413,
2004-07,4.395,
2004-10,5.403,
2005-01,19.893,
2005-04,19.713,
2005-07,20.175,
2005-10,20.554,
2006-01,20.907,
2006-04,20.817,
2006-07,21.321,
2006-10,21.708,
2007-01,21.798,
2007-04,21.824,
2007-07,21.908,
2007-10,22.180,
2008-01,22.537,
2008-04,22.497,
2008-07,18.193,
2008-10,18.664,
2009-01,19.616,
2009-04,19.552,
2009-07,19.807,
2009-10,20.785,
2010-01,20.796,
2010-04,20.880,
2010-07,20.752,
2010-10,20.543,
2011-01,20.265,
2011-04,20.119,
2011-07,20.074,
2011-10,19.846,
2012-01,19.748,
2012-04,19.629,
2012-07,19.641,
2012-10,19.854,
2013-01,19.607,
2013-04,19.127,
2013-07,18.700,
2013-10,18.760,
2014-01,18.645,
2014-04,18.727,
2014-07,18.411,
