"",BBK01.OECB17H,BBK01.OECB17H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:57,
2002-01,64.986,
2002-04,65.150,
2002-07,64.742,
2002-10,64.432,
2003-01,63.893,
2003-04,63.373,
2003-07,62.640,
2003-10,61.246,
2004-01,59.115,
2004-04,59.148,
2004-07,58.474,
2004-10,57.792,
2005-01,58.602,
2005-04,57.803,
2005-07,56.888,
2005-10,55.983,
2006-01,54.382,
2006-04,53.041,
2006-07,52.301,
2006-10,50.918,
2007-01,49.432,
2007-04,48.401,
2007-07,47.040,
2007-10,45.029,
2008-01,43.364,
2008-04,41.924,
2008-07,40.561,
2008-10,38.975,
2009-01,37.554,
2009-04,24.997,
2009-07,24.428,
2009-10,23.667,
2010-01,23.022,
2010-04,22.428,
2010-07,21.814,
2010-10,22.357,
2011-01,20.865,
2011-04,20.472,
2011-07,20.185,
2011-10,19.917,
2012-01,19.628,
2012-04,19.403,
2012-07,19.395,
2012-10,19.100,
2013-01,18.857,
2013-04,18.955,
2013-07,18.733,
2013-10,18.586,
2014-01,18.553,
2014-04,18.660,
2014-07,18.880,
