"",BBK01.QUV839,BBK01.QUV839_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Iraq / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:24:01,
2001-12,0.017,
2002-01,0.017,
2002-02,0.017,
2002-03,0.010,
2002-04,0.010,
2002-05,0.010,
2002-06,0.010,
2002-07,0.010,
2002-08,0.010,
2002-09,0.010,
2002-10,0.010,
2002-11,0.010,
2002-12,0.010,
2003-01,0.010,
2003-02,0.010,
2003-03,0.010,
2003-04,0.012,
2003-05,0.012,
2003-06,0.012,
2003-07,0.012,
2003-08,0.012,
2003-09,0.012,
2003-10,0.009,
2003-11,0.009,
2003-12,0.009,
2004-01,0.009,
2004-02,0.009,
2004-03,0.009,
2004-04,0.009,
2004-05,0.009,
2004-06,0.009,
2004-07,0.009,
2004-08,0.009,
2004-09,0.009,
2004-10,0.009,
2004-11,0.009,
2004-12,0.003,
2005-01,0.003,
2005-02,0.003,
2005-03,0.002,
2005-04,0.002,
2005-05,0.002,
2005-06,0.002,
2005-07,0.002,
2005-08,0.002,
2005-09,0.002,
2005-10,0.001,
2005-11,0.001,
2005-12,0.001,
2006-01,0.001,
2006-02,0.001,
2006-03,0.372,
2006-04,0.371,
2006-05,0.371,
2006-06,0.371,
2006-07,0.371,
2006-08,0.360,
2006-09,0.360,
2006-10,0.360,
2006-11,0.360,
2006-12,0.362,
2007-01,0.360,
2007-02,0.368,
2007-03,0.369,
2007-04,0.369,
2007-05,0.369,
2007-06,0.369,
2007-07,0.369,
2007-08,0.381,
2007-09,0.381,
2007-10,0.381,
2007-11,0.381,
2007-12,0.382,
2008-01,0.382,
2008-02,0.390,
2008-03,0.390,
2008-04,0.390,
2008-05,0.390,
2008-06,0.390,
2008-07,0.390,
2008-08,0.398,
2008-09,0.398,
2008-10,0.398,
2008-11,0.398,
2008-12,0.398,
2009-01,0.394,
2009-02,0.394,
2009-03,0.403,
2009-04,0.404,
2009-05,0.411,
2009-06,0.411,
2009-07,0.434,
2009-08,0.439,
2009-09,0.439,
2009-10,0.438,
2009-11,0.438,
2009-12,0.439,
2010-01,0.440,
2010-02,0.447,
2010-03,0.447,
2010-04,0.448,
2010-05,0.451,
2010-06,0.451,
2010-07,0.448,
2010-08,0.453,
2010-09,0.451,
2010-10,0.488,
2010-11,0.467,
2010-12,0.453,
2011-01,0.450,
2011-02,0.451,
2011-03,0.446,
2011-04,0.436,
2011-05,0.429,
2011-06,0.419,
2011-07,0.419,
2011-08,0.407,
2011-09,0.407,
2011-10,0.407,
2011-11,0.407,
2011-12,0.407,
2012-01,0.406,
2012-02,0.394,
2012-03,0.394,
2012-04,0.397,
2012-05,0.397,
2012-06,0.397,
2012-07,0.397,
2012-08,0.385,
2012-09,0.385,
2012-10,0.385,
2012-11,0.385,
2012-12,0.385,
2013-01,0.385,
2013-02,0.372,
2013-03,0.372,
2013-04,0.370,
2013-05,0.370,
2013-06,0.370,
2013-07,0.370,
2013-08,0.358,
2013-09,0.358,
2013-10,0.358,
2013-11,0.358,
2013-12,0.358,
2014-01,0.358,
2014-02,0.346,
2014-03,0.346,
2014-04,0.345,
2014-05,0.345,
2014-06,0.345,
2014-07,0.345,
2014-08,0.332,
2014-09,0.392,
2014-10,0.452,
2014-11,0.487,
2014-12,0.516,
