"",BBK01.OUG211,BBK01.OUG211_FLAGS
"",Time deposits of the federal government and its special funds / for up and including 1 year / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:23:31,
1968-12,0.016,
1969-01,0.047,
1969-02,0.044,
1969-03,0.069,
1969-04,0.072,
1969-05,0.070,
1969-06,0.067,
1969-07,0.043,
1969-08,0.071,
1969-09,0.064,
1969-10,0.072,
1969-11,0.071,
1969-12,0.065,
1970-01,0.070,
1970-02,0.080,
1970-03,0.068,
1970-04,0.068,
1970-05,0.067,
1970-06,0.070,
1970-07,0.075,
1970-08,0.075,
1970-09,0.075,
1970-10,0.075,
1970-11,0.076,
1970-12,0.077,
1971-01,0.083,
1971-02,0.089,
1971-03,0.087,
1971-04,0.085,
1971-05,0.086,
1971-06,0.083,
1971-07,0.082,
1971-08,0.085,
1971-09,0.085,
1971-10,0.085,
1971-11,0.084,
1971-12,0.090,
1972-01,0.094,
1972-02,0.091,
1972-03,0.093,
1972-04,0.088,
1972-05,0.092,
1972-06,0.092,
1972-07,0.097,
1972-08,0.097,
1972-09,0.093,
1972-10,0.094,
1972-11,0.091,
1972-12,0.099,
1973-01,0.119,
1973-02,0.125,
1973-03,0.115,
1973-04,0.096,
1973-05,0.088,
1973-06,0.085,
1973-07,0.093,
1973-08,0.090,
1973-09,0.089,
1973-10,0.088,
1973-11,0.086,
1973-12,0.090,
1974-01,0.093,
1974-02,0.093,
1974-03,0.093,
1974-04,0.087,
1974-05,0.086,
1974-06,0.086,
1974-07,0.090,
1974-08,0.088,
1974-09,0.090,
1974-10,0.089,
1974-11,0.087,
1974-12,0.100,
1975-01,0.095,
1975-02,0.096,
1975-03,0.090,
1975-04,0.088,
1975-05,0.086,
1975-06,0.087,
1975-07,0.092,
1975-08,0.090,
1975-09,0.090,
1975-10,0.090,
1975-11,0.089,
1975-12,0.095,
1976-01,0.105,
1976-02,0.104,
1976-03,0.104,
1976-04,0.102,
1976-05,0.100,
1976-06,0.097,
1976-07,0.100,
1976-08,0.101,
1976-09,0.100,
1976-10,0.095,
1976-11,0.094,
1976-12,0.097,
1977-01,0.095,
1977-02,0.095,
1977-03,0.096,
1977-04,0.095,
1977-05,0.095,
1977-06,0.089,
1977-07,0.087,
1977-08,0.086,
1977-09,0.084,
1977-10,0.083,
1977-11,0.082,
1977-12,0.099,
1978-01,0.083,
1978-02,0.084,
1978-03,0.097,
1978-04,0.081,
1978-05,0.079,
1978-06,0.077,
1978-07,0.140,
1978-08,0.082,
1978-09,0.082,
1978-10,0.082,
1978-11,0.084,
1978-12,0.083,
1979-01,0.088,
1979-02,0.087,
1979-03,0.084,
1979-04,0.084,
1979-05,0.082,
1979-06,0.077,
1979-07,0.084,
1979-08,0.084,
1979-09,0.083,
1979-10,0.080,
1979-11,0.080,
1979-12,0.082,
1980-01,0.085,
1980-02,0.085,
1980-03,0.135,
1980-04,0.083,
1980-05,0.082,
1980-06,0.082,
1980-07,0.089,
1980-08,0.087,
1980-09,0.085,
1980-10,0.085,
1980-11,0.085,
1980-12,0.093,
1981-01,0.092,
1981-02,0.092,
1981-03,0.091,
1981-04,0.089,
1981-05,0.085,
1981-06,0.084,
1981-07,0.086,
1981-08,0.084,
1981-09,0.081,
1981-10,0.077,
1981-11,0.077,
1981-12,0.082,
1982-01,0.103,
1982-02,0.094,
1982-03,0.093,
1982-04,0.105,
1982-05,0.089,
1982-06,0.111,
1982-07,0.118,
1982-08,0.117,
1982-09,0.115,
1982-10,0.105,
1982-11,0.098,
1982-12,0.115,
1983-01,0.126,
1983-02,0.122,
1983-03,0.124,
1983-04,0.126,
1983-05,0.125,
1983-06,0.144,
1983-07,0.178,
1983-08,0.153,
1983-09,0.148,
1983-10,0.320,
1983-11,0.145,
1983-12,0.163,
1984-01,0.169,
1984-02,0.167,
1984-03,0.165,
1984-04,0.147,
1984-05,0.123,
1984-06,0.120,
1984-07,0.134,
1984-08,0.138,
1984-09,0.137,
1984-10,0.135,
1984-11,0.126,
1984-12,0.122,
1985-01,0.121,
1985-02,0.118,
1985-03,0.119,
1985-04,0.131,
1985-05,0.388,
1985-06,0.394,
1985-07,0.398,
1985-08,0.296,
1985-09,0.295,
1985-10,0.188,
1985-11,0.182,
1985-12,0.197,
1986-01,0.206,
1986-02,0.188,
1986-03,0.178,
1986-04,0.151,
1986-05,0.116,
1986-06,0.128,
1986-07,0.115,
1986-08,0.118,
1986-09,0.108,
1986-10,0.097,
1986-11,0.094,
1986-12,0.077,
1987-01,0.081,
1987-02,0.135,
1987-03,0.154,
1987-04,0.155,
1987-05,0.151,
1987-06,0.157,
1987-07,0.144,
1987-08,0.144,
1987-09,0.139,
1987-10,0.157,
1987-11,0.173,
1987-12,0.157,
1988-01,0.212,
1988-02,0.186,
1988-03,0.190,
1988-04,0.187,
1988-05,0.250,
1988-06,0.205,
1988-07,0.199,
1988-08,0.195,
1988-09,0.185,
1988-10,0.178,
1988-11,0.171,
1988-12,0.247,
1989-01,0.233,
1989-02,0.214,
1989-03,0.255,
1989-04,0.295,
1989-05,0.276,
1989-06,0.194,
1989-07,0.206,
1989-08,0.102,
1989-09,0.099,
1989-10,0.090,
1989-11,0.089,
1989-12,0.081,
1990-01,0.031,
1990-02,0.029,
1990-03,0.030,
1990-04,0.028,
1990-05,0.029,
1990-06,0.028,
1990-07,0.162,
1990-08,0.084,
1990-09,0.085,
1990-10,0.084,
1990-11,0.089,
1990-12,0.094,
1991-01,0.094,
1991-02,0.096,
1991-03,0.097,
1991-04,0.095,
1991-05,0.090,
1991-06,0.037,
1991-07,0.033,
1991-08,0.028,
1991-09,0.025,
1991-10,0.019,
1991-11,0.016,
1991-12,0.011,
1992-01,0.016,
1992-02,0.016,
1992-03,0.019,
1992-04,0.021,
1992-05,0.017,
1992-06,0.032,
1992-07,0.048,
1992-08,0.051,
1992-09,0.056,
1992-10,0.066,
1992-11,0.071,
1992-12,0.106,
1993-01,0.112,
1993-02,0.117,
1993-03,0.132,
1993-04,0.140,
1993-05,0.146,
1993-06,0.154,
1993-07,0.176,
1993-08,0.177,
1993-09,0.173,
1993-10,0.166,
1993-11,0.158,
1993-12,0.160,
1994-01,2.600,
1994-02,0.882,
1994-03,0.565,
1994-04,1.536,
