"",BBK01.QUK826,BBK01.QUK826_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Countries in Europe / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:29:54,
2002-03,493.005,
2002-04,529.071,
2002-05,549.983,
2002-06,493.622,
2002-07,499.377,
2002-08,510.315,
2002-09,519.566,
2002-10,524.998,
2002-11,534.389,
2002-12,482.671,
2003-01,491.030,
2003-02,506.005,
2003-03,498.417,
2003-04,532.243,
2003-05,533.793,
2003-06,520.863,
2003-07,476.430,
2003-08,469.213,
2003-09,479.265,
2003-10,465.310,
2003-11,474.969,
2003-12,461.282,
2004-01,494.210,
2004-02,503.393,
2004-03,533.287,
2004-04,547.033,
2004-05,539.542,
2004-06,527.362,
2004-07,537.962,
2004-08,547.855,
2004-09,547.316,
2004-10,542.133,
2004-11,562.204,
2004-12,548.592,
2005-01,575.574,
2005-02,574.048,
2005-03,543.849,
2005-04,594.536,
2005-05,601.347,
2005-06,584.251,
2005-07,582.927,
2005-08,599.551,
2005-09,601.564,
2005-10,613.835,
2005-11,619.862,
2005-12,480.527,
2006-01,524.129,
2006-02,531.724,
2006-03,558.323,
2006-04,596.753,
2006-05,590.869,
2006-06,581.437,
2006-07,550.817,
2006-08,558.738,
2006-09,573.458,
2006-10,581.481,
2006-11,590.817,
2006-12,554.688,
2007-01,613.827,
2007-02,672.682,
2007-03,649.847,
2007-04,653.309,
2007-05,664.146,
2007-06,669.165,
2007-07,687.932,
2007-08,662.401,
2007-09,663.234,
2007-10,657.383,
2007-11,700.422,
2007-12,703.120,
2008-01,715.263,
2008-02,709.229,
2008-03,717.977,
2008-04,709.811,
2008-05,725.630,
2008-06,688.112,
2008-07,702.085,
2008-08,712.326,
2008-09,733.063,
2008-10,726.326,
2008-11,720.480,
2008-12,645.380,
2009-01,670.548,
2009-02,652.940,
2009-03,630.363,
2009-04,645.096,
2009-05,629.453,
2009-06,628.738,
2009-07,638.558,
2009-08,612.699,
2009-09,613.230,
2009-10,617.780,
2009-11,615.461,
2009-12,579.715,
2010-01,608.062,
2010-02,583.826,
2010-03,588.929,
2010-04,647.543,
2010-05,619.016,
2010-06,611.649,
2010-07,619.927,
2010-08,623.732,
2010-09,609.558,
2010-10,623.587,
2010-11,629.859,
2010-12,605.346,
2011-01,604.188,
2011-02,613.136,
2011-03,598.260,
2011-04,591.251,
2011-05,583.439,
2011-06,577.939,
2011-07,584.445,
2011-08,588.195,
2011-09,592.366,
2011-10,591.454,
2011-11,570.786,
2011-12,542.299,
2012-01,561.392,
2012-02,563.544,
2012-03,560.176,
2012-04,569.787,
2012-05,589.730,
2012-06,568.952,
2012-07,574.361,
2012-08,570.102,
2012-09,572.748,
2012-10,556.208,
2012-11,556.733,
2012-12,515.786,
2013-01,539.525,
2013-02,541.787,
2013-03,539.137,
2013-04,546.918,
2013-05,545.507,
2013-06,525.769,
2013-07,518.471,
2013-08,515.672,
2013-09,515.429,
2013-10,512.695,
2013-11,513.684,
2013-12,483.337,
2014-01,510.239,
2014-02,519.744,
2014-03,511.228,
2014-04,520.662,
2014-05,516.370,
2014-06,507.109,
2014-07,523.321,
2014-08,501.599,
2014-09,507.988,
2014-10,496.599,
