"",BBK01.OEAA22L,BBK01.OEAA22L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:24,
2002-01,10.269,
2002-04,10.565,
2002-07,11.052,
2002-10,11.377,
2003-01,11.270,
2003-04,11.446,
2003-07,12.147,
2003-10,13.255,
2004-01,13.483,
2004-04,14.052,
2004-07,14.254,
2004-10,13.736,
2005-01,14.383,
2005-04,14.305,
2005-07,17.334,
2005-10,18.069,
2006-01,18.857,
2006-04,19.800,
2006-07,19.776,
2006-10,18.777,
2007-01,23.202,
2007-04,24.439,
2007-07,24.835,
2007-10,27.275,
2008-01,30.061,
2008-04,27.769,
2008-07,30.389,
2008-10,30.556,
2009-01,30.868,
2009-04,31.690,
2009-07,30.529,
2009-10,31.687,
2010-01,27.948,
2010-04,27.780,
2010-07,27.971,
2010-10,27.590,
2011-01,27.733,
2011-04,26.176,
2011-07,26.092,
2011-10,25.593,
2012-01,25.988,
2012-04,25.986,
2012-07,25.267,
2012-10,24.428,
2013-01,23.875,
2013-04,23.305,
2013-07,24.001,
2013-10,23.540,
2014-01,23.509,
2014-04,23.156,
2014-07,22.714,
