"",BBK01.OEAE34H,BBK01.OEAE34H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:16,
2002-01,13.037,
2002-04,13.017,
2002-07,13.017,
2002-10,13.021,
2003-01,12.951,
2003-04,12.814,
2003-07,12.780,
2003-10,12.693,
2004-01,12.552,
2004-04,12.390,
2004-07,12.232,
2004-10,12.067,
2005-01,11.702,
2005-04,11.627,
2005-07,11.459,
2005-10,11.343,
2006-01,11.233,
2006-04,11.084,
2006-07,10.979,
2006-10,10.716,
2007-01,10.525,
2007-04,10.326,
2007-07,10.367,
2007-10,10.103,
2008-01,9.929,
2008-04,10.012,
2008-07,9.808,
2008-10,9.423,
2009-01,9.431,
2009-04,8.104,
2009-07,7.892,
2009-10,7.655,
2010-01,7.623,
2010-04,7.485,
2010-07,7.396,
2010-10,7.281,
2011-01,7.192,
2011-04,7.241,
2011-07,7.209,
2011-10,7.232,
2012-01,7.259,
2012-04,9.652,
2012-07,9.399,
2012-10,9.539,
2013-01,9.565,
2013-04,9.645,
2013-07,9.664,
2013-10,9.600,
2014-01,9.555,
2014-04,9.610,
2014-07,9.643,
