"",BBK01.OEAH28V,BBK01.OEAH28V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:56,
2002-01,0.069,
2002-04,0.070,
2002-07,0.071,
2002-10,0.070,
2003-01,0.070,
2003-04,0.066,
2003-07,0.068,
2003-10,0.064,
2004-01,0.064,
2004-04,0.064,
2004-07,0.065,
2004-10,0.065,
2005-01,0.065,
2005-04,0.063,
2005-07,0.062,
2005-10,0.062,
2006-01,0.060,
2006-04,0.062,
2006-07,0.063,
2006-10,0.066,
2007-01,0.065,
2007-04,0.067,
2007-07,0.069,
2007-10,0.072,
2008-01,0.074,
2008-04,0.079,
2008-07,0.087,
2008-10,0.103,
2009-01,0.111,
2009-04,0.125,
2009-07,0.143,
2009-10,0.161,
2010-01,0.163,
2010-04,0.165,
2010-07,0.175,
2010-10,0.193,
2011-01,0.195,
2011-04,0.190,
2011-07,0.200,
2011-10,0.213,
2012-01,0.219,
2012-04,0.225,
2012-07,0.242,
2012-10,0.265,
2013-01,0.275,
2013-04,0.285,
2013-07,0.299,
2013-10,0.316,
2014-01,0.320,
2014-04,0.331,
2014-07,0.337,
