"",BBK01.OEHB20O,BBK01.OEHB20O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:34:25,
2002-01,14.197,
2002-04,14.359,
2002-07,14.524,
2002-10,14.698,
2003-01,14.758,
2003-04,14.900,
2003-07,15.130,
2003-10,15.292,
2004-01,15.269,
2004-04,15.379,
2004-07,15.503,
2004-10,15.611,
2005-01,15.830,
2005-04,15.934,
2005-07,16.092,
2005-10,16.289,
2006-01,16.332,
2006-04,16.389,
2006-07,16.487,
2006-10,16.571,
2007-01,16.599,
2007-04,16.615,
2007-07,16.643,
2007-10,16.655,
2008-01,16.560,
2008-04,16.543,
2008-07,16.586,
2008-10,16.446,
2009-01,16.334,
2009-04,16.246,
2009-07,16.289,
2009-10,16.301,
2010-01,16.267,
2010-04,16.354,
2010-07,16.503,
2010-10,16.596,
2011-01,16.533,
2011-04,16.623,
2011-07,16.729,
2011-10,16.848,
2012-01,16.912,
2012-04,17.026,
2012-07,17.278,
2012-10,17.424,
2013-01,17.451,
2013-04,17.655,
2013-07,17.841,
2013-10,17.914,
2014-01,17.948,
2014-04,18.105,
2014-07,18.286,
