"",BBK01.QUY014,BBK01.QUY014_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Coutries in Oceania / Currency of the debtor country",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:27,
2002-03,15.766,
2002-04,15.520,
2002-05,13.830,
2002-06,13.190,
2002-07,13.143,
2002-08,13.163,
2002-09,12.348,
2002-10,12.891,
2002-11,14.597,
2002-12,12.767,
2003-01,12.512,
2003-02,12.957,
2003-03,12.960,
2003-04,12.935,
2003-05,12.723,
2003-06,12.572,
2003-07,11.993,
2003-08,12.670,
2003-09,11.714,
2003-10,14.834,
2003-11,16.206,
2003-12,13.907,
2004-01,14.349,
2004-02,15.791,
2004-03,16.355,
2004-04,14.602,
2004-05,15.056,
2004-06,12.809,
2004-07,15.858,
2004-08,15.834,
2004-09,16.284,
2004-10,16.301,
2004-11,16.478,
2004-12,12.153,
2005-01,14.304,
2005-02,15.199,
2005-03,15.135,
2005-04,16.064,
2005-05,15.469,
2005-06,15.025,
2005-07,14.412,
2005-08,15.948,
2005-09,15.480,
2005-10,15.302,
2005-11,15.610,
2005-12,18.725,
2006-01,20.281,
2006-02,18.124,
2006-03,15.272,
2006-04,16.108,
2006-05,21.502,
2006-06,20.549,
2006-07,20.115,
2006-08,16.027,
2006-09,17.864,
2006-10,18.699,
2006-11,20.020,
2006-12,22.226,
2007-01,21.544,
2007-02,22.042,
2007-03,25.129,
2007-04,26.252,
2007-05,27.515,
2007-06,30.717,
2007-07,35.346,
2007-08,35.443,
2007-09,31.791,
2007-10,34.254,
2007-11,29.510,
2007-12,32.193,
2008-01,34.396,
2008-02,29.940,
2008-03,26.173,
2008-04,32.151,
2008-05,32.547,
2008-06,31.700,
2008-07,29.820,
2008-08,27.269,
2008-09,28.176,
2008-10,26.206,
2008-11,24.834,
2008-12,24.722,
2009-01,21.818,
2009-02,22.067,
2009-03,28.016,
2009-04,31.075,
2009-05,29.871,
2009-06,26.474,
2009-07,27.455,
2009-08,26.529,
2009-09,26.723,
2009-10,30.702,
2009-11,31.507,
2009-12,28.384,
2010-01,29.895,
2010-02,29.570,
2010-03,29.075,
2010-04,34.776,
2010-05,26.549,
2010-06,26.281,
2010-07,25.763,
2010-08,24.611,
2010-09,21.198,
2010-10,20.038,
2010-11,22.579,
2010-12,21.370,
2011-01,23.897,
2011-02,25.281,
2011-03,23.263,
2011-04,27.166,
2011-05,27.622,
2011-06,21.683,
2011-07,23.395,
2011-08,23.406,
2011-09,21.445,
2011-10,24.188,
2011-11,22.095,
2011-12,21.446,
2012-01,22.237,
2012-02,23.727,
2012-03,17.429,
2012-04,15.535,
2012-05,13.997,
2012-06,11.959,
2012-07,12.817,
2012-08,12.344,
2012-09,14.436,
2012-10,11.321,
2012-11,11.159,
2012-12,12.797,
2013-01,17.130,
2013-02,18.097,
2013-03,13.810,
2013-04,14.494,
2013-05,13.933,
2013-06,13.982,
2013-07,14.075,
2013-08,13.907,
2013-09,13.264,
2013-10,16.662,
2013-11,15.561,
2013-12,11.665,
2014-01,13.215,
2014-02,14.178,
2014-03,14.463,
2014-04,15.110,
2014-05,15.088,
2014-06,13.025,
2014-07,16.798,
2014-08,17.818,
2014-09,9.709,
2014-10,14.014,
