"",BBK01.QUJ376,BBK01.QUJ376_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Slovenia / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:37,
1994-01,0.242,
1994-02,0.247,
1994-03,0.231,
1994-04,0.243,
1994-05,0.270,
1994-06,0.237,
1994-07,0.229,
1994-08,0.256,
1994-09,0.220,
1994-10,0.225,
1994-11,0.203,
1994-12,0.221,
1995-01,0.224,
1995-02,0.212,
1995-03,0.207,
1995-04,0.219,
1995-05,0.205,
1995-06,0.199,
1995-07,0.219,
1995-08,0.213,
1995-09,0.219,
1995-10,0.228,
1995-11,0.215,
1995-12,0.215,
1996-01,0.213,
1996-02,0.224,
1996-03,0.227,
1996-04,0.219,
1996-05,0.235,
1996-06,0.236,
1996-07,0.253,
1996-08,0.231,
1996-09,0.260,
1996-10,0.238,
1996-11,0.237,
1996-12,0.316,
1997-01,0.247,
1997-02,0.214,
1997-03,0.241,
1997-04,0.228,
1997-05,0.208,
1997-06,0.295,
1997-07,0.312,
1997-08,0.338,
1997-09,0.346,
1997-10,0.380,
1997-11,0.404,
1997-12,0.307,
1998-01,0.332,
1998-02,0.345,
1998-03,0.284,
1998-04,0.229,
1998-05,0.253,
1998-06,0.273,
1998-07,0.255,
1998-08,0.257,
1998-09,0.473,
1998-10,0.445,
1998-11,0.491,
1998-12,0.553,
1999-01,0.535,
1999-02,0.493,
1999-03,0.522,
1999-04,0.450,
1999-05,0.628,
1999-06,0.547,
1999-07,0.385,
1999-08,0.334,
1999-09,0.431,
1999-10,0.423,
1999-11,0.515,
1999-12,0.479,
2000-01,0.378,
2000-02,0.380,
2000-03,0.484,
2000-04,0.437,
2000-05,0.530,
2000-06,0.357,
2000-07,0.369,
2000-08,0.465,
2000-09,0.393,
2000-10,0.354,
2000-11,0.332,
2000-12,0.417,
2001-01,0.285,
2001-02,0.524,
2001-03,0.644,
2001-04,0.490,
2001-05,0.490,
2001-06,0.467,
2001-07,0.350,
2001-08,0.501,
2001-09,0.620,
2001-10,0.703,
2001-11,0.637,
2001-12,0.756,
2002-01,0.634,
2002-02,0.552,
2002-03,0.696,
2002-04,0.686,
2002-05,0.733,
2002-06,0.771,
2002-07,0.685,
2002-08,0.688,
2002-09,0.528,
2002-10,0.497,
2002-11,0.765,
2002-12,0.425,
2003-01,0.744,
2003-02,0.690,
2003-03,0.664,
2003-04,0.466,
2003-05,0.227,
2003-06,0.316,
2003-07,0.275,
2003-08,0.433,
2003-09,0.415,
2003-10,0.349,
2003-11,0.760,
2003-12,0.504,
2004-01,0.424,
2004-02,0.267,
2004-03,0.367,
2004-04,0.264,
2004-05,0.393,
2004-06,0.307,
2004-07,0.243,
2004-08,0.329,
2004-09,0.218,
2004-10,0.279,
2004-11,0.278,
2004-12,0.326,
2005-01,0.323,
2005-02,0.287,
2005-03,0.371,
2005-04,0.320,
2005-05,0.270,
2005-06,0.354,
2005-07,0.297,
2005-08,0.268,
2005-09,0.280,
2005-10,0.311,
2005-11,0.286,
2005-12,0.310,
2006-01,0.247,
2006-02,0.277,
2006-03,0.234,
2006-04,0.266,
2006-05,0.326,
2006-06,0.363,
2006-07,0.303,
2006-08,0.259,
2006-09,0.376,
2006-10,0.309,
2006-11,0.272,
2006-12,0.521,
2007-01,0.417,
2007-02,0.390,
2007-03,0.401,
2007-04,0.551,
2007-05,0.324,
2007-06,0.624,
2007-07,0.486,
2007-08,0.561,
2007-09,0.556,
2007-10,0.606,
2007-11,0.606,
2007-12,0.700,
2008-01,0.746,
2008-02,0.842,
2008-03,0.605,
2008-04,0.519,
2008-05,0.557,
2008-06,0.647,
2008-07,0.645,
2008-08,0.651,
2008-09,0.578,
2008-10,0.676,
2008-11,0.653,
2008-12,0.399,
2009-01,0.425,
2009-02,0.443,
2009-03,0.452,
2009-04,0.528,
2009-05,0.620,
2009-06,0.451,
2009-07,0.434,
2009-08,0.281,
2009-09,0.401,
2009-10,0.441,
2009-11,0.423,
2009-12,0.443,
2010-01,0.470,
2010-02,0.405,
2010-03,0.387,
2010-04,0.386,
2010-05,0.480,
2010-06,0.501,
2010-07,0.463,
2010-08,0.463,
2010-09,0.462,
2010-10,0.433,
2010-11,0.575,
2010-12,0.273,
2011-01,0.525,
2011-02,0.264,
2011-03,0.394,
2011-04,0.335,
2011-05,0.335,
2011-06,0.328,
2011-07,0.324,
2011-08,0.357,
2011-09,0.352,
2011-10,0.333,
2011-11,0.260,
2011-12,0.217,
2012-01,0.277,
2012-02,0.219,
2012-03,0.406,
2012-04,0.391,
2012-05,0.382,
2012-06,0.312,
2012-07,0.277,
2012-08,0.323,
2012-09,0.267,
2012-10,0.282,
2012-11,0.263,
2012-12,0.195,
2013-01,0.245,
2013-02,0.237,
2013-03,0.310,
2013-04,0.360,
2013-05,0.326,
2013-06,0.284,
2013-07,0.214,
2013-08,0.222,
2013-09,0.255,
2013-10,0.263,
2013-11,0.312,
2013-12,0.313,
2014-01,0.350,
2014-02,0.358,
2014-03,0.376,
2014-04,0.345,
2014-05,0.355,
2014-06,0.571,
2014-07,0.574,
2014-08,0.600,
2014-09,0.614,
2014-10,0.535,
2014-11,0.559,
2014-12,0.549,
