"",BBK01.OECB01L,BBK01.OECB01L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:30:24,
2002-01,107.611,
2002-04,98.212,
2002-07,101.757,
2002-10,88.017,
2003-01,111.394,
2003-04,119.677,
2003-07,124.553,
2003-10,124.306,
2004-01,145.188,
2004-04,132.965,
2004-07,151.719,
2004-10,145.851,
2005-01,151.080,
2005-04,152.977,
2005-07,159.028,
2005-10,149.842,
2006-01,154.731,
2006-04,159.672,
2006-07,168.572,
2006-10,140.314,
2007-01,164.163,
2007-04,176.116,
2007-07,158.500,
2007-10,138.127,
2008-01,171.692,
2008-04,134.041,
2008-07,135.856,
2008-10,105.597,
2009-01,103.424,
2009-04,118.189,
2009-07,111.355,
2009-10,99.890,
2010-01,96.560,
2010-04,105.028,
2010-07,96.110,
2010-10,103.767,
2011-01,105.028,
2011-04,110.492,
2011-07,109.881,
2011-10,93.344,
2012-01,106.581,
2012-04,102.368,
2012-07,105.082,
2012-10,102.525,
2013-01,111.281,
2013-04,121.271,
2013-07,82.361,
2013-10,81.579,
2014-01,83.805,
2014-04,87.657,
2014-07,91.999,
