"",BBK01.TUB609,BBK01.TUB609_FLAGS
"",Lending to euro area credit institutions related to monetary policy operations denominated in euro / Main refinancing operations / Deutsche Bundesbank,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-02 10:39:59,
2002-01,69481,
2002-02,61688,
2002-03,65700,
2002-04,46688,
2002-05,62295,
2002-06,71240,
2002-07,61773,
2002-08,68258,
2002-09,72419,
2002-10,72357,
2002-11,76979,
2002-12,87094,
2003-01,87464,
2003-02,91590,
2003-03,98396,
2003-04,92516,
2003-05,118727,
2003-06,122542,
2003-07,115077,
2003-08,116002,
2003-09,121522,
2003-10,101884,
2003-11,114955,
2003-12,129912,
2004-01,117403,
2004-02,109926,
2004-03,94053,
2004-04,104312,
2004-05,123700,
2004-06,139872,
2004-07,145081,
2004-08,135260,
2004-09,127384,
2004-10,148138,
2004-11,153473,
2004-12,143005,
2005-01,134263,
2005-02,151682,
2005-03,129861,
2005-04,148237,
2005-05,139340,
2005-06,151177,
2005-07,163381,
2005-08,142622,
2005-09,156049,
2005-10,148596,
2005-11,140794,
2005-12,146529,
2006-01,162489,
2006-02,146415,
2006-03,147067,
2006-04,158022,
2006-05,152603,
2006-06,177284,
2006-07,177873,
2006-08,147280,
2006-09,155196,
2006-10,163959,
2006-11,155241,
2006-12,173940,
2007-01,150131,
2007-02,143477,
2007-03,130849,
2007-04,139551,
2007-05,126590,
2007-06,136228,
2007-07,146042,
2007-08,89911,
2007-09,83841,
2007-10,62904,
2007-11,77318,
2007-12,133095,
2008-01,46985,
2008-02,59002,
2008-03,98411,
2008-04,80117,
2008-05,71168,
2008-06,86514,
2008-07,75509,
2008-08,76582,
2008-09,69183,
2008-10,107202,
2008-11,101399,
2008-12,75291,
2009-01,74365,
2009-02,75410,
2009-03,71580,
2009-04,83570,
2009-05,121478,
2009-06,71558,
2009-07,48750,
2009-08,45883,
2009-09,33034,
2009-10,35111,
2009-11,35330,
2009-12,53605,
2010-01,41711,
2010-02,51609,
2010-03,40863,
2010-04,41585,
2010-05,43299,
2010-06,58569,
2010-07,61653,
2010-08,52850,
2010-09,56449,
2010-10,69081,
2010-11,59126,
2010-12,68376,
2011-01,37835,
2011-02,29769,
2011-03,25500,
2011-04,18708,
2011-05,10852,
2011-06,21772,
2011-07,9807,
2011-08,3503,
2011-09,12590,
2011-10,3536,
2011-11,3845,
2011-12,8635,
2012-01,1987,
2012-02,924,
2012-03,1245,
2012-04,1249,
2012-05,3588,
2012-06,2503,
2012-07,2946,
2012-08,1747,
2012-09,1721,
2012-10,1563,
2012-11,1866,
2012-12,2855,
2013-01,307,
2013-02,808,
2013-03,59,
2013-04,470,
2013-05,142,
2013-06,919,
2013-07,1032,
2013-08,196,
2013-09,215,
2013-10,176,
2013-11,692,
2013-12,38162,
2014-01,20311,
2014-02,7124,
2014-03,10671,
2014-04,38249,
2014-05,41487,
2014-06,7431,
2014-07,7079,
2014-08,4044,
2014-09,6328,
2014-10,15242,
2014-11,8513,
2014-12,32544,
