"",BBK01.PQ3225,BBK01.PQ3225_FLAGS
"",Housing loans to domestic employees and other individuals / Total / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:54,
1968-10,.,No value available
1969-01,.,No value available
1969-04,.,No value available
1969-07,.,No value available
1969-10,.,No value available
1970-01,.,No value available
1970-04,.,No value available
1970-07,.,No value available
1970-10,.,No value available
1971-01,.,No value available
1971-04,.,No value available
1971-07,.,No value available
1971-10,.,No value available
1972-01,.,No value available
1972-04,.,No value available
1972-07,.,No value available
1972-10,.,No value available
1973-01,.,No value available
1973-04,.,No value available
1973-07,.,No value available
1973-10,.,No value available
1974-01,.,No value available
1974-04,.,No value available
1974-07,.,No value available
1974-10,.,No value available
1975-01,.,No value available
1975-04,.,No value available
1975-07,.,No value available
1975-10,.,No value available
1976-01,.,No value available
1976-04,.,No value available
1976-07,.,No value available
1976-10,.,No value available
1977-01,.,No value available
1977-04,.,No value available
1977-07,.,No value available
1977-10,.,No value available
1978-01,.,No value available
1978-04,.,No value available
1978-07,.,No value available
1978-10,.,No value available
1979-01,.,No value available
1979-04,.,No value available
1979-07,.,No value available
1979-10,.,No value available
1980-01,.,No value available
1980-04,.,No value available
1980-07,.,No value available
1980-10,20.790,
1981-01,21.147,
1981-04,21.499,
1981-07,21.518,
1981-10,21.702,
1982-01,21.685,
1982-04,21.791,
1982-07,22.160,
1982-10,22.918,
1983-01,22.997,
1983-04,23.373,
1983-07,24.056,
1983-10,25.224,
1984-01,25.385,
1984-04,26.266,
1984-07,26.867,
1984-10,27.691,
1985-01,27.619,
1985-04,27.798,
1985-07,28.420,
1985-10,29.148,
1986-01,29.258,
1986-04,29.849,
1986-07,30.577,
1986-10,32.079,
1987-01,32.116,
1987-04,32.373,
1987-07,33.101,
1987-10,34.086,
1988-01,34.460,
1988-04,35.103,
1988-07,35.894,
1988-10,37.142,
1989-01,37.554,
1989-04,38.102,
1989-07,39.220,
1989-10,41.137,
1990-01,41.902,
1990-04,42.663,
1990-07,43.656,
1990-10,45.360,
1991-01,46.015,
1991-04,46.803,
1991-07,48.256,
1991-10,50.032,
1992-01,50.792,
1992-04,51.830,
1992-07,53.247,
1992-10,55.773,
1993-01,57.037,
1993-04,58.694,
1993-07,60.919,
1993-10,65.858,
1994-01,68.037,
1994-04,70.448,
1994-07,73.316,
1994-10,77.205,
1995-01,79.028,
1995-04,80.907,
1995-07,83.014,
1995-10,87.207,
1996-01,89.078,
1996-04,91.283,
1996-07,93.827,
1996-10,99.373,
1997-01,101.162,
1997-04,103.308,
1997-07,105.573,
1997-10,110.082,
1998-01,111.493,
1998-04,113.097,
1998-07,115.756,
1998-10,122.245,
1999-01,126.295,
1999-04,132.595,
1999-07,136.617,
1999-10,141.469,
2000-01,141.452,
2000-04,151.187,
2000-07,152.693,
2000-10,154.363,
2001-01,155.032,
2001-04,155.864,
2001-07,157.321,
2001-10,158.411,
2002-01,158.885,
2002-04,158.904,
2002-07,158.776,
2002-10,159.505,
2003-01,159.738,
2003-04,160.112,
2003-07,161.258,
2003-10,161.754,
2004-01,161.152,
2004-04,163.362,
2004-07,168.217,
2004-10,170.935,
2005-01,173.830,
2005-04,176.158,
2005-07,172.024,
2005-10,177.290,
2006-01,179.225,
2006-04,182.937,
2006-07,185.647,
2006-10,189.049,
2007-01,193.539,
2007-04,194.143,
2007-07,194.718,
2007-10,198.311,
2008-01,198.315,
2008-04,200.397,
2008-07,201.577,
2008-10,201.575,
2009-01,200.842,
2009-04,201.392,
2009-07,203.543,
2009-10,203.756,
2010-01,204.035,
2010-04,204.847,
2010-07,205.962,
2010-10,206.560,
2011-01,206.292,
2011-04,206.673,
2011-07,207.710,
2011-10,208.507,
2012-01,208.958,
2012-04,209.981,
2012-07,211.836,
2012-10,213.203,
2013-01,213.698,
2013-04,214.804,
2013-07,216.398,
2013-10,217.764,
2014-01,218.082,
2014-04,219.797,
2014-07,222.356,
2014-10,223.667,
