"",BBK01.WXI004,BBK01.WXI004_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:38:30,
2009-09,5978,
2009-10,5704,
2009-11,6490,
2009-12,6400,
2010-01,6239,
2010-02,6223,
2010-03,5862,
2010-04,6236,
2010-05,6808,
2010-06,6324,
2010-07,6427,
2010-08,7726,
2010-09,7678,
2010-10,7098,
2010-11,7461,
2010-12,7141,
2011-01,7797,
2011-02,7347,
2011-03,7190,
2011-04,7359,
2011-05,7147,
2011-06,6697,
2011-07,6928,
2011-08,7545,
2011-09,7375,
2011-10,7839,
2011-11,8007,
2011-12,8160,
2012-01,7903,
2012-02,8255,
2012-03,7288,
2012-04,7185,
2012-05,8453,
2012-06,7509,
2012-07,7563,
2012-08,8623,
2012-09,8468,
2012-10,8294,
2012-11,9242,
2012-12,9682,
2013-01,9698,
2013-02,8505,
2013-03,8250,
2013-04,8660,
2013-05,7975,
2013-06,8478,
2013-07,8231,
2013-08,8044,
2013-09,8643,
2013-10,8832,
2013-11,8879,
2013-12,8853,
2014-01,8638,
2014-02,8277,
2014-03,8085,
2014-04,7776,
2014-05,8409,
2014-06,8217,
2014-07,8460,
2014-08,9523,
2014-09,9407,
2014-10,9349,
2014-11,9984,
