"",BBK01.TXI383,BBK01.TXI383_FLAGS
"",DEPOSITS OF GENERAL GOVERNMENT / OTHER GENERAL GOVERNMENT / AT AGREED NOTICE OF OVER 3 MONTHS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:37,
1980-01,1884,
1980-02,1858,
1980-03,1796,
1980-04,1731,
1980-05,1714,
1980-06,1674,
1980-07,1574,
1980-08,1551,
1980-09,1526,
1980-10,1465,
1980-11,1428,
1980-12,1451,
1981-01,1353,
1981-02,1322,
1981-03,1246,
1981-04,1204,
1981-05,1184,
1981-06,1160,
1981-07,1121,
1981-08,1050,
1981-09,1038,
1981-10,1020,
1981-11,1003,
1981-12,1038,
1982-01,965,
1982-02,934,
1982-03,932,
1982-04,919,
1982-05,911,
1982-06,911,
1982-07,888,
1982-08,881,
1982-09,879,
1982-10,866,
1982-11,861,
1982-12,922,
1983-01,913,
1983-02,921,
1983-03,905,
1983-04,913,
1983-05,917,
1983-06,918,
1983-07,924,
1983-08,921,
1983-09,920,
1983-10,919,
1983-11,926,
1983-12,982,
1984-01,961,
1984-02,971,
1984-03,978,
1984-04,967,
1984-05,964,
1984-06,955,
1984-07,946,
1984-08,925,
1984-09,919,
1984-10,919,
1984-11,921,
1984-12,961,
1985-01,937,
1985-02,936,
1985-03,938,
1985-04,922,
1985-05,920,
1985-06,910,
1985-07,896,
1985-08,886,
1985-09,868,
1985-10,849,
1985-11,860,
1985-12,926,
1986-01,907,
1986-02,951,
1986-03,954,
1986-04,944,
1986-05,943,
1986-06,929,
1986-07,935,
1986-08,929,
1986-09,937,
1986-10,937,
1986-11,955,
1986-12,984,
1987-01,967,
1987-02,960,
1987-03,969,
1987-04,982,
1987-05,1004,
1987-06,1003,
1987-07,1008,
1987-08,1003,
1987-09,1008,
1987-10,1005,
1987-11,1002,
1987-12,1007,
1988-01,975,
1988-02,971,
1988-03,977,
1988-04,982,
1988-05,970,
1988-06,1022,
1988-07,1002,
1988-08,978,
1988-09,947,
1988-10,956,
1988-11,963,
1988-12,998,
1989-01,960,
1989-02,932,
1989-03,891,
1989-04,897,
1989-05,893,
1989-06,876,
1989-07,855,
1989-08,858,
1989-09,845,
1989-10,839,
1989-11,812,
1989-12,836,
1990-01,793,
1990-02,799,
1990-03,804,
1990-04,810,
1990-05,809,
1990-06,806,
1990-07,798,
1990-08,781,
1990-09,784,
1990-10,776,
1990-11,806,
1990-12,866,
1991-01,820,
1991-02,823,
1991-03,828,
1991-04,814,
1991-05,797,
1991-06,766,
1991-07,746,
1991-08,734,
1991-09,722,
1991-10,706,
1991-11,704,
1991-12,723,
1992-01,687,
1992-02,680,
1992-03,650,
1992-04,629,
1992-05,614,
1992-06,587,
1992-07,577,
1992-08,560,
1992-09,544,
1992-10,536,
1992-11,547,
1992-12,573,
1993-01,538,
1993-02,537,
1993-03,543,
1993-04,536,
1993-05,542,
1993-06,548,
1993-07,540,
1993-08,548,
1993-09,554,
1993-10,540,
1993-11,547,
1993-12,577,
1994-01,567,
1994-02,580,
1994-03,586,
1994-04,581,
1994-05,586,
1994-06,612,
1994-07,618,
1994-08,616,
1994-09,630,
1994-10,633,
1994-11,639,
1994-12,656,
1995-01,1128,
1995-02,1126,
1995-03,1206,
1995-04,1228,
1995-05,1229,
1995-06,1226,
1995-07,1186,
1995-08,1170,
1995-09,1156,
1995-10,1163,
1995-11,1139,
1995-12,1197,
1996-01,1163,
1996-02,1169,
1996-03,1206,
1996-04,1221,
1996-05,1244,
1996-06,1251,
1996-07,1257,
1996-08,1237,
1996-09,1285,
1996-10,1257,
1996-11,1274,
1996-12,1300,
1997-01,1315,
1997-02,1304,
1997-03,1270,
1997-04,1273,
1997-05,1238,
1997-06,1228,
1997-07,1228,
1997-08,1226,
1997-09,1220,
1997-10,1192,
1997-11,1196,
1997-12,1202,
1998-01,1207,
1998-02,1201,
1998-03,1209,
1998-04,1207,
1998-05,1222,
1998-06,1216,
1998-07,1214,
1998-08,1218,
1998-09,1215,
1998-10,1204,
1998-11,1206,
1998-12,1236,
1999-01,712,
1999-02,695,
1999-03,700,
1999-04,712,
1999-05,714,
1999-06,706,
1999-07,703,
1999-08,709,
1999-09,699,
1999-10,732,
1999-11,771,
1999-12,793,
2000-01,793,
2000-02,771,
2000-03,787,
2000-04,784,
2000-05,773,
2000-06,771,
2000-07,792,
2000-08,798,
2000-09,790,
2000-10,769,
2000-11,778,
2000-12,755,
2001-01,727,
2001-02,700,
2001-03,645,
2001-04,641,
2001-05,614,
2001-06,595,
2001-07,582,
2001-08,564,
2001-09,553,
2001-10,527,
2001-11,487,
2001-12,498,
2002-01,453,
2002-02,455,
2002-03,451,
2002-04,446,
2002-05,443,
2002-06,436,
2002-07,426,
2002-08,427,
2002-09,419,
2002-10,396,
2002-11,387,
2002-12,421,
2003-01,388,
2003-02,373,
2003-03,340,
2003-04,331,
2003-05,332,
2003-06,326,
2003-07,312,
2003-08,311,
2003-09,343,
2003-10,350,
2003-11,339,
2003-12,363,
2004-01,330,
2004-02,368,
2004-03,426,
2004-04,419,
2004-05,404,
2004-06,419,
2004-07,445,
2004-08,472,
2004-09,495,
2004-10,499,
2004-11,525,
2004-12,517,
2005-01,526,
2005-02,449,
2005-03,473,
2005-04,459,
2005-05,455,
2005-06,444,
2005-07,459,
2005-08,446,
2005-09,445,
2005-10,445,
2005-11,437,
2005-12,417,
2006-01,407,
2006-02,390,
2006-03,387,
2006-04,402,
2006-05,396,
2006-06,414,
2006-07,405,
2006-08,409,
2006-09,411,
2006-10,426,
2006-11,420,
2006-12,427,
2007-01,444,
2007-02,442,
2007-03,446,
2007-04,439,
2007-05,441,
2007-06,452,
2007-07,467,
2007-08,464,
2007-09,453,
2007-10,426,
2007-11,434,
2007-12,438,
2008-01,435,
2008-02,419,
2008-03,374,
2008-04,360,
2008-05,355,
2008-06,352,
2008-07,332,
2008-08,332,
2008-09,319,
2008-10,324,
2008-11,323,
2008-12,323,
2009-01,357,
2009-02,413,
2009-03,502,
2009-04,524,
2009-05,541,
2009-06,553,
2009-07,604,
2009-08,639,
2009-09,666,
2009-10,700,
2009-11,740,
2009-12,746,
2010-01,741,
2010-02,715,
2010-03,698,
2010-04,695,
2010-05,741,
2010-06,730,
2010-07,720,
2010-08,700,
2010-09,613,
2010-10,590,
2010-11,558,
2010-12,547,
2011-01,488,
2011-02,469,
2011-03,488,
2011-04,481,
2011-05,469,
2011-06,471,
2011-07,461,
2011-08,423,
2011-09,410,
2011-10,405,
2011-11,388,
2011-12,376,
2012-01,388,
2012-02,388,
2012-03,395,
2012-04,383,
2012-05,390,
2012-06,419,
2012-07,460,
2012-08,469,
2012-09,478,
2012-10,489,
2012-11,504,
2012-12,530,
2013-01,557,
2013-02,572,
2013-03,607,
2013-04,624,
2013-05,604,
2013-06,603,
2013-07,630,
2013-08,669,
2013-09,676,
2013-10,677,
2013-11,698,
2013-12,703,
2014-01,686,
2014-02,708,
2014-03,700,
2014-04,678,
2014-05,676,
2014-06,660,
2014-07,658,
2014-08,638,
2014-09,638,
2014-10,633,
2014-11,618,
2014-12,720,
2015-01,700,
