"",BBNZ1.Q.DE.N.G.0155.A,BBNZ1.Q.DE.N.G.0155.A_FLAGS
"",Germany / National accounts / Use of GDP / Premises / At current prices,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:20:37,
1991-01,39.191,
1991-04,51.107,
1991-07,52.708,
1991-10,49.053,
1992-01,48.502,
1992-04,59.036,
1992-07,60.132,
1992-10,57.058,
1993-01,50.823,
1993-04,63.426,
1993-07,64.972,
1993-10,58.937,
1994-01,56.176,
1994-04,69.068,
1994-07,69.598,
1994-10,65.018,
1995-01,57.873,
1995-04,70.097,
1995-07,69.631,
1995-10,62.999,
1996-01,51.182,
1996-04,68.617,
1996-07,69.973,
1996-10,62.274,
1997-01,51.723,
1997-04,67.722,
1997-07,68.005,
1997-10,60.867,
1998-01,55.126,
1998-04,64.304,
1998-07,66.919,
1998-10,59.364,
1999-01,52.943,
1999-04,64.924,
1999-07,67.880,
1999-10,61.446,
2000-01,54.943,
2000-04,63.476,
2000-07,64.657,
2000-10,57.835,
2001-01,51.517,
2001-04,60.894,
2001-07,62.447,
2001-10,55.816,
2002-01,47.669,
2002-04,57.232,
2002-07,59.413,
2002-10,51.809,
2003-01,44.779,
2003-04,55.412,
2003-07,58.566,
2003-10,52.038,
2004-01,44.706,
2004-04,54.100,
2004-07,56.082,
2004-10,50.443,
2005-01,40.232,
2005-04,53.593,
2005-07,55.605,
2005-10,50.295,
2006-01,41.845,
2006-04,55.489,
2006-07,60.066,
2006-10,56.342,
2007-01,49.950,
2007-04,57.904,
2007-07,61.544,
2007-10,56.120,
2008-01,50.406,
2008-04,61.551,
2008-07,63.516,
2008-10,56.261,
2009-01,47.389,
2009-04,59.072,
2009-07,63.001,
2009-10,57.329,
2010-01,47.059,
2010-04,64.366,
2010-07,67.026,
2010-10,58.671,
2011-01,56.712,
2011-04,69.716,
2011-07,72.328,
2011-10,65.978,
2012-01,60.274,
2012-04,71.716,
2012-07,75.018,
2012-10,66.845,
2013-01,57.349,
2013-04,73.679,
2013-07,78.457,
2013-10,69.678,
2014-01,66.009,
2014-04,75.877,
2014-07,79.575,
2014-10,71.901,
