"",BBK01.RU5708,BBK01.RU5708_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Spain / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:45,
1982-06,1.017,
1982-07,0.880,
1982-08,0.985,
1982-09,1.009,
1982-10,0.863,
1982-11,0.774,
1982-12,0.882,
1983-01,0.886,
1983-02,0.825,
1983-03,0.847,
1983-04,0.776,
1983-05,0.937,
1983-06,0.870,
1983-07,0.865,
1983-08,0.879,
1983-09,0.994,
1983-10,0.941,
1983-11,0.920,
1983-12,0.946,
1984-01,1.000,
1984-02,0.982,
1984-03,1.043,
1984-04,1.109,
1984-05,1.115,
1984-06,1.234,
1984-07,1.423,
1984-08,1.355,
1984-09,1.541,
1984-10,1.566,
1984-11,1.590,
1984-12,1.596,
1985-01,1.575,
1985-02,1.579,
1985-03,1.355,
1985-04,1.190,
1985-05,1.310,
1985-06,1.269,
1985-07,1.089,
1985-08,1.119,
1985-09,1.199,
1985-10,1.152,
1985-11,1.093,
1985-12,1.032,
1986-01,1.175,
1986-02,1.121,
1986-03,1.118,
1986-04,1.036,
1986-05,1.121,
1986-06,1.047,
1986-07,1.204,
1986-08,1.181,
1986-09,1.250,
1986-10,1.295,
1986-11,1.286,
1986-12,1.416,
1987-01,1.112,
1987-02,1.133,
1987-03,1.107,
1987-04,1.156,
1987-05,1.250,
1987-06,1.498,
1987-07,1.555,
1987-08,1.657,
1987-09,1.715,
1987-10,1.672,
1987-11,1.590,
1987-12,1.568,
1988-01,1.700,
1988-02,1.887,
1988-03,1.716,
1988-04,1.812,
1988-05,1.627,
1988-06,1.504,
1988-07,1.388,
1988-08,1.118,
1988-09,1.008,
1988-10,1.040,
1988-11,0.983,
1988-12,1.014,
1989-01,0.957,
1989-02,1.033,
1989-03,1.033,
1989-04,1.005,
1989-05,1.037,
1989-06,0.957,
1989-07,1.078,
1989-08,0.945,
1989-09,0.828,
1989-10,0.867,
1989-11,0.849,
1989-12,0.904,
1990-01,0.863,
1990-02,0.928,
1990-03,0.785,
1990-04,0.892,
1990-05,0.924,
1990-06,1.494,
1990-07,1.034,
1990-08,1.090,
1990-09,1.134,
1990-10,1.178,
1990-11,1.187,
1990-12,1.204,
1991-01,1.246,
1991-02,1.228,
1991-03,1.165,
1991-04,1.122,
1991-05,1.119,
1991-06,1.150,
1991-07,1.401,
1991-08,1.151,
1991-09,1.184,
1991-10,1.149,
1991-11,1.119,
1991-12,1.152,
1992-01,1.415,
1992-02,1.246,
1992-03,1.496,
1992-04,1.396,
1992-05,1.495,
1992-06,1.693,
1992-07,1.647,
1992-08,1.708,
1992-09,1.604,
1992-10,1.986,
1992-11,2.179,
1992-12,1.777,
1993-01,1.454,
1993-02,1.709,
1993-03,1.641,
1993-04,1.756,
1993-05,2.308,
1993-06,1.887,
1993-07,1.641,
1993-08,1.621,
1993-09,1.855,
1993-10,1.570,
1993-11,1.638,
1993-12,1.607,
1994-01,1.533,
1994-02,1.554,
1994-03,1.623,
1994-04,1.790,
1994-05,1.942,
1994-06,2.174,
1994-07,2.579,
1994-08,2.619,
1994-09,2.014,
1994-10,2.167,
1994-11,1.977,
1994-12,2.082,
1995-01,1.985,
1995-02,3.380,
1995-03,2.587,
1995-04,2.662,
1995-05,2.580,
1995-06,2.923,
1995-07,2.719,
1995-08,2.932,
1995-09,2.716,
1995-10,3.258,
1995-11,3.096,
1995-12,3.050,
1996-01,3.155,
1996-02,3.451,
1996-03,3.044,
1996-04,3.215,
1996-05,2.815,
1996-06,2.472,
1996-07,3.151,
1996-08,2.809,
1996-09,2.961,
1996-10,2.585,
1996-11,3.240,
1996-12,3.619,
1997-01,3.726,
1997-02,3.296,
1997-03,4.353,
1997-04,4.142,
1997-05,4.748,
1997-06,5.159,
1997-07,5.240,
1997-08,5.016,
1997-09,4.791,
1997-10,4.680,
1997-11,3.759,
1997-12,3.864,
1998-01,4.779,
1998-02,5.330,
1998-03,4.174,
1998-04,3.914,
1998-05,5.003,
1998-06,6.357,
1998-07,6.907,
1998-08,6.912,
1998-09,5.515,
1998-10,6.725,
1998-11,8.585,
1998-12,9.893,
1999-01,12.671,
1999-02,11.693,
1999-03,12.031,
1999-04,10.952,
1999-05,10.355,
1999-06,11.748,
1999-07,13.298,
1999-08,11.585,
1999-09,14.355,
1999-10,13.354,
1999-11,15.374,
1999-12,12.356,
2000-01,12.174,
2000-02,11.130,
2000-03,12.037,
2000-04,11.048,
2000-05,11.194,
2000-06,10.271,
2000-07,9.845,
2000-08,11.511,
2000-09,13.611,
2000-10,11.953,
2000-11,10.549,
2000-12,12.517,
2001-01,13.053,
