"",BBK01.OEAF35G,BBK01.OEAF35G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:06:52,
2002-01,20.646,
2002-04,19.917,
2002-07,20.089,
2002-10,20.125,
2003-01,22.570,
2003-04,23.864,
2003-07,24.249,
2003-10,23.234,
2004-01,22.832,
2004-04,22.404,
2004-07,22.295,
2004-10,22.129,
2005-01,22.158,
2005-04,22.074,
2005-07,22.154,
2005-10,22.105,
2006-01,21.735,
2006-04,21.797,
2006-07,21.726,
2006-10,21.396,
2007-01,21.117,
2007-04,21.149,
2007-07,21.122,
2007-10,20.931,
2008-01,20.630,
2008-04,20.944,
2008-07,20.962,
2008-10,20.958,
2009-01,20.681,
2009-04,20.695,
2009-07,20.756,
2009-10,22.806,
2010-01,20.110,
2010-04,20.784,
2010-07,20.800,
2010-10,20.524,
2011-01,20.467,
2011-04,20.459,
2011-07,20.456,
2011-10,20.482,
2012-01,20.276,
2012-04,20.230,
2012-07,20.248,
2012-10,19.581,
2013-01,19.117,
2013-04,18.872,
2013-07,18.459,
2013-10,18.713,
2014-01,17.896,
2014-04,17.970,
2014-07,17.852,
