"",BBK01.OU5277,BBK01.OU5277_FLAGS
"",Deposits and borrowing from domestic banks (MFIs) (excluding the Bundesbank) / total / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:52,
1958-12,1.583,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,1.776,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,1.706,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,1.829,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,1.959,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,2.270,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,2.544,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,2.557,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,2.453,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,2.704,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,2.517,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,2.531,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,2.560,
1965-01,2.258,
1965-02,2.678,
1965-03,2.516,
1965-04,2.631,
1965-05,2.564,
1965-06,2.808,
1965-07,2.654,
1965-08,2.831,
1965-09,2.636,
1965-10,2.621,
1965-11,2.669,
1965-12,2.705,
1966-01,2.628,
1966-02,2.681,
1966-03,2.679,
1966-04,2.691,
1966-05,2.770,
1966-06,2.865,
1966-07,2.533,
1966-08,2.856,
1966-09,2.859,
1966-10,2.683,
1966-11,2.640,
1966-12,2.902,
1967-01,2.537,
1967-02,2.981,
1967-03,2.985,
1967-04,2.933,
1967-05,2.670,
1967-06,2.865,
1967-07,2.872,
1967-08,2.888,
1967-09,2.654,
1967-10,2.600,
1967-11,2.609,
1967-12,2.870,
1968-01,2.817,
1968-02,2.962,
1968-03,2.925,
1968-04,2.786,
1968-05,2.690,
1968-06,3.078,
1968-07,2.689,
1968-08,2.753,
1968-09,2.973,
1968-10,2.626,
1968-11,2.456,
1968-12,2.918,
1969-01,2.557,
1969-02,3.053,
1969-03,2.840,
1969-04,2.785,
1969-05,2.944,
1969-06,3.096,
1969-07,2.849,
1969-08,3.005,
1969-09,2.659,
1969-10,2.913,
1969-11,2.731,
1969-12,3.880,
1970-01,3.197,
1970-02,3.664,
1970-03,3.564,
1970-04,3.617,
1970-05,3.583,
1970-06,3.700,
1970-07,3.310,
1970-08,3.280,
1970-09,3.791,
1970-10,3.610,
1970-11,3.656,
1970-12,3.694,
1971-01,3.455,
1971-02,3.448,
1971-03,3.610,
1971-04,3.406,
1971-05,3.064,
1971-06,4.312,
1971-07,4.183,
1971-08,3.996,
1971-09,3.895,
1971-10,4.233,
1971-11,4.027,
1971-12,4.583,
1972-01,4.265,
1972-02,4.627,
1972-03,4.201,
1972-04,4.649,
1972-05,5.024,
1972-06,5.012,
1972-07,5.122,
1972-08,5.224,
1972-09,5.077,
1972-10,4.624,
1972-11,4.905,
1972-12,5.282,
1973-01,4.616,
1973-02,5.147,
1973-03,6.782,
1973-04,5.928,
1973-05,5.767,
1973-06,7.020,
1973-07,6.036,
1973-08,6.065,
1973-09,5.799,
1973-10,5.798,
1973-11,5.813,
1973-12,5.587,
1974-01,4.949,
1974-02,5.737,
1974-03,5.614,
1974-04,4.789,
1974-05,4.906,
1974-06,6.817,
1974-07,5.239,
1974-08,5.606,
1974-09,6.121,
1974-10,6.436,
1974-11,6.663,
1974-12,6.597,
1975-01,6.267,
1975-02,6.227,
1975-03,6.192,
1975-04,6.111,
1975-05,5.521,
1975-06,6.006,
1975-07,5.256,
1975-08,5.552,
1975-09,5.397,
1975-10,5.360,
1975-11,6.062,
1975-12,5.833,
1976-01,5.736,
1976-02,6.616,
1976-03,6.297,
1976-04,5.766,
1976-05,4.856,
1976-06,5.783,
1976-07,5.228,
1976-08,5.943,
1976-09,6.180,
1976-10,6.117,
1976-11,5.562,
1976-12,6.512,
1977-01,6.288,
1977-02,6.514,
1977-03,6.104,
1977-04,6.474,
1977-05,6.167,
1977-06,7.385,
1977-07,7.198,
1977-08,7.364,
1977-09,7.099,
1977-10,7.023,
1977-11,7.831,
1977-12,8.702,
1978-01,8.214,
1978-02,9.285,
1978-03,7.899,
1978-04,7.954,
1978-05,8.584,
1978-06,9.444,
1978-07,8.295,
1978-08,8.607,
1978-09,8.582,
1978-10,8.589,
1978-11,8.250,
1978-12,9.740,
1979-01,8.960,
1979-02,10.579,
1979-03,8.916,
1979-04,8.647,
1979-05,8.994,
1979-06,9.215,
1979-07,8.712,
1979-08,8.789,
1979-09,8.986,
1979-10,8.604,
1979-11,9.097,
1979-12,10.518,
1980-01,8.972,
1980-02,9.736,
1980-03,9.750,
1980-04,8.900,
1980-05,9.044,
1980-06,9.134,
1980-07,8.838,
1980-08,8.688,
1980-09,8.864,
1980-10,9.067,
1980-11,9.252,
1980-12,10.084,
1981-01,9.203,
1981-02,9.408,
1981-03,8.862,
1981-04,8.810,
1981-05,8.865,
1981-06,9.483,
1981-07,8.614,
1981-08,8.498,
1981-09,8.684,
1981-10,8.647,
1981-11,8.636,
1981-12,8.950,
1982-01,8.398,
1982-02,9.037,
1982-03,9.477,
1982-04,8.861,
1982-05,8.620,
1982-06,9.336,
1982-07,8.212,
1982-08,9.022,
1982-09,8.722,
1982-10,9.150,
1982-11,9.854,
1982-12,10.308,
1983-01,9.252,
1983-02,9.197,
1983-03,9.631,
1983-04,8.861,
1983-05,9.148,
1983-06,9.746,
1983-07,8.229,
1983-08,8.261,
1983-09,9.057,
1983-10,9.013,
1983-11,8.522,
1983-12,10.076,
