"",BBK01.OEAH21K,BBK01.OEAH21K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:25:36,
2002-01,30.228,
2002-04,30.474,
2002-07,31.644,
2002-10,32.016,
2003-01,32.787,
2003-04,33.298,
2003-07,33.522,
2003-10,33.524,
2004-01,33.601,
2004-04,34.872,
2004-07,33.566,
2004-10,25.610,
2005-01,25.667,
2005-04,25.913,
2005-07,26.749,
2005-10,27.490,
2006-01,28.139,
2006-04,29.865,
2006-07,37.389,
2006-10,35.503,
2007-01,35.810,
2007-04,36.688,
2007-07,36.525,
2007-10,36.448,
2008-01,36.361,
2008-04,36.164,
2008-07,36.078,
2008-10,35.952,
2009-01,34.161,
2009-04,34.260,
2009-07,33.942,
2009-10,33.187,
2010-01,33.044,
2010-04,32.999,
2010-07,32.842,
2010-10,32.378,
2011-01,31.810,
2011-04,31.021,
2011-07,24.175,
2011-10,24.159,
2012-01,23.264,
2012-04,23.347,
2012-07,23.106,
2012-10,22.710,
2013-01,22.594,
2013-04,22.337,
2013-07,22.095,
2013-10,21.585,
2014-01,20.724,
2014-04,21.041,
2014-07,19.454,
