"",BBK01.CEF002,BBK01.CEF002_FLAGS
"",Total financial assets                                    debtor: Total           creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:06,
1999-01,7969.1,
1999-04,8198.3,
1999-07,8264.7,
1999-10,8739.0,
2000-01,8965.5,
2000-04,9044.4,
2000-07,9178.2,
2000-10,9265.2,
2001-01,9483.8,
2001-04,9552.9,
2001-07,9513.5,
2001-10,9756.9,
2002-01,9824.8,
2002-04,9760.3,
2002-07,9828.8,
2002-10,9932.2,
2003-01,10080.4,
2003-04,10317.1,
2003-07,10191.3,
2003-10,10212.7,
2004-01,10527.0,
2004-04,10476.8,
2004-07,10566.0,
2004-10,10690.5,
2005-01,10939.6,
2005-04,11220.0,
2005-07,11427.8,
2005-10,11461.7,
2006-01,11611.8,
2006-04,11687.7,
2006-07,11818.8,
2006-10,11930.2,
2007-01,12188.0,
2007-04,12419.6,
2007-07,12604.7,
2007-10,12877.5,
2008-01,13155.6,
2008-04,13042.2,
2008-07,13510.6,
2008-10,13735.8,
2009-01,13713.1,
2009-04,13065.3,
2009-07,12858.0,
2009-10,12809.0,
2010-01,13024.8,
2010-04,13714.9,
2010-07,13341.2,
2010-10,12843.6,
2011-01,12452.5,
2011-04,12478.7,
2011-07,13315.1,
2011-10,13311.7,
2012-01,13775.0,
2012-04,14094.9,
2012-07,14095.8,
2012-10,13826.0,
2013-01,13668.6,
2013-04,13383.8,
2013-07,13083.5,
2013-10,12909.6,
2014-01,12979.2,
2014-04,13184.3,
2014-07,13443.6,
