"",BBK01.SU0544,BBK01.SU0544_FLAGS
"","Deposit rates of banks / Savings deposits with higher rates of return, with agreed notice of more than 3 months and a duration of contract of more than 4 years / Highest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:38,
1996-11,5.25,
1996-12,5.24,
1997-01,5.29,
1997-02,5.23,
1997-03,5.03,
1997-04,5.03,
1997-05,5.03,
1997-06,5.03,
1997-07,5.00,
1997-08,5.00,
1997-09,5.03,
1997-10,5.15,
1997-11,5.25,
1997-12,5.28,
1998-01,5.28,
1998-02,5.00,
1998-03,4.97,
1998-04,4.97,
1998-05,4.79,
1998-06,4.75,
1998-07,4.79,
1998-08,4.79,
1998-09,4.79,
1998-10,4.65,
1998-11,4.58,
1998-12,4.58,
1999-01,4.58,
1999-02,4.58,
1999-03,4.58,
1999-04,4.58,
1999-05,4.14,
1999-06,4.14,
1999-07,4.14,
1999-08,4.36,
1999-09,4.51,
1999-10,4.60,
1999-11,4.58,
1999-12,4.58,
2000-01,5.12,
2000-02,5.12,
2000-03,5.12,
2000-04,5.17,
2000-05,5.25,
2000-06,5.13,
2000-07,5.21,
2000-08,5.30,
2000-09,5.40,
2000-10,5.50,
2000-11,5.50,
2000-12,5.40,
2001-01,5.05,
2001-02,4.83,
2001-03,4.78,
2001-04,4.75,
2001-05,4.75,
2001-06,4.78,
2001-07,4.75,
2001-08,4.73,
2001-09,4.73,
2001-10,4.50,
2001-11,4.30,
2001-12,4.30,
2002-01,4.25,
2002-02,4.20,
2002-03,4.40,
2002-04,4.44,
2002-05,4.50,
2002-06,4.50,
2002-07,4.29,
2002-08,4.21,
2002-09,4.04,
2002-10,4.04,
2002-11,4.00,
2002-12,3.75,
2003-01,3.60,
2003-02,3.39,
2003-03,3.25,
2003-04,3.40,
2003-05,3.80,
2003-06,3.55,
"","General: Up to December 2001, savings deposits of DM 20,000 and more but less than DM 50,000; from January 2002, EUR 10,000 and more but less than EUR 25,000. Total rate of return: rate of return which is paid when savings plans are held until maturity or when savings objektives have been achieved. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.",
