"",BBK01.OU8623,BBK01.OU8623_FLAGS
"",Participating interests / in domestic banks (MFIs) / Regional banks and other commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:52:45,
1968-12,0.190,
1969-01,0.190,
1969-02,0.190,
1969-03,0.191,
1969-04,0.192,
1969-05,0.192,
1969-06,0.206,
1969-07,0.210,
1969-08,0.215,
1969-09,0.216,
1969-10,0.218,
1969-11,0.222,
1969-12,0.237,
1970-01,0.235,
1970-02,0.247,
1970-03,0.248,
1970-04,0.248,
1970-05,0.248,
1970-06,0.251,
1970-07,0.249,
1970-08,0.256,
1970-09,0.247,
1970-10,0.248,
1970-11,0.222,
1970-12,0.234,
1971-01,0.267,
1971-02,0.362,
1971-03,0.339,
1971-04,0.342,
1971-05,0.345,
1971-06,0.347,
1971-07,0.345,
1971-08,0.351,
1971-09,0.351,
1971-10,0.361,
1971-11,0.364,
1971-12,0.375,
1972-01,0.375,
1972-02,0.375,
1972-03,0.386,
1972-04,0.392,
1972-05,0.404,
1972-06,0.415,
1972-07,0.418,
1972-08,0.419,
1972-09,0.436,
1972-10,0.457,
1972-11,0.466,
1972-12,0.483,
1973-01,0.494,
1973-02,0.493,
1973-03,0.500,
1973-04,0.506,
1973-05,0.506,
1973-06,0.520,
1973-07,0.523,
1973-08,0.529,
1973-09,0.533,
1973-10,0.534,
1973-11,0.535,
1973-12,0.529,
1974-01,0.527,
1974-02,0.527,
1974-03,0.532,
1974-04,0.532,
1974-05,0.533,
1974-06,0.524,
1974-07,0.524,
1974-08,0.525,
1974-09,0.543,
1974-10,0.545,
1974-11,0.551,
1974-12,0.597,
1975-01,0.603,
1975-02,0.603,
1975-03,0.606,
1975-04,0.607,
1975-05,0.607,
1975-06,0.613,
1975-07,0.621,
1975-08,0.621,
1975-09,0.622,
1975-10,0.635,
1975-11,0.629,
1975-12,0.619,
1976-01,0.632,
1976-02,0.634,
1976-03,0.673,
1976-04,0.677,
1976-05,0.679,
1976-06,0.685,
1976-07,0.681,
1976-08,0.687,
1976-09,0.840,
1976-10,0.839,
1976-11,0.849,
1976-12,0.900,
1977-01,0.912,
1977-02,0.913,
1977-03,0.905,
1977-04,0.896,
1977-05,0.900,
1977-06,0.896,
1977-07,0.898,
1977-08,0.898,
1977-09,0.895,
1977-10,0.935,
1977-11,0.882,
1977-12,0.918,
1978-01,0.903,
1978-02,0.904,
1978-03,0.919,
1978-04,0.918,
1978-05,0.938,
1978-06,0.932,
1978-07,0.932,
1978-08,0.940,
1978-09,0.951,
1978-10,0.955,
1978-11,0.968,
1978-12,0.996,
1979-01,0.972,
1979-02,0.971,
1979-03,0.971,
1979-04,0.962,
1979-05,0.971,
1979-06,0.944,
1979-07,0.948,
1979-08,0.988,
1979-09,0.988,
1979-10,0.988,
1979-11,0.989,
1979-12,1.011,
1980-01,1.019,
1980-02,1.019,
1980-03,1.019,
1980-04,1.022,
1980-05,1.024,
1980-06,1.024,
1980-07,1.032,
1980-08,1.032,
1980-09,1.032,
1980-10,0.997,
1980-11,0.987,
1980-12,1.000,
1981-01,1.018,
1981-02,1.018,
1981-03,1.059,
1981-04,1.059,
1981-05,1.068,
1981-06,1.033,
1981-07,1.033,
1981-08,1.036,
1981-09,1.002,
1981-10,1.002,
1981-11,0.985,
1981-12,1.119,
1982-01,1.123,
1982-02,1.108,
1982-03,1.111,
1982-04,1.079,
1982-05,1.082,
1982-06,1.081,
1982-07,1.095,
1982-08,1.097,
1982-09,1.097,
1982-10,1.097,
1982-11,1.088,
1982-12,1.083,
1983-01,1.078,
1983-02,1.083,
1983-03,1.083,
1983-04,1.086,
1983-05,1.086,
1983-06,1.086,
1983-07,1.086,
1983-08,1.092,
1983-09,1.094,
1983-10,1.096,
1983-11,1.068,
1983-12,1.078,
1984-01,1.066,
1984-02,1.069,
1984-03,1.075,
1984-04,1.059,
1984-05,1.059,
1984-06,1.060,
1984-07,1.066,
1984-08,1.066,
1984-09,1.064,
1984-10,1.064,
1984-11,1.065,
1984-12,1.067,
1985-01,1.067,
1985-02,1.067,
1985-03,1.067,
1985-04,1.071,
1985-05,1.072,
1985-06,1.074,
1985-07,1.077,
1985-08,1.077,
1985-09,1.077,
1985-10,1.076,
1985-11,1.075,
1985-12,1.081,
1986-01,1.080,
1986-02,1.087,
1986-03,1.102,
1986-04,1.133,
1986-05,1.133,
1986-06,1.131,
1986-07,1.137,
1986-08,1.138,
1986-09,1.139,
1986-10,1.139,
1986-11,1.139,
1986-12,1.177,
1987-01,1.164,
1987-02,1.160,
1987-03,1.175,
1987-04,1.160,
1987-05,1.163,
1987-06,1.166,
1987-07,1.163,
1987-08,1.163,
1987-09,1.153,
1987-10,1.154,
1987-11,1.156,
1987-12,1.083,
1988-01,1.076,
1988-02,1.073,
1988-03,1.072,
1988-04,1.077,
1988-05,1.077,
1988-06,1.149,
1988-07,1.149,
1988-08,1.156,
1988-09,1.160,
1988-10,1.167,
1988-11,1.169,
1988-12,1.186,
1989-01,1.188,
1989-02,1.191,
1989-03,1.191,
1989-04,1.193,
1989-05,1.193,
1989-06,1.193,
1989-07,1.192,
1989-08,1.195,
1989-09,1.189,
1989-10,1.190,
1989-11,1.192,
1989-12,1.195,
1990-01,1.173,
1990-02,1.174,
1990-03,1.176,
1990-04,1.176,
1990-05,1.181,
1990-06,1.337,
1990-07,1.355,
1990-08,1.624,
1990-09,1.667,
1990-10,1.667,
1990-11,1.766,
1990-12,1.789,
1991-01,1.796,
1991-02,1.806,
1991-03,1.819,
1991-04,1.865,
1991-05,1.865,
1991-06,1.864,
1991-07,1.830,
1991-08,1.775,
1991-09,1.836,
1991-10,1.972,
1991-11,2.009,
1991-12,1.940,
1992-01,1.950,
1992-02,1.949,
1992-03,1.932,
1992-04,1.934,
1992-05,1.934,
1992-06,1.932,
1992-07,1.946,
1992-08,1.987,
1992-09,1.983,
1992-10,1.866,
1992-11,1.877,
1992-12,1.980,
1993-01,1.981,
1993-02,2.080,
1993-03,2.078,
1993-04,2.091,
1993-05,2.220,
1993-06,2.241,
1993-07,2.254,
1993-08,2.256,
1993-09,2.265,
1993-10,2.265,
1993-11,2.272,
1993-12,2.265,
1994-01,4.414,
1994-02,4.410,
1994-03,4.410,
1994-04,4.525,
1994-05,4.565,
1994-06,4.565,
1994-07,4.688,
1994-08,4.695,
1994-09,4.814,
1994-10,4.807,
1994-11,4.821,
1994-12,4.947,
1995-01,4.930,
1995-02,4.932,
1995-03,4.934,
1995-04,4.961,
1995-05,4.961,
1995-06,5.008,
1995-07,5.064,
1995-08,5.057,
1995-09,5.058,
1995-10,5.057,
1995-11,5.062,
1995-12,5.089,
1996-01,5.090,
1996-02,5.083,
1996-03,5.173,
1996-04,5.262,
1996-05,5.334,
1996-06,5.351,
1996-07,5.364,
1996-08,5.348,
1996-09,5.348,
1996-10,5.359,
1996-11,5.358,
1996-12,5.331,
1997-01,5.372,
1997-02,5.458,
1997-03,5.474,
1997-04,5.476,
1997-05,5.476,
1997-06,5.500,
1997-07,5.562,
1997-08,5.537,
1997-09,6.332,
1997-10,6.322,
1997-11,6.328,
1997-12,6.277,
1998-01,6.344,
1998-02,6.371,
1998-03,6.403,
1998-04,6.425,
1998-05,6.465,
1998-06,6.479,
1998-07,6.509,
1998-08,6.508,
1998-09,5.694,
1998-10,5.714,
1998-11,5.713,
1998-12,5.659,
1999-01,3.987,
1999-02,4.005,
1999-03,3.987,
1999-04,2.830,
1999-05,2.852,
1999-06,2.858,
1999-07,2.872,
1999-08,2.782,
1999-09,2.805,
1999-10,2.800,
1999-11,2.801,
1999-12,2.766,
2000-01,2.800,
2000-02,3.158,
2000-03,3.138,
2000-04,3.161,
2000-05,2.697,
2000-06,2.700,
2000-07,2.701,
2000-08,2.738,
2000-09,2.725,
2000-10,2.727,
2000-11,2.716,
2000-12,2.727,
2001-01,2.770,
2001-02,2.945,
2001-03,2.885,
2001-04,2.820,
2001-05,2.640,
2001-06,2.405,
2001-07,2.427,
2001-08,2.426,
2001-09,2.429,
2001-10,2.430,
2001-11,2.745,
2001-12,2.670,
2002-01,2.622,
2002-02,2.979,
2002-03,2.969,
2002-04,2.972,
2002-05,2.965,
2002-06,2.964,
2002-07,3.079,
2002-08,3.252,
2002-09,3.259,
2002-10,3.190,
2002-11,3.101,
2002-12,3.165,
2003-01,3.166,
2003-02,3.216,
2003-03,3.237,
2003-04,3.218,
2003-05,3.226,
2003-06,3.203,
2003-07,3.545,
2003-08,3.242,
2003-09,3.242,
2003-10,3.366,
2003-11,3.359,
2003-12,3.474,
2004-01,3.578,
2004-02,3.584,
2004-03,3.396,
2004-04,3.201,
2004-05,3.201,
2004-06,3.136,
2004-07,2.644,
2004-08,2.642,
2004-09,2.624,
2004-10,2.624,
2004-11,2.629,
2004-12,2.570,
2005-01,2.595,
2005-02,2.596,
2005-03,2.978,
2005-04,3.117,
2005-05,3.122,
2005-06,3.299,
2005-07,3.299,
2005-08,3.299,
2005-09,3.188,
2005-10,3.066,
2005-11,3.065,
2005-12,2.427,
2006-01,3.086,
2006-02,3.090,
2006-03,2.790,
2006-04,2.788,
2006-05,2.772,
2006-06,2.773,
2006-07,2.769,
2006-08,2.779,
2006-09,4.755,
2006-10,4.754,
2006-11,4.761,
2006-12,4.640,
2007-01,5.294,
2007-02,5.295,
2007-03,5.330,
2007-04,5.329,
2007-05,5.329,
2007-06,5.297,
2007-07,5.296,
2007-08,5.294,
2007-09,5.300,
2007-10,5.307,
2007-11,5.314,
2007-12,5.234,
2008-01,5.251,
2008-02,5.256,
2008-03,5.256,
2008-04,5.337,
2008-05,5.336,
2008-06,1.015,
2008-07,1.015,
2008-08,1.034,
2008-09,1.035,
2008-10,1.038,
2008-11,1.037,
2008-12,1.030,
2009-01,1.027,
2009-02,1.039,
2009-03,1.012,
2009-04,1.014,
2009-05,1.040,
2009-06,1.020,
2009-07,1.020,
2009-08,1.019,
2009-09,1.019,
2009-10,0.997,
2009-11,1.167,
