"",BBK01.TS1385,BBK01.TS1385_FLAGS
"",Credit to households and non-profit institutions serving households / Loans / Loans for house purchase / All maturities / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:28,
2003-01,909.9,
2003-02,912.0,
2003-03,919.7,
2003-04,920.6,
2003-05,923.3,
2003-06,923.4,
2003-07,924.4,
2003-08,925.3,
2003-09,925.5,
2003-10,928.8,
2003-11,930.2,
2003-12,931.4,
2004-01,933.3,
2004-02,932.9,
2004-03,929.8,
2004-04,931.3,
2004-05,933.0,
2004-06,936.6,
2004-07,938.4,
2004-08,939.2,
2004-09,941.9,
2004-10,942.8,
2004-11,942.8,
2004-12,943.5,
2005-01,943.6,
2005-02,944.0,
2005-03,944.8,
2005-04,945.7,
2005-05,946.6,
2005-06,947.1,
2005-07,949.1,
2005-08,949.7,
2005-09,950.5,
2005-10,951.7,
2005-11,953.6,
2005-12,955.3,
2006-01,964.3,
2006-02,965.6,
2006-03,966.7,
2006-04,967.5,
2006-05,968.1,
2006-06,968.5,
2006-07,968.9,
2006-08,969.5,
2006-09,970.3,
2006-10,970.3,
2006-11,970.1,
2006-12,970.3,
2007-01,969.8,
2007-02,969.9,
2007-03,970.3,
2007-04,969.0,
2007-05,968.2,
2007-06,968.5,
2007-07,966.2,
2007-08,965.6,
2007-09,965.0,
2007-10,963.5,
2007-11,963.0,
2007-12,961.8,
2008-01,961.9,
2008-02,961.7,
2008-03,961.2,
2008-04,960.9,
2008-05,960.9,
2008-06,960.5,
2008-07,960.2,
2008-08,959.6,
2008-09,958.3,
2008-10,957.2,
2008-11,956.4,
2008-12,954.2,
2009-01,953.7,
2009-02,953.4,
2009-03,952.3,
2009-04,953.6,
2009-05,953.8,
2009-06,953.4,
2009-07,953.5,
2009-08,955.2,
2009-09,955.3,
2009-10,956.2,
2009-11,956.4,
2009-12,956.7,
2010-01,956.7,
2010-02,956.3,
2010-03,957.5,
2010-04,958.3,
2010-05,958.7,
2010-06,958.6,
2010-07,959.6,
2010-08,960.2,
2010-09,960.6,
2010-10,961.2,
2010-11,962.0,
2010-12,962.8,
2011-01,963.3,
2011-02,964.4,
2011-03,965.4,
2011-04,966.2,
2011-05,967.8,
2011-06,968.9,
2011-07,969.6,
2011-08,969.9,
2011-09,971.0,
2011-10,971.1,
2011-11,972.3,
2011-12,974.1,
2012-01,975.2,
2012-02,976.1,
2012-03,977.9,
2012-04,977.2,
2012-05,978.8,
2012-06,980.9,
2012-07,981.8,
2012-08,983.5,
2012-09,985.5,
2012-10,987.6,
2012-11,990.6,
2012-12,993.2,
2013-01,995.0,
2013-02,996.6,
2013-03,998.6,
2013-04,1000.2,
2013-05,1001.9,
2013-06,1004.1,
2013-07,1006.1,
2013-08,1008.2,
2013-09,1009.4,
2013-10,1010.8,
2013-11,1012.3,
2013-12,1013.3,
2014-01,1014.0,
2014-02,1016.7,
2014-03,1018.2,
2014-04,1020.4,
2014-05,1022.9,
2014-06,1024.4,
2014-07,1026.7,
2014-08,1029.5,
2014-09,1031.4,
2014-10,1033.8,
2014-11,1035.9,
2014-12,1042.7,Provisional value
2015-01,1044.5,
