"",BBK01.WXI095,BBK01.WXI095_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:54:46,
2009-09,328,
2009-10,328,
2009-11,328,
2009-12,328,
2010-01,327,
2010-02,327,
2010-03,327,
2010-04,327,
2010-05,327,
2010-06,327,
2010-07,327,
2010-08,329,
2010-09,324,
2010-10,324,
2010-11,324,
2010-12,322,
2011-01,322,
2011-02,322,
2011-03,322,
2011-04,322,
2011-05,322,
2011-06,322,
2011-07,311,
2011-08,311,
2011-09,311,
2011-10,311,
2011-11,311,
2011-12,309,
2012-01,309,
2012-02,309,
2012-03,309,
2012-04,309,
2012-05,309,
2012-06,307,
2012-07,287,
2012-08,287,
2012-09,287,
2012-10,287,
2012-11,287,
2012-12,287,
2013-01,287,
2013-02,287,
2013-03,275,
2013-04,275,
2013-05,275,
2013-06,268,
2013-07,268,
2013-08,268,
2013-09,267,
2013-10,267,
2013-11,267,
2013-12,260,
2014-01,354,
2014-02,354,
2014-03,351,
2014-04,351,
2014-05,351,
2014-06,347,
2014-07,347,
2014-08,347,
2014-09,347,
2014-10,347,
2014-11,347,
