"",BBK01.QUV521,BBK01.QUV521_FLAGS
"",Banks in Germany: Short-term loans and advances to non- residents  / Denmark / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:29,
2001-12,3.709,
2002-01,3.182,
2002-02,4.923,
2002-03,5.815,
2002-04,6.623,
2002-05,3.761,
2002-06,3.909,
2002-07,3.148,
2002-08,2.838,
2002-09,2.977,
2002-10,2.996,
2002-11,3.025,
2002-12,4.078,
2003-01,4.096,
2003-02,4.173,
2003-03,3.766,
2003-04,3.146,
2003-05,3.615,
2003-06,5.243,
2003-07,4.565,
2003-08,3.470,
2003-09,5.118,
2003-10,4.883,
2003-11,5.463,
2003-12,5.105,
2004-01,4.911,
2004-02,5.987,
2004-03,4.998,
2004-04,5.935,
2004-05,5.369,
2004-06,5.838,
2004-07,6.791,
2004-08,7.397,
2004-09,8.814,
2004-10,10.039,
2004-11,8.559,
2004-12,9.454,
2005-01,11.236,
2005-02,12.153,
2005-03,11.914,
2005-04,11.830,
2005-05,9.889,
2005-06,11.291,
2005-07,11.419,
2005-08,8.942,
2005-09,11.110,
2005-10,9.898,
2005-11,10.037,
2005-12,10.356,
2006-01,10.292,
2006-02,9.777,
2006-03,10.562,
2006-04,11.626,
2006-05,11.060,
2006-06,12.642,
2006-07,11.231,
2006-08,9.772,
2006-09,13.430,
2006-10,10.933,
2006-11,10.599,
2006-12,15.462,
2007-01,11.179,
2007-02,10.251,
2007-03,12.646,
2007-04,11.967,
2007-05,11.155,
2007-06,15.105,
2007-07,12.590,
2007-08,6.160,
2007-09,9.321,
2007-10,9.985,
2007-11,9.150,
2007-12,15.623,
2008-01,9.190,
2008-02,7.808,
2008-03,10.032,
2008-04,8.845,
2008-05,11.110,
2008-06,13.474,
2008-07,12.970,
2008-08,10.642,
2008-09,14.595,
2008-10,14.154,
2008-11,8.069,
2008-12,14.260,
2009-01,8.033,
2009-02,9.821,
2009-03,7.009,
2009-04,11.896,
2009-05,11.875,
2009-06,9.364,
2009-07,7.724,
2009-08,8.515,
2009-09,9.452,
2009-10,13.399,
2009-11,14.564,
2009-12,17.109,
2010-01,18.666,
2010-02,19.792,
2010-03,19.801,
2010-04,18.969,
2010-05,20.341,
2010-06,17.751,
2010-07,15.280,
2010-08,16.647,
2010-09,15.631,
2010-10,14.364,
2010-11,15.373,
2010-12,12.994,
2011-01,10.926,
2011-02,13.296,
2011-03,11.909,
2011-04,10.898,
2011-05,10.020,
2011-06,6.754,
2011-07,5.213,
2011-08,5.768,
2011-09,4.930,
2011-10,8.561,
2011-11,4.194,
2011-12,6.913,
2012-01,9.098,
2012-02,12.797,
2012-03,8.244,
2012-04,8.288,
2012-05,11.114,
2012-06,9.902,
2012-07,11.694,
2012-08,13.685,
2012-09,10.566,
2012-10,12.392,
2012-11,12.858,
2012-12,10.312,
2013-01,11.644,
2013-02,11.363,
2013-03,12.291,
2013-04,11.511,
2013-05,10.623,
2013-06,11.519,
2013-07,8.311,
2013-08,11.218,
2013-09,11.273,
2013-10,9.127,
2013-11,10.560,
2013-12,8.168,
2014-01,10.439,
2014-02,13.061,
2014-03,11.310,
2014-04,11.120,
2014-05,11.200,
2014-06,5.757,
2014-07,6.540,
2014-08,5.721,
2014-09,8.392,
2014-10,7.937,
2014-11,7.507,
2014-12,10.166,
