"",BBDE1.M.DE.Y.AEB1.N2C200000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C200000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 20 Manufacture of chemicals and chemical products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:43,
1991-01,89.2,
1991-02,83.0,
1991-03,83.1,
1991-04,80.9,
1991-05,79.0,
1991-06,82.1,
1991-07,79.0,
1991-08,78.5,
1991-09,78.9,
1991-10,78.9,
1991-11,78.6,
1991-12,81.4,
1992-01,81.1,
1992-02,82.6,
1992-03,80.6,
1992-04,77.9,
1992-05,77.2,
1992-06,78.9,
1992-07,76.5,
1992-08,76.7,
1992-09,75.6,
1992-10,74.3,
1992-11,74.9,
1992-12,75.5,
1993-01,76.7,
1993-02,74.9,
1993-03,74.2,
1993-04,73.5,
1993-05,72.2,
1993-06,72.8,
1993-07,71.6,
1993-08,73.0,
1993-09,72.9,
1993-10,70.7,
1993-11,73.6,
1993-12,73.1,
1994-01,72.7,
1994-02,74.0,
1994-03,73.6,
1994-04,75.4,
1994-05,74.9,
1994-06,74.5,
1994-07,74.9,
1994-08,76.0,
1994-09,77.8,
1994-10,81.4,
1994-11,81.3,
1994-12,81.8,
1995-01,81.5,
1995-02,81.7,
1995-03,81.1,
1995-04,82.7,
1995-05,81.7,
1995-06,81.7,
1995-07,80.1,
1995-08,78.5,
1995-09,79.2,
1995-10,77.6,
1995-11,76.0,
1995-12,76.9,
1996-01,73.4,
1996-02,73.2,
1996-03,72.8,
1996-04,74.1,
1996-05,74.7,
1996-06,73.8,
1996-07,73.7,
1996-08,74.2,
1996-09,74.5,
1996-10,73.8,
1996-11,75.1,
1996-12,73.6,
1997-01,75.1,
1997-02,77.1,
1997-03,78.2,
1997-04,77.8,
1997-05,78.9,
1997-06,78.7,
1997-07,78.9,
1997-08,78.2,
1997-09,79.3,
1997-10,79.6,
1997-11,79.3,
1997-12,80.1,
1998-01,80.9,
1998-02,80.3,
1998-03,80.8,
1998-04,79.0,
1998-05,78.4,
1998-06,78.7,
1998-07,76.8,
1998-08,76.0,
1998-09,73.5,
1998-10,73.1,
1998-11,71.6,
1998-12,72.5,
1999-01,73.3,
1999-02,71.9,
1999-03,72.9,
1999-04,72.1,
1999-05,72.8,
1999-06,75.1,
1999-07,75.7,
1999-08,75.0,
1999-09,76.5,
1999-10,79.4,
1999-11,84.1,
1999-12,83.7,
2000-01,78.6,
2000-02,83.6,
2000-03,84.6,
2000-04,85.5,
2000-05,88.5,
2000-06,85.6,
2000-07,85.9,
2000-08,86.4,
2000-09,86.1,
2000-10,85.2,
2000-11,86.5,
2000-12,85.6,
2001-01,85.6,
2001-02,84.7,
2001-03,82.7,
2001-04,82.6,
2001-05,81.9,
2001-06,84.0,
2001-07,80.9,
2001-08,81.3,
2001-09,80.5,
2001-10,78.4,
2001-11,76.1,
2001-12,76.3,
2002-01,75.5,
2002-02,76.2,
2002-03,77.5,
2002-04,80.6,
2002-05,81.5,
2002-06,81.3,
2002-07,82.0,
2002-08,82.1,
2002-09,82.3,
2002-10,81.1,
2002-11,80.0,
2002-12,76.1,
2003-01,79.8,
2003-02,81.7,
2003-03,82.1,
2003-04,83.4,
2003-05,79.8,
2003-06,80.1,
2003-07,81.1,
2003-08,80.0,
2003-09,79.4,
2003-10,80.1,
2003-11,79.5,
2003-12,80.7,
2004-01,81.2,
2004-02,80.1,
2004-03,81.0,
2004-04,82.6,
2004-05,81.3,
2004-06,82.6,
2004-07,84.5,
2004-08,85.5,
2004-09,87.4,
2004-10,86.0,
2004-11,88.5,
2004-12,88.4,
2005-01,91.1,
2005-02,88.0,
2005-03,89.2,
2005-04,85.2,
2005-05,85.8,
2005-06,86.0,
2005-07,87.6,
2005-08,86.7,
2005-09,88.1,
2005-10,90.0,
2005-11,89.2,
2005-12,91.3,
2006-01,84.9,
2006-02,90.3,
2006-03,88.9,
2006-04,90.2,
2006-05,91.7,
2006-06,93.5,
2006-07,92.4,
2006-08,96.0,
2006-09,92.9,
2006-10,95.0,
2006-11,97.5,
2006-12,96.1,
2007-01,97.4,
2007-02,99.7,
2007-03,101.4,
2007-04,102.1,
2007-05,101.3,
2007-06,102.6,
2007-07,103.0,
2007-08,100.8,
2007-09,101.0,
2007-10,101.3,
2007-11,101.7,
2007-12,104.2,
2008-01,104.6,
2008-02,104.1,
2008-03,101.8,
2008-04,102.3,
2008-05,105.1,
2008-06,103.4,
2008-07,102.9,
2008-08,105.2,
2008-09,102.2,
2008-10,97.6,
2008-11,87.5,
