"",BBK01.OEAC46M,BBK01.OEAC46M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:54:29,
2002-01,69.327,
2002-04,69.224,
2002-07,69.227,
2002-10,69.852,
2003-01,69.771,
2003-04,70.491,
2003-07,70.666,
2003-10,70.941,
2004-01,70.888,
2004-04,71.161,
2004-07,71.020,
2004-10,69.965,
2005-01,69.134,
2005-04,69.095,
2005-07,68.292,
2005-10,69.953,
2006-01,69.618,
2006-04,69.202,
2006-07,68.404,
2006-10,69.476,
2007-01,69.610,
2007-04,69.987,
2007-07,70.406,
2007-10,71.279,
2008-01,71.091,
2008-04,71.630,
2008-07,73.859,
2008-10,75.273,
2009-01,75.454,
2009-04,76.758,
2009-07,77.242,
2009-10,78.371,
2010-01,79.389,
2010-04,79.072,
2010-07,78.819,
2010-10,80.521,
2011-01,79.860,
2011-04,80.821,
2011-07,81.482,
2011-10,82.615,
2012-01,82.697,
2012-04,85.043,
2012-07,85.449,
2012-10,85.852,
2013-01,85.746,
2013-04,85.219,
2013-07,85.358,
2013-10,85.622,
2014-01,85.350,
2014-04,85.378,
2014-07,86.046,
