"",BBK01.PC3827,BBK01.PC3827_FLAGS
"",Housing loans to domestic employees and other individuals / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:02,
1985-10,0.340,
1986-01,0.346,
1986-04,0.348,
1986-07,0.352,
1986-10,0.368,
1987-01,0.378,
1987-04,0.388,
1987-07,0.402,
1987-10,0.425,
1988-01,0.442,
1988-04,0.465,
1988-07,0.496,
1988-10,0.508,
1989-01,0.534,
1989-04,0.575,
1989-07,0.635,
1989-10,0.706,
1990-01,0.792,
1990-04,0.825,
1990-07,0.859,
1990-10,0.894,
1991-01,0.896,
1991-04,0.922,
1991-07,0.982,
1991-10,1.007,
1992-01,1.015,
1992-04,1.042,
1992-07,1.034,
1992-10,2.769,
1993-01,2.903,
1993-04,2.872,
1993-07,3.027,
1993-10,3.432,
1994-01,3.577,
1994-04,3.796,
1994-07,4.553,
1994-10,4.931,
1995-01,5.079,
1995-04,5.237,
1995-07,5.412,
1995-10,5.622,
1996-01,5.728,
1996-04,5.875,
1996-07,6.073,
1996-10,6.307,
1997-01,6.419,
1997-04,6.539,
1997-07,6.649,
1997-10,6.781,
1998-01,6.865,
1998-04,6.995,
1998-07,6.979,
1998-10,7.205,
1999-01,7.108,
1999-04,7.257,
1999-07,7.432,
1999-10,7.649,
2000-01,7.765,
2000-04,7.817,
2000-07,8.009,
2000-10,8.040,
2001-01,8.055,
2001-04,7.991,
2001-07,7.916,
2001-10,7.841,
2002-01,7.745,
2002-04,9.474,
2002-07,11.708,
2002-10,12.064,
2003-01,12.001,
2003-04,12.171,
2003-07,12.291,
2003-10,12.592,
2004-01,13.258,
2004-04,13.743,
2004-07,14.616,
2004-10,15.832,
2005-01,16.707,
2005-04,18.244,
2005-07,20.398,
2005-10,66.736,
2006-01,67.670,
2006-04,68.156,
2006-07,69.538,
2006-10,70.354,
2007-01,70.673,
2007-04,70.866,
2007-07,71.253,
2007-10,74.370,
2008-01,73.775,
2008-04,74.006,
2008-07,74.080,
2008-10,73.812,
2009-01,73.219,
2009-04,73.866,
2009-07,74.602,
2009-10,74.379,
2010-01,74.841,
2010-04,75.220,
2010-07,75.819,
2010-10,76.193,
2011-01,76.403,
2011-04,76.677,
2011-07,77.210,
2011-10,77.354,
2012-01,77.376,
2012-04,77.575,
2012-07,77.954,
2012-10,78.244,
2013-01,77.860,
2013-04,77.603,
2013-07,77.773,
2013-10,77.978,
2014-01,77.986,
2014-04,78.593,
2014-07,79.453,
2014-10,78.599,
