"",BBK01.WXI031,BBK01.WXI031_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:40:25,
2009-01,554,
2009-02,618,
2009-03,406,
2009-04,1332,
2009-05,874,
2009-06,1630,
2009-07,3111,
2009-08,3247,
2009-09,518,
2009-10,431,
2009-11,387,
2009-12,259,
2010-01,330,
2010-02,283,
2010-03,270,
2010-04,268,
2010-05,589,
2010-06,336,
2010-07,436,
2010-08,622,
2010-09,340,
2010-10,211,
2010-11,461,
2010-12,190,
2011-01,495,
2011-02,309,
2011-03,494,
2011-04,407,
2011-05,468,
2011-06,433,
2011-07,398,
2011-08,660,
2011-09,1092,
2011-10,1031,
2011-11,1025,
2011-12,737,
2012-01,930,
2012-02,703,
2012-03,551,
2012-04,396,
2012-05,687,
2012-06,495,
2012-07,501,
2012-08,491,
2012-09,337,
2012-10,361,
2012-11,229,
2012-12,223,
2013-01,358,
2013-02,345,
2013-03,633,
2013-04,508,
2013-05,4986,
2013-06,503,
2013-07,554,
2013-08,576,
2013-09,893,
2013-10,532,
2013-11,549,
2013-12,537,
2014-01,653,
2014-02,625,
2014-03,360,
2014-04,6054,
2014-05,6349,
2014-06,854,
2014-07,649,
2014-08,750,
2014-09,750,
2014-10,553,
2014-11,381,
