"",BBK01.QUY275,BBK01.QUY275_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign banks / Other European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:38,
2002-03,44.136,
2002-04,61.236,
2002-05,53.815,
2002-06,52.033,
2002-07,51.853,
2002-08,50.619,
2002-09,48.530,
2002-10,48.247,
2002-11,48.361,
2002-12,44.045,
2003-01,42.357,
2003-02,40.796,
2003-03,42.641,
2003-04,44.606,
2003-05,42.287,
2003-06,41.154,
2003-07,37.068,
2003-08,32.390,
2003-09,31.695,
2003-10,35.805,
2003-11,33.296,
2003-12,28.486,
2004-01,32.626,
2004-02,30.429,
2004-03,31.261,
2004-04,31.032,
2004-05,34.123,
2004-06,35.705,
2004-07,36.225,
2004-08,33.918,
2004-09,34.428,
2004-10,37.272,
2004-11,42.202,
2004-12,43.582,
2005-01,45.697,
2005-02,45.319,
2005-03,45.506,
2005-04,44.945,
2005-05,43.792,
2005-06,46.615,
2005-07,44.443,
2005-08,44.374,
2005-09,44.669,
2005-10,44.257,
2005-11,43.417,
2005-12,40.542,
2006-01,41.890,
2006-02,43.455,
2006-03,44.906,
2006-04,44.843,
2006-05,44.982,
2006-06,45.676,
2006-07,46.748,
2006-08,45.608,
2006-09,49.026,
2006-10,51.569,
2006-11,52.986,
2006-12,54.789,
2007-01,56.214,
2007-02,56.718,
2007-03,57.811,
2007-04,58.672,
2007-05,59.721,
2007-06,62.041,
2007-07,60.233,
2007-08,59.734,
2007-09,60.320,
2007-10,62.886,
2007-11,64.183,
2007-12,61.625,
2008-01,60.257,
2008-02,60.944,
2008-03,60.543,
2008-04,61.430,
2008-05,64.805,
2008-06,66.618,
2008-07,67.871,
2008-08,68.844,
2008-09,69.608,
2008-10,67.059,
2008-11,64.336,
2008-12,62.398,
2009-01,59.012,
2009-02,57.057,
2009-03,55.430,
2009-04,56.633,
2009-05,60.449,
2009-06,60.687,
2009-07,60.600,
2009-08,60.958,
2009-09,60.655,
2009-10,60.594,
2009-11,59.687,
2009-12,58.284,
2010-01,59.857,
2010-02,60.898,
2010-03,63.440,
2010-04,64.545,
2010-05,61.983,
2010-06,63.879,
2010-07,62.595,
2010-08,62.678,
2010-09,61.738,
2010-10,60.874,
2010-11,61.114,
2010-12,60.411,
2011-01,61.075,
2011-02,60.559,
2011-03,62.818,
2011-04,62.190,
2011-05,63.255,
2011-06,63.489,
2011-07,63.916,
2011-08,63.545,
2011-09,63.556,
2011-10,62.010,
2011-11,63.385,
2011-12,62.078,
2012-01,63.726,
2012-02,66.217,
2012-03,68.072,
2012-04,68.348,
2012-05,68.217,
2012-06,68.688,
2012-07,68.294,
2012-08,68.968,
2012-09,67.925,
2012-10,68.753,
2012-11,69.890,
2012-12,69.272,
2013-01,71.481,
2013-02,71.606,
2013-03,71.769,
2013-04,72.259,
2013-05,72.514,
2013-06,71.151,
2013-07,71.882,
2013-08,72.518,
2013-09,72.797,
2013-10,72.259,
2013-11,73.201,
2013-12,73.581,
2014-01,72.982,
2014-02,74.420,
2014-03,73.457,
2014-04,73.268,
2014-05,73.001,
2014-06,74.743,
2014-07,74.051,
2014-08,74.479,
2014-09,74.162,
2014-10,74.320,
