"",BBK01.QX5639,BBK01.QX5639_FLAGS
"","Banks in Germany: Claims on non-residents, total / Czech Republic / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:13:31,
1994-01,1.501,
1994-02,1.491,
1994-03,0.681,
1994-04,0.699,
1994-05,0.726,
1994-06,0.740,
1994-07,0.757,
1994-08,0.750,
1994-09,0.748,
1994-10,0.884,
1994-11,0.879,
1994-12,0.900,
1995-01,0.869,
1995-02,0.875,
1995-03,0.921,
1995-04,0.920,
1995-05,0.956,
1995-06,1.023,
1995-07,1.094,
1995-08,1.194,
1995-09,1.276,
1995-10,1.237,
1995-11,1.418,
1995-12,1.568,
1996-01,1.665,
1996-02,1.741,
1996-03,1.783,
1996-04,1.797,
1996-05,1.851,
1996-06,1.846,
1996-07,1.804,
1996-08,1.891,
1996-09,1.927,
1996-10,1.968,
1996-11,2.072,
1996-12,2.283,
1997-01,2.333,
1997-02,2.483,
1997-03,2.576,
1997-04,2.518,
1997-05,2.657,
1997-06,2.489,
1997-07,2.549,
1997-08,2.604,
1997-09,2.446,
1997-10,2.381,
1997-11,2.369,
1997-12,2.466,
1998-01,2.329,
1998-02,2.460,
1998-03,2.395,
1998-04,2.289,
1998-05,2.439,
1998-06,2.421,
1998-07,2.638,
1998-08,2.758,
1998-09,2.749,
1998-10,2.874,
1998-11,2.828,
1998-12,3.046,
1999-01,3.028,
1999-02,3.080,
1999-03,3.003,
1999-04,2.897,
1999-05,2.936,
1999-06,3.174,
1999-07,3.074,
1999-08,3.107,
1999-09,3.105,
1999-10,3.518,
1999-11,3.468,
1999-12,3.570,
2000-01,3.669,
2000-02,3.880,
2000-03,3.684,
2000-04,3.616,
2000-05,3.695,
2000-06,3.298,
2000-07,3.211,
2000-08,3.321,
2000-09,3.385,
2000-10,3.636,
2000-11,4.068,
2000-12,4.043,
2001-01,3.908,
2001-02,3.820,
2001-03,3.896,
2001-04,4.213,
2001-05,4.264,
2001-06,4.049,
2001-07,3.912,
2001-08,3.714,
2001-09,4.036,
2001-10,3.765,
2001-11,3.474,
2001-12,3.464,
2002-01,3.363,
2002-02,3.532,
2002-03,3.663,
2002-04,3.433,
2002-05,3.749,
2002-06,3.276,
2002-07,3.427,
2002-08,3.151,
2002-09,3.405,
2002-10,3.482,
2002-11,3.123,
2002-12,4.047,
2003-01,3.474,
2003-02,3.553,
2003-03,3.254,
2003-04,3.250,
2003-05,3.174,
2003-06,3.264,
2003-07,2.870,
2003-08,2.790,
2003-09,3.305,
2003-10,3.008,
2003-11,3.488,
2003-12,4.208,
2004-01,2.947,
2004-02,3.053,
2004-03,2.890,
2004-04,2.743,
2004-05,3.134,
2004-06,3.313,
2004-07,3.576,
2004-08,3.454,
2004-09,3.410,
2004-10,3.617,
2004-11,3.326,
2004-12,4.084,
2005-01,3.435,
2005-02,3.683,
2005-03,4.178,
2005-04,4.027,
2005-05,3.884,
2005-06,3.857,
2005-07,3.547,
2005-08,3.609,
2005-09,3.816,
2005-10,3.997,
2005-11,3.955,
2005-12,5.659,
2006-01,4.274,
2006-02,4.267,
2006-03,4.498,
2006-04,4.522,
2006-05,4.613,
2006-06,4.365,
2006-07,4.622,
2006-08,4.731,
2006-09,4.916,
2006-10,4.808,
2006-11,4.588,
2006-12,5.381,
2007-01,4.912,
2007-02,4.727,
2007-03,4.733,
2007-04,4.948,
2007-05,4.893,
2007-06,4.830,
2007-07,5.082,
2007-08,5.087,
2007-09,5.175,
2007-10,4.963,
2007-11,5.743,
2007-12,5.460,
2008-01,6.022,
2008-02,5.886,
2008-03,5.845,
2008-04,5.774,
2008-05,6.224,
2008-06,6.673,
2008-07,6.497,
2008-08,7.018,
2008-09,7.236,
2008-10,7.543,
2008-11,7.097,
2008-12,6.767,
2009-01,6.484,
2009-02,6.417,
2009-03,6.267,
2009-04,6.259,
2009-05,6.639,
2009-06,6.409,
2009-07,6.169,
2009-08,6.435,
2009-09,6.252,
2009-10,6.174,
2009-11,6.153,
2009-12,6.141,
2010-01,5.950,
2010-02,6.111,
2010-03,6.128,
2010-04,6.093,
2010-05,6.334,
2010-06,6.086,
2010-07,6.215,
2010-08,6.374,
2010-09,6.604,
2010-10,6.718,
2010-11,6.386,
2010-12,6.672,
2011-01,6.518,
2011-02,6.288,
2011-03,6.449,
2011-04,6.443,
2011-05,6.790,
2011-06,6.652,
2011-07,6.899,
2011-08,7.068,
2011-09,6.268,
2011-10,6.334,
2011-11,6.264,
2011-12,6.557,
2012-01,6.142,
2012-02,6.145,
2012-03,6.233,
2012-04,5.697,
2012-05,5.672,
2012-06,5.811,
2012-07,5.619,
2012-08,5.617,
2012-09,5.256,
2012-10,5.264,
2012-11,5.308,
2012-12,5.067,
2013-01,5.268,
2013-02,5.093,
2013-03,5.075,
2013-04,4.905,
2013-05,4.743,
2013-06,4.853,
2013-07,4.903,
2013-08,4.864,
2013-09,5.133,
2013-10,5.305,
2013-11,5.802,
2013-12,5.551,
2014-01,5.331,
2014-02,5.533,
2014-03,5.731,
2014-04,5.640,
2014-05,5.349,
2014-06,5.801,
2014-07,5.188,
2014-08,5.357,
2014-09,5.668,
2014-10,5.098,
2014-11,5.181,
2014-12,5.210,
