"",BBK01.OUP178,BBK01.OUP178_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than one year / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:19:38,
1985-12,1.172,
1986-01,1.172,
1986-02,1.362,
1986-03,1.351,
1986-04,1.353,
1986-05,1.343,
1986-06,1.325,
1986-07,1.340,
1986-08,1.334,
1986-09,1.444,
1986-10,1.471,
1986-11,1.468,
1986-12,1.478,
1987-01,1.461,
1987-02,1.463,
1987-03,1.539,
1987-04,1.524,
1987-05,1.513,
1987-06,1.486,
1987-07,1.464,
1987-08,1.376,
1987-09,1.384,
1987-10,1.355,
1987-11,1.342,
1987-12,1.319,
1988-01,1.308,
1988-02,1.319,
1988-03,1.318,
1988-04,1.343,
1988-05,1.365,
1988-06,1.385,
1988-07,1.384,
1988-08,1.437,
1988-09,1.402,
1988-10,1.380,
1988-11,1.339,
1988-12,1.137,
1989-01,1.014,
1989-02,1.012,
1989-03,1.019,
1989-04,1.020,
1989-05,1.051,
1989-06,1.062,
1989-07,1.066,
1989-08,1.097,
1989-09,1.215,
1989-10,1.281,
1989-11,1.276,
1989-12,1.366,
1990-01,1.450,
1990-02,1.472,
1990-03,1.482,
1990-04,1.506,
1990-05,1.553,
1990-06,1.569,
1990-07,1.580,
1990-08,1.661,
1990-09,1.669,
1990-10,1.711,
1990-11,1.733,
1990-12,1.730,
1991-01,1.765,
1991-02,1.793,
1991-03,1.957,
1991-04,2.063,
1991-05,2.090,
1991-06,2.134,
1991-07,2.254,
1991-08,2.299,
1991-09,2.305,
1991-10,2.336,
1991-11,2.340,
1991-12,2.366,
1992-01,2.418,
1992-02,2.457,
1992-03,2.816,
1992-04,2.741,
1992-05,2.724,
1992-06,2.751,
1992-07,2.865,
1992-08,2.803,
1992-09,2.809,
1992-10,2.818,
1992-11,2.871,
1992-12,4.361,
1993-01,4.325,
1993-02,4.419,
1993-03,4.430,
1993-04,4.435,
1993-05,4.496,
1993-06,4.545,
1993-07,4.625,
1993-08,4.475,
1993-09,4.446,
1993-10,4.485,
1993-11,4.404,
1993-12,4.393,
1994-01,4.413,
1994-02,4.501,
1994-03,4.648,
1994-04,4.689,
1994-05,4.713,
1994-06,4.795,
1994-07,5.683,
1994-08,5.798,
1994-09,5.859,
1994-10,5.874,
1994-11,5.965,
1994-12,6.004,
1995-01,6.100,
1995-02,6.096,
1995-03,6.031,
1995-04,6.087,
1995-05,6.232,
1995-06,6.245,
1995-07,6.292,
1995-08,6.350,
1995-09,6.374,
1995-10,6.424,
1995-11,6.383,
1995-12,6.502,
1996-01,6.516,
1996-02,6.684,
1996-03,7.074,
1996-04,7.551,
1996-05,7.545,
1996-06,7.694,
1996-07,7.714,
1996-08,7.890,
1996-09,8.172,
1996-10,8.088,
1996-11,8.133,
1996-12,8.271,
1997-01,8.447,
1997-02,8.587,
1997-03,8.273,
1997-04,8.390,
1997-05,8.564,
1997-06,8.665,
1997-07,9.143,
1997-08,9.257,
1997-09,9.367,
1997-10,9.814,
1997-11,9.986,
1997-12,10.050,
1998-01,10.259,
1998-02,10.647,
1998-03,11.107,
1998-04,11.337,
1998-05,11.276,
1998-06,11.342,
1998-07,10.991,
1998-08,11.646,
1998-09,11.420,
1998-10,11.550,
1998-11,11.496,
1998-12,11.564,
1999-01,11.711,
1999-02,11.899,
1999-03,12.118,
1999-04,12.263,
1999-05,12.253,
1999-06,12.257,
1999-07,12.094,
1999-08,12.239,
1999-09,12.289,
1999-10,12.373,
1999-11,12.677,
1999-12,12.908,
2000-01,13.028,
2000-02,12.754,
2000-03,12.815,
2000-04,13.034,
2000-05,12.767,
2000-06,12.770,
2000-07,12.742,
2000-08,12.492,
2000-09,12.519,
2000-10,12.391,
2000-11,12.352,
2000-12,12.368,
2001-01,16.077,
2001-02,15.978,
2001-03,16.470,
2001-04,16.508,
2001-05,17.072,
2001-06,17.043,
2001-07,17.182,
2001-08,17.905,
2001-09,18.091,
2001-10,18.463,
2001-11,18.405,
2001-12,18.506,
2002-01,18.927,
2002-02,19.005,
2002-03,19.257,
2002-04,19.356,
2002-05,30.192,
2002-06,27.487,
2002-07,27.927,
2002-08,27.869,
2002-09,27.821,
2002-10,27.696,
2002-11,27.597,
2002-12,27.202,
2003-01,27.057,
2003-02,26.860,
2003-03,26.792,
2003-04,26.237,
2003-05,26.128,
2003-06,26.101,
2003-07,26.456,
2003-08,26.001,
2003-09,25.396,
2003-10,25.819,
2003-11,25.032,
2003-12,24.448,
2004-01,23.621,
2004-02,23.325,
2004-03,23.372,
2004-04,23.343,
2004-05,23.561,
2004-06,23.835,
2004-07,24.495,
2004-08,24.666,
2004-09,25.278,
2004-10,25.411,
2004-11,26.980,
2004-12,27.538,
2005-01,27.739,
2005-02,28.563,
2005-03,28.537,
2005-04,28.943,
2005-05,29.266,
2005-06,29.270,
2005-07,29.860,
2005-08,30.284,
2005-09,30.514,
2005-10,30.826,
2005-11,31.178,
2005-12,62.058,
2006-01,62.521,
2006-02,62.726,
2006-03,65.048,
2006-04,65.211,
2006-05,65.967,
2006-06,67.666,
2006-07,68.021,
2006-08,68.193,
2006-09,67.942,
2006-10,67.818,
2006-11,68.273,
2006-12,67.835,
2007-01,68.127,
2007-02,68.311,
2007-03,67.965,
2007-04,68.916,
2007-05,68.891,
2007-06,69.583,
2007-07,70.688,
2007-08,71.691,
2007-09,72.684,
2007-10,72.638,
2007-11,71.724,
2007-12,72.776,
2008-01,73.055,
2008-02,72.376,
2008-03,65.183,
2008-04,65.928,
2008-05,66.549,
2008-06,67.097,
2008-07,67.216,
2008-08,67.271,
2008-09,67.106,
2008-10,66.897,
2008-11,67.668,
2008-12,81.352,
2009-01,80.310,
2009-02,80.963,
2009-03,81.295,
2009-04,82.819,
2009-05,82.677,
2009-06,82.886,
2009-07,83.512,
2009-08,81.392,
2009-09,84.459,
2009-10,84.342,
2009-11,84.292,
2009-12,84.412,
2010-01,83.772,
2010-02,87.219,
2010-03,85.571,
2010-04,85.183,
2010-05,84.557,
2010-06,86.294,
2010-07,86.720,
2010-08,89.136,
2010-09,89.067,
2010-10,88.522,
2010-11,90.492,
2010-12,90.377,
2011-01,89.775,
2011-02,90.248,
2011-03,89.812,
2011-04,89.977,
2011-05,90.057,
2011-06,90.166,
2011-07,90.505,
2011-08,90.278,
2011-09,90.762,
2011-10,91.068,
2011-11,92.187,
2011-12,92.588,
2012-01,92.987,
2012-02,93.552,
2012-03,93.151,
2012-04,93.319,
2012-05,93.161,
2012-06,93.150,
2012-07,92.022,
2012-08,91.199,
2012-09,90.991,
2012-10,91.271,
2012-11,91.119,
2012-12,90.894,
2013-01,90.633,
2013-02,90.855,
2013-03,92.817,
2013-04,74.642,
2013-05,74.431,
2013-06,74.165,
2013-07,75.057,
2013-08,73.780,
2013-09,74.262,
2013-10,74.451,
2013-11,75.772,
2013-12,75.373,
2014-01,74.855,
2014-02,74.062,
2014-03,75.700,
2014-04,74.292,
2014-05,74.738,
2014-06,74.712,
2014-07,74.196,
2014-08,74.544,
2014-09,77.195,
2014-10,77.218,
2014-11,77.033,
2014-12,76.849,Provisional value
"","General: Up to 1998, including liabilities arising from fiduciary loans as well as liabilities vis-à-vis domestic building and loan associations and money market funds. Since the inclusion of building and loan associations in 1999, including deposits under savings and loan contracts. Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"".",
