"",BBK01.OEAA45M,BBK01.OEAA45M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:56,
2002-01,25.556,
2002-04,20.821,
2002-07,20.919,
2002-10,21.054,
2003-01,21.361,
2003-04,30.457,
2003-07,31.031,
2003-10,31.724,
2004-01,31.480,
2004-04,30.327,
2004-07,29.970,
2004-10,29.894,
2005-01,30.949,
2005-04,31.656,
2005-07,32.045,
2005-10,29.509,
2006-01,31.157,
2006-04,31.137,
2006-07,23.923,
2006-10,23.476,
2007-01,24.265,
2007-04,24.178,
2007-07,24.077,
2007-10,23.956,
2008-01,23.032,
2008-04,23.306,
2008-07,23.012,
2008-10,22.656,
2009-01,22.812,
2009-04,23.321,
2009-07,24.291,
2009-10,24.226,
2010-01,23.376,
2010-04,23.477,
2010-07,23.829,
2010-10,24.066,
2011-01,24.248,
2011-04,24.679,
2011-07,25.954,
2011-10,26.050,
2012-01,25.162,
2012-04,25.534,
2012-07,25.312,
2012-10,25.192,
2013-01,25.353,
2013-04,25.773,
2013-07,24.780,
2013-10,24.349,
2014-01,24.097,
2014-04,23.524,
2014-07,22.887,
