"",BBK01.SU0012,BBK01.SU0012_FLAGS
"","Lending rates of banks / Mortgage loans secured by residential real estate, all types of interest rate agreements, effective interest rate / Highest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:09,
1967-06,8.30,
1967-07,.,No value available
1967-08,.,No value available
1967-09,8.04,
1967-10,.,No value available
1967-11,.,No value available
1967-12,7.93,
1968-01,.,No value available
1968-02,.,No value available
1968-03,7.71,
1968-04,.,No value available
1968-05,.,No value available
1968-06,7.46,
1968-07,.,No value available
1968-08,.,No value available
1968-09,7.41,
1968-10,.,No value available
1968-11,7.30,
1968-12,.,No value available
1969-01,.,No value available
1969-02,7.30,
1969-03,.,No value available
1969-04,.,No value available
1969-05,7.46,
1969-06,.,No value available
1969-07,.,No value available
1969-08,7.97,
1969-09,.,No value available
1969-10,.,No value available
1969-11,8.22,
1969-12,.,No value available
1970-01,.,No value available
1970-02,8.73,
1970-03,.,No value available
1970-04,.,No value available
1970-05,9.36,
1970-06,.,No value available
1970-07,.,No value available
1970-08,9.48,
1970-09,.,No value available
1970-10,.,No value available
1970-11,9.48,
1970-12,.,No value available
1971-01,9.24,
1971-02,9.09,
1971-03,.,No value available
1971-04,.,No value available
1971-05,8.85,
1971-06,.,No value available
1971-07,.,No value available
1971-08,9.22,
1971-09,.,No value available
1971-10,.,No value available
1971-11,8.92,
1971-12,.,No value available
1972-01,.,No value available
1972-02,8.73,
1972-03,.,No value available
1972-04,.,No value available
1972-05,8.69,
1972-06,.,No value available
1972-07,.,No value available
1972-08,8.73,
1972-09,.,No value available
1972-10,.,No value available
1972-11,8.97,
1972-12,.,No value available
1973-01,.,No value available
1973-02,9.35,
1973-03,.,No value available
1973-04,.,No value available
1973-05,10.01,
1973-06,.,No value available
1973-07,11.05,
1973-08,11.20,
1973-09,.,No value available
1973-10,.,No value available
1973-11,11.35,
1973-12,.,No value available
1974-01,.,No value available
1974-02,11.20,
1974-03,.,No value available
1974-04,.,No value available
1974-05,11.31,
1974-06,.,No value available
1974-07,.,No value available
1974-08,11.31,
1974-09,.,No value available
1974-10,.,No value available
1974-11,11.05,
1974-12,.,No value available
1975-01,.,No value available
1975-02,10.39,
1975-03,10.01,
1975-04,9.62,
1975-05,9.49,
1975-06,9.22,
1975-07,8.97,
1975-08,9.00,
1975-09,8.91,
1975-10,8.91,
1975-11,8.85,
1975-12,8.73,
1976-01,8.73,
1976-02,8.56,
1976-03,8.33,
1976-04,8.22,
1976-05,8.22,
1976-06,8.24,
1976-07,8.50,
1976-08,8.36,
1976-09,8.22,
1976-10,8.22,
1976-11,8.10,
1976-12,8.07,
1977-01,7.96,
1977-02,7.96,
1977-03,7.91,
1977-04,7.76,
1977-05,7.71,
1977-06,7.60,
1977-07,7.50,
1977-08,7.25,
1977-09,7.19,
1977-10,7.14,
1977-11,7.09,
1977-12,7.09,
1978-01,7.24,
1978-02,7.18,
1978-03,6.92,
1978-04,6.92,
1978-05,6.92,
1978-06,6.93,
1978-07,7.17,
1978-08,7.41,
1978-09,7.30,
1978-10,7.19,
1978-11,7.52,
1978-12,7.45,
1979-01,7.46,
1979-02,7.69,
1979-03,7.85,
1979-04,8.02,
1979-05,8.17,
1979-06,8.63,
1979-07,8.81,
1979-08,9.04,
1979-09,9.04,
1979-10,9.04,
1979-11,9.59,
1979-12,10.12,
1980-01,10.23,
1980-02,10.23,
1980-03,11.33,
1980-04,11.42,
1980-05,11.48,
1980-06,11.48,
1980-07,11.46,
1980-08,11.48,
1980-09,10.99,
1980-10,10.99,
1980-11,10.99,
1980-12,10.99,
1981-01,10.99,
1981-02,11.24,
1981-03,11.91,
1981-04,12.48,
1981-05,13.09,
1981-06,13.22,
1981-07,13.54,
1981-08,13.82,
1981-09,13.86,
1981-10,13.81,
1981-11,13.82,
1981-12,13.26,
1982-01,12.74,
1982-02,12.85,
1982-03,12.70,
1982-04,11.81,
1982-05,11.62,
"",General: The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range. From June 1982 no longer collected.,
