"",BBK01.TS1303,BBK01.TS1303_FLAGS
"",Monetary aggregate M3 in the euro area / Index / Seasonally adjusted,
unit,EUR (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:12,
1998-01,45.94687,
1998-02,46.08623,
1998-03,46.22018,
1998-04,46.59866,
1998-05,46.70510,
1998-06,46.97560,
1998-07,47.22651,
1998-08,47.31884,
1998-09,47.40337,
1998-10,47.80365,
1998-11,47.86291,
1998-12,48.00147,
1999-01,48.80612,
1999-02,48.65281,
1999-03,48.82724,
1999-04,49.12010,
1999-05,49.33225,
1999-06,49.64110,
1999-07,50.00745,
1999-08,50.06859,
1999-09,50.20532,
1999-10,50.36503,
1999-11,50.65026,
1999-12,50.74870,
2000-01,51.24814,
2000-02,51.49405,
2000-03,51.75891,
2000-04,51.97330,
2000-05,51.97274,
2000-06,51.94003,
2000-07,52.13014,
2000-08,52.36037,
2000-09,52.32612,
2000-10,52.43952,
2000-11,52.57039,
2000-12,52.80278,
2001-01,53.18430,
2001-02,53.43399,
2001-03,53.70106,
2001-04,54.01559,
2001-05,54.24843,
2001-06,54.77747,
2001-07,55.07298,
2001-08,55.46468,
2001-09,55.90708,
2001-10,56.28492,
2001-11,56.69159,
2001-12,57.03943,
2002-01,57.36357,
2002-02,57.42278,
2002-03,57.64941,
2002-04,57.98236,
2002-05,58.42894,
2002-06,58.69004,
2002-07,58.94293,
2002-08,59.34507,
2002-09,59.91106,
2002-10,60.19138,
2002-11,60.71571,
2002-12,61.02196,
2003-01,61.60774,
2003-02,62.10963,
2003-03,62.42682,
2003-04,63.19011,
2003-05,63.48873,
2003-06,63.73352,
2003-07,64.15458,
2003-08,64.32578,
2003-09,64.45008,
2003-10,64.96710,
2003-11,65.22881,
2003-12,65.41552,
2004-01,65.56427,
2004-02,65.99137,
2004-03,66.32750,
2004-04,66.54828,
2004-05,66.66783,
2004-06,67.15211,
2004-07,67.53416,
2004-08,67.83152,
2004-09,68.27147,
2004-10,68.75650,
2004-11,69.11929,
2004-12,69.70948,
2005-01,70.08855,
2005-02,70.36703,
2005-03,70.60492,
2005-04,71.06380,
2005-05,71.55246,
2005-06,72.25624,
2005-07,72.95112,
2005-08,73.35472,
2005-09,73.88578,
2005-10,74.16872,
2005-11,74.34896,
2005-12,74.79368,
2006-01,75.32193,
2006-02,75.85974,
2006-03,76.47329,
2006-04,77.39914,
2006-05,77.89856,
2006-06,78.29239,
2006-07,78.58217,
2006-08,79.26946,
2006-09,80.07929,
2006-10,80.46079,
2006-11,81.26113,
2006-12,82.32468,
2007-01,83.03169,
2007-02,83.64379,
2007-03,84.89641,
2007-04,85.31710,
2007-05,86.23173,
2007-06,86.91263,
2007-07,87.90798,
2007-08,88.41485,
2007-09,89.31188,
2007-10,90.48219,
2007-11,91.33305,
2007-12,91.84201,
2008-01,92.72768,
2008-02,93.20625,
2008-03,93.58391,
2008-04,94.32263,
2008-05,94.98082,
2008-06,95.39492,
2008-07,96.05661,
2008-08,96.27569,
2008-09,96.96243,
2008-10,98.20443,
2008-11,98.39831,
2008-12,98.86160,
2009-01,98.19145,
2009-02,98.54598,
2009-03,98.35459,
2009-04,98.87500,
2009-05,98.68374,
2009-06,98.84541,
2009-07,98.79335,
2009-08,98.48981,
2009-09,98.68619,
2009-10,98.49237,
2009-11,98.22575,
2009-12,98.59988,
2010-01,98.35247,
2010-02,98.21010,
2010-03,98.21082,
2010-04,98.53812,
2010-05,98.59674,
2010-06,98.92921,
2010-07,98.89643,
2010-08,99.34061,
2010-09,99.43415,
2010-10,99.57021,
2010-11,99.62779,
2010-12,99.69043,
2011-01,99.69122,
2011-02,99.72446,
2011-03,100.01160,
2011-04,100.02576,
2011-05,100.01242,
2011-06,100.20384,
2011-07,100.21649,
2011-08,101.05468,
2011-09,101.09137,
2011-10,100.88567,
2011-11,101.13667,
2011-12,101.31777,
2012-01,101.67767,
2012-02,102.22927,
2012-03,102.83484,
2012-04,102.45194,
2012-05,102.93950,
2012-06,103.20836,
2012-07,103.74199,
2012-08,103.81173,
2012-09,103.85255,
2012-10,104.85369,
2012-11,104.93434,
2012-12,104.87720,
2013-01,105.14232,
2013-02,105.31610,
2013-03,105.42581,
2013-04,105.69532,
2013-05,105.85478,
2013-06,105.67732,
2013-07,105.96081,
2013-08,106.12920,
2013-09,105.89864,
2013-10,106.32427,
2013-11,106.46836,
2013-12,105.94473,
2014-01,106.38339,
2014-02,106.71629,
2014-03,106.51660,
2014-04,106.56921,
2014-05,106.99469,
2014-06,107.34797,
2014-07,107.88192,
2014-08,108.29501,
2014-09,108.50369,
2014-10,108.96638,
2014-11,109.77818,
2014-12,109.93270,Provisional value
2015-01,110.71174,
"",General: 1 Statistical changes have been eliminated.,
"",Source: European Central Bank,
