"",BBK01.OEAH12V,BBK01.OEAH12V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:50,
2002-01,18.827,
2002-04,18.152,
2002-07,18.115,
2002-10,18.811,
2003-01,19.066,
2003-04,19.140,
2003-07,19.369,
2003-10,19.830,
2004-01,19.928,
2004-04,20.112,
2004-07,20.082,
2004-10,20.386,
2005-01,21.738,
2005-04,21.516,
2005-07,21.435,
2005-10,21.701,
2006-01,21.600,
2006-04,21.160,
2006-07,20.690,
2006-10,20.599,
2007-01,20.258,
2007-04,19.856,
2007-07,19.330,
2007-10,19.389,
2008-01,19.182,
2008-04,18.889,
2008-07,18.524,
2008-10,18.816,
2009-01,19.098,
2009-04,19.146,
2009-07,19.361,
2009-10,19.863,
2010-01,20.117,
2010-04,20.183,
2010-07,20.537,
2010-10,20.938,
2011-01,20.860,
2011-04,20.779,
2011-07,20.838,
2011-10,21.158,
2012-01,21.501,
2012-04,21.710,
2012-07,22.033,
2012-10,22.524,
2013-01,22.686,
2013-04,22.763,
2013-07,22.821,
2013-10,23.026,
2014-01,23.154,
2014-04,23.022,
2014-07,23.057,
