"",BBDE1.M.DE.Y.GUD5.A2P320000.F.V.I10.A,BBDE1.M.DE.Y.GUD5.A2P320000.F.V.I10.A_FLAGS
"","Turnover from abroad, Non-euro-area countries / At current prices / Germany / Capital goods / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:59,
2003-01,69.3,
2003-02,67.9,
2003-03,68.0,
2003-04,68.4,
2003-05,65.2,
2003-06,65.8,
2003-07,69.8,
2003-08,68.4,
2003-09,68.6,
2003-10,70.2,
2003-11,72.4,
2003-12,75.8,
2004-01,70.1,
2004-02,73.9,
2004-03,73.6,
2004-04,75.7,
2004-05,77.9,
2004-06,77.8,
2004-07,76.9,
2004-08,76.8,
2004-09,75.5,
2004-10,75.4,
2004-11,74.1,
2004-12,73.4,
2005-01,79.4,
2005-02,74.6,
2005-03,79.3,
2005-04,77.9,
2005-05,78.1,
2005-06,80.5,
2005-07,81.4,
2005-08,84.8,
2005-09,84.8,
2005-10,85.0,
2005-11,87.1,
2005-12,87.1,
2006-01,83.7,
2006-02,88.0,
2006-03,86.9,
2006-04,91.8,
2006-05,90.4,
2006-06,89.8,
2006-07,90.3,
2006-08,91.8,
2006-09,92.3,
2006-10,91.1,
2006-11,95.3,
2006-12,94.9,
2007-01,96.8,
2007-02,96.6,
2007-03,96.3,
2007-04,94.4,
2007-05,98.7,
2007-06,97.3,
2007-07,99.3,
2007-08,95.8,
2007-09,100.9,
2007-10,103.0,
2007-11,99.1,
2007-12,103.0,
2008-01,104.9,
2008-02,107.6,
2008-03,105.4,
2008-04,104.4,
2008-05,100.9,
2008-06,104.5,
2008-07,97.1,
2008-08,101.2,
2008-09,101.1,
2008-10,100.8,
2008-11,97.2,
2008-12,89.4,
2009-01,71.5,
2009-02,70.5,
2009-03,71.1,
2009-04,64.7,
2009-05,75.2,
2009-06,76.2,
2009-07,80.1,
2009-08,76.8,
2009-09,85.2,
2009-10,81.7,
2009-11,84.8,
2009-12,86.3,
2010-01,84.9,
2010-02,86.9,
2010-03,88.3,
2010-04,93.4,
2010-05,100.5,
2010-06,99.0,
2010-07,98.1,
2010-08,99.5,
2010-09,101.3,
2010-10,106.4,
2010-11,108.6,
2010-12,119.1,
2011-01,110.9,
2011-02,107.8,
2011-03,106.1,
2011-04,107.5,
2011-05,105.7,
2011-06,107.8,
2011-07,113.6,
2011-08,115.5,
2011-09,112.8,
2011-10,115.0,
2011-11,114.6,
2011-12,113.1,
2012-01,113.7,
2012-02,121.9,
2012-03,124.2,
2012-04,118.8,
2012-05,123.4,
2012-06,120.8,
2012-07,124.6,
2012-08,125.0,
2012-09,124.6,
2012-10,121.0,
2012-11,119.1,
2012-12,125.0,
2013-01,116.8,
2013-02,122.3,
2013-03,128.6,
2013-04,134.5,
2013-05,126.2,
2013-06,127.7,
2013-07,124.0,
2013-08,128.1,
2013-09,128.0,
2013-10,128.5,
2013-11,133.9,
2013-12,130.8,
2014-01,139.6,
2014-02,132.6,
2014-03,130.6,
2014-04,127.4,
2014-05,131.3,
2014-06,134.9,
2014-07,133.1,
2014-08,133.7,
2014-09,133.6,
2014-10,136.5,
2014-11,138.3,
2014-12,129.7,Provisional value
