"",BBK01.QUJ382,BBK01.QUJ382_FLAGS
"",Banks in Germany: Claims on non-residents / Croatia / Euro,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:39,
1994-01,0.078,
1994-02,0.078,
1994-03,0.085,
1994-04,0.088,
1994-05,0.089,
1994-06,0.090,
1994-07,0.093,
1994-08,0.090,
1994-09,0.095,
1994-10,0.099,
1994-11,0.098,
1994-12,0.100,
1995-01,0.099,
1995-02,0.100,
1995-03,0.102,
1995-04,0.101,
1995-05,0.102,
1995-06,0.110,
1995-07,0.110,
1995-08,0.111,
1995-09,0.117,
1995-10,0.112,
1995-11,0.112,
1995-12,0.150,
1996-01,0.152,
1996-02,0.166,
1996-03,0.187,
1996-04,0.177,
1996-05,0.186,
1996-06,0.192,
1996-07,0.205,
1996-08,0.215,
1996-09,0.218,
1996-10,0.226,
1996-11,0.232,
1996-12,0.404,
1997-01,0.365,
1997-02,0.378,
1997-03,0.368,
1997-04,0.387,
1997-05,0.396,
1997-06,0.477,
1997-07,0.545,
1997-08,0.575,
1997-09,0.652,
1997-10,0.646,
1997-11,0.714,
1997-12,0.780,
1998-01,0.776,
1998-02,0.857,
1998-03,0.920,
1998-04,0.909,
1998-05,0.887,
1998-06,0.841,
1998-07,0.869,
1998-08,0.852,
1998-09,0.839,
1998-10,0.840,
1998-11,0.851,
1998-12,0.850,
1999-01,0.877,
1999-02,0.917,
1999-03,1.358,
1999-04,0.919,
1999-05,0.908,
1999-06,0.935,
1999-07,0.929,
1999-08,0.919,
1999-09,0.930,
1999-10,0.937,
1999-11,0.943,
1999-12,0.969,
2000-01,0.964,
2000-02,0.985,
2000-03,1.012,
2000-04,1.039,
2000-05,1.041,
2000-06,1.049,
2000-07,1.053,
2000-08,1.130,
2000-09,1.147,
2000-10,1.154,
2000-11,1.140,
2000-12,1.159,
2001-01,1.252,
2001-02,1.264,
2001-03,1.330,
2001-04,1.302,
2001-05,1.366,
2001-06,1.268,
2001-07,1.254,
2001-08,1.298,
2001-09,1.285,
2001-10,1.293,
2001-11,1.324,
2001-12,1.321,
2002-01,1.295,
2002-02,1.311,
2002-03,1.308,
2002-04,1.281,
2002-05,1.290,
2002-06,1.302,
2002-07,1.325,
2002-08,1.254,
2002-09,1.287,
2002-10,1.379,
2002-11,1.429,
2002-12,1.669,
2003-01,1.689,
2003-02,1.616,
2003-03,1.723,
2003-04,1.754,
2003-05,1.768,
2003-06,1.832,
2003-07,1.670,
2003-08,1.709,
2003-09,1.746,
2003-10,1.796,
2003-11,2.120,
2003-12,1.965,
2004-01,2.151,
2004-02,2.258,
2004-03,2.201,
2004-04,2.253,
2004-05,2.318,
2004-06,2.445,
2004-07,2.081,
2004-08,1.996,
2004-09,1.922,
2004-10,1.993,
2004-11,1.983,
2004-12,2.020,
2005-01,2.205,
2005-02,2.074,
2005-03,2.115,
2005-04,2.043,
2005-05,2.032,
2005-06,2.155,
2005-07,2.140,
2005-08,2.242,
2005-09,2.171,
2005-10,2.269,
2005-11,2.257,
2005-12,2.349,
2006-01,2.346,
2006-02,2.503,
2006-03,2.387,
2006-04,2.493,
2006-05,2.506,
2006-06,2.534,
2006-07,2.466,
2006-08,2.133,
2006-09,2.100,
2006-10,2.175,
2006-11,2.141,
2006-12,2.354,
2007-01,2.320,
2007-02,2.414,
2007-03,2.347,
2007-04,2.303,
2007-05,2.261,
2007-06,2.223,
2007-07,2.277,
2007-08,2.120,
2007-09,2.179,
2007-10,2.181,
2007-11,2.268,
2007-12,2.646,
2008-01,2.684,
2008-02,2.755,
2008-03,2.809,
2008-04,2.717,
2008-05,2.683,
2008-06,2.740,
2008-07,2.702,
2008-08,2.498,
2008-09,2.354,
2008-10,2.473,
2008-11,2.511,
2008-12,2.511,
2009-01,2.526,
2009-02,2.399,
2009-03,2.358,
2009-04,2.353,
2009-05,2.275,
2009-06,2.260,
2009-07,2.274,
2009-08,2.271,
2009-09,2.270,
2009-10,2.323,
2009-11,2.360,
2009-12,2.371,
2010-01,2.342,
2010-02,2.223,
2010-03,2.232,
2010-04,2.233,
2010-05,2.172,
2010-06,2.144,
2010-07,2.149,
2010-08,1.958,
2010-09,1.878,
2010-10,1.904,
2010-11,1.930,
2010-12,2.064,
2011-01,2.028,
2011-02,2.042,
2011-03,2.012,
2011-04,2.008,
2011-05,1.968,
2011-06,1.926,
2011-07,1.815,
2011-08,1.778,
2011-09,1.783,
2011-10,1.717,
2011-11,1.754,
2011-12,1.735,
2012-01,1.708,
2012-02,1.696,
2012-03,1.690,
2012-04,1.640,
2012-05,1.626,
2012-06,1.633,
2012-07,1.586,
2012-08,1.531,
2012-09,1.444,
2012-10,1.551,
2012-11,1.592,
2012-12,1.579,
2013-01,1.546,
2013-02,1.515,
2013-03,1.518,
2013-04,1.317,
2013-05,1.403,
2013-06,1.422,
2013-07,1.421,
2013-08,1.354,
2013-09,1.346,
2013-10,1.259,
2013-11,1.300,
2013-12,1.297,
2014-01,1.285,
2014-02,1.324,
2014-03,1.321,
2014-04,1.244,
2014-05,1.249,
2014-06,1.309,
2014-07,1.252,
2014-08,1.252,
2014-09,1.250,
2014-10,1.237,
2014-11,1.247,
2014-12,1.309,
