"",BBK01.QUW254,BBK01.QUW254_FLAGS
"","Foreign branches in the Cayman Islands: Claims on non-residents, total / All countries / Pound sterling",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:42:13,
2001-12,0.965,
2002-01,0.893,
2002-02,1.250,
2002-03,1.117,
2002-04,1.053,
2002-05,1.220,
2002-06,1.928,
2002-07,1.606,
2002-08,1.430,
2002-09,0.811,
2002-10,0.869,
2002-11,0.446,
2002-12,0.339,
2003-01,0.927,
2003-02,0.706,
2003-03,0.665,
2003-04,0.908,
2003-05,0.610,
2003-06,0.951,
2003-07,0.089,
2003-08,0.966,
2003-09,0.898,
2003-10,0.933,
2003-11,1.047,
2003-12,1.152,
2004-01,1.217,
2004-02,0.981,
2004-03,1.082,
2004-04,0.445,
2004-05,0.485,
2004-06,0.221,
2004-07,0.364,
2004-08,0.353,
2004-09,0.347,
2004-10,0.391,
2004-11,1.235,
2004-12,1.195,
2005-01,1.078,
2005-02,2.029,
2005-03,2.188,
2005-04,2.139,
2005-05,2.203,
2005-06,3.087,
2005-07,2.974,
2005-08,2.933,
2005-09,2.984,
2005-10,2.198,
2005-11,0.560,
2005-12,0.785,
2006-01,0.824,
2006-02,0.837,
2006-03,1.068,
2006-04,0.947,
2006-05,2.086,
2006-06,2.462,
2006-07,1.804,
2006-08,1.911,
2006-09,2.001,
2006-10,1.341,
2006-11,1.919,
2006-12,1.703,
2007-01,1.557,
2007-02,1.504,
2007-03,1.473,
2007-04,1.381,
2007-05,1.265,
2007-06,1.506,
2007-07,1.628,
2007-08,1.340,
2007-09,2.053,
2007-10,1.902,
2007-11,2.108,
2007-12,1.974,
2008-01,1.812,
2008-02,1.856,
2008-03,1.706,
2008-04,1.743,
2008-05,1.721,
2008-06,2.050,
2008-07,1.682,
2008-08,1.612,
2008-09,1.648,
2008-10,1.561,
2008-11,1.228,
2008-12,1.214,
2009-01,1.192,
2009-02,1.124,
2009-03,1.007,
2009-04,1.011,
2009-05,1.034,
2009-06,1.003,
2009-07,0.979,
2009-08,0.975,
2009-09,0.918,
2009-10,0.994,
2009-11,1.026,
2009-12,1.040,
2010-01,0.889,
2010-02,0.965,
2010-03,1.495,
2010-04,0.996,
2010-05,0.925,
2010-06,0.941,
2010-07,1.069,
2010-08,1.049,
2010-09,1.007,
2010-10,1.093,
2010-11,1.064,
2010-12,0.588,
2011-01,0.608,
2011-02,0.438,
2011-03,0.436,
2011-04,0.501,
2011-05,1.831,
2011-06,1.793,
2011-07,1.838,
2011-08,1.921,
2011-09,1.844,
2011-10,1.998,
2011-11,2.375,
2011-12,3.060,
2012-01,3.235,
2012-02,2.982,
2012-03,2.319,
2012-04,2.143,
2012-05,2.297,
2012-06,2.024,
2012-07,1.959,
2012-08,2.118,
2012-09,2.128,
2012-10,2.195,
2012-11,2.138,
2012-12,2.217,
2013-01,2.030,
2013-02,2.079,
2013-03,2.061,
2013-04,1.928,
2013-05,1.812,
2013-06,1.798,
2013-07,1.810,
2013-08,1.845,
2013-09,1.878,
2013-10,1.015,
2013-11,1.101,
2013-12,1.999,
2014-01,2.204,
2014-02,2.184,
2014-03,0.780,
2014-04,2.807,
2014-05,5.078,
2014-06,5.279,
2014-07,7.333,
2014-08,5.930,
2014-09,5.747,
2014-10,4.204,
2014-11,1.776,
