"",BBK01.BQ1820,BBK01.BQ1820_FLAGS
"","Central, state and local government debt - bonds",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:20,
1961-10,2459.0,
1962-01,.,No value available
1962-04,.,No value available
1962-07,.,No value available
1962-10,2914.2,
1963-01,.,No value available
1963-04,.,No value available
1963-07,.,No value available
1963-10,3943.1,
1964-01,.,No value available
1964-04,.,No value available
1964-07,.,No value available
1964-10,4588.1,
1965-01,.,No value available
1965-04,.,No value available
1965-07,.,No value available
1965-10,5723.8,
1966-01,6140.3,
1966-04,6109.4,
1966-07,6158.3,
1966-10,6182.4,
1967-01,6360.5,
1967-04,6628.0,
1967-07,7078.5,
1967-10,7275.9,
1968-01,7597.2,
1968-04,7851.9,
1968-07,8057.2,
1968-10,8218.5,
1969-01,8044.6,
1969-04,7935.1,
1969-07,7932.2,
1969-10,8173.8,
1970-01,8023.7,
1970-04,8217.9,
1970-07,8473.0,
1970-10,8649.2,
1971-01,8878.6,
1971-04,9080.0,
1971-07,9241.4,
1971-10,9558.6,
1972-01,10077.2,
1972-04,10180.3,
1972-07,10500.4,
1972-10,10625.1,
1973-01,11498.9,
1973-04,11371.1,
1973-07,11983.7,
1973-10,12464.0,
1974-01,12465.2,
1974-04,12500.1,
1974-07,12739.7,
1974-10,13403.5,
1975-01,14537.4,
1975-04,15746.5,
1975-07,15821.1,
1975-10,15787.4,
1976-01,16713.3,
1976-04,16918.5,
1976-07,18270.5,
1976-10,19238.2,
1977-01,19748.8,
1977-04,19886.6,
1977-07,20666.6,
1977-10,21240.1,
1978-01,21975.1,
1978-04,21727.9,
1978-07,22196.3,
1978-10,23099.7,
1979-01,23113.8,
1979-04,24658.2,
1979-07,26807.9,
1979-10,27710.6,
1980-01,27782.2,
1980-04,29593.3,
1980-07,28541.9,
1980-10,27971.1,
1981-01,28638.5,
1981-04,27743.7,
1981-07,28461.1,
1981-10,28383.2,
1982-01,29985.7,
1982-04,31421.5,
1982-07,32689.0,
1982-10,33910.1,
1983-01,33949.8,
1983-04,34892.2,
1983-07,36765.8,
1983-10,39524.1,
1984-01,42130.5,
1984-04,43045.2,
1984-07,44883.3,
1984-10,46354.4,
1985-01,49464.5,
1985-04,52242.9,
1985-07,53977.7,
1985-10,56196.6,
1986-01,61075.2,
1986-04,63576.2,
1986-07,68001.8,
1986-10,73299.8,
1987-01,79142.2,
1987-04,81613.0,
1987-07,85149.2,
1987-10,87877.1,
1988-01,93263.2,
1988-04,96049.6,
1988-07,99281.6,
1988-10,102644.7,
1989-01,108558.1,
1989-04,109859.2,
1989-07,111582.0,
1989-10,115072.7,
1990-01,118274.6,
1990-04,122538.5,
1990-07,129833.2,
1990-10,141245.1,
1991-01,155603.1,
1991-04,160337.1,
1991-07,163598.3,
1991-10,170363.2,
1992-01,173165.6,
1992-04,173307.8,
1992-07,180785.8,
1992-10,185205.1,
1993-01,188922.7,
1993-04,195647.5,
1993-07,199381.9,
1993-10,193586.9,
1994-01,215849.2,
1994-04,215511.5,
1994-07,223948.5,
1994-10,226991.9,
1995-01,283348.9,
1995-04,286052.9,
1995-07,290617.3,
1995-10,299910.2,
1996-01,313906.3,
1996-04,318991.3,
1996-07,318042.3,
1996-10,316112.6,
1997-01,324298.2,
1997-04,330670.7,
1997-07,330712.9,
1997-10,338739.1,
1998-01,350530.2,
1998-04,350180.0,
1998-07,357651.0,
1998-10,369870.2,
1999-01,388227.3,
1999-04,391106.9,
1999-07,407296.9,
1999-10,416050.7,
2000-01,424153.8,
2000-04,426670.6,
2000-07,430134.1,
2000-10,438887.5,
2001-01,443725.9,
2001-04,445784.6,
2001-07,446120.3,
2001-10,448147.6,
2002-01,461616.6,
2002-04,463905.5,
2002-07,462459.1,
2002-10,456300.0,
2003-01,469562.8,
2003-04,462638.9,
2003-07,468924.4,
2003-10,471115.3,
2004-01,485440.0,
2004-04,488595.9,
2004-07,494380.8,
2004-10,495546.6,
2005-01,506670.0,
2005-04,507070.6,
2005-07,525364.7,
2005-10,521800.9,
2006-01,530723.9,
2006-04,529385.5,
2006-07,549651.8,
2006-10,552028.3,
2007-01,560412.6,
2007-04,567581.5,
2007-07,569272.8,
2007-10,574512.1,
2008-01,579071.5,
2008-04,586050.2,
2008-07,579969.0,
2008-10,584144.3,
2009-01,586339.5,comment
2009-04,600011.9,
2009-07,587607.5,comment
2009-10,594999.4,
2010-01,602850.4,
2010-04,618186.6,
2010-07,618349.6,
2010-10,628957.2,
2011-01,629916.0,
2011-04,645043.6,
2011-07,634601.7,
2011-10,644893.8,
2012-01,647077.3,
2012-04,663695.2,
2012-07,654513.0,
2012-10,667198.4,
2013-01,666922.0,
2013-04,679493.8,
2013-07,672215.4,
2013-10,684951.2,
2014-01,688047.1,Provisional value
2014-04,703513.3,Provisional value
2014-07,691607.0,Provisional value
"","General: For Germany as a whole (western Germany up to and including 1990) From March 2009, including the debt of the Investment and Repayment Fund. From July 2009, including the debt of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 2009-01: From March 2009, including the debt of the Investment and Repayment Fund.",
"","Comment on 2009-07: From July 2009, including debt of the Financial Market Stabilisation Fund (SoFFin).",
