"",BBK01.QUX241,BBK01.QUX241_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Remaining countries in Africa / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:40,
2001-12,0.610,
2002-01,0.584,
2002-02,0.654,
2002-03,0.793,
2002-04,0.713,
2002-05,0.752,
2002-06,0.711,
2002-07,0.729,
2002-08,0.688,
2002-09,0.671,
2002-10,0.705,
2002-11,0.707,
2002-12,0.713,
2003-01,0.679,
2003-02,0.778,
2003-03,0.645,
2003-04,0.495,
2003-05,0.592,
2003-06,0.533,
2003-07,0.598,
2003-08,0.505,
2003-09,0.491,
2003-10,0.478,
2003-11,0.516,
2003-12,0.395,
2004-01,0.442,
2004-02,0.709,
2004-03,0.541,
2004-04,0.588,
2004-05,0.602,
2004-06,0.418,
2004-07,0.421,
2004-08,0.447,
2004-09,0.440,
2004-10,0.414,
2004-11,0.267,
2004-12,0.450,
2005-01,0.400,
2005-02,0.360,
2005-03,0.274,
2005-04,0.386,
2005-05,0.236,
2005-06,0.294,
2005-07,0.287,
2005-08,0.251,
2005-09,0.267,
2005-10,0.236,
2005-11,0.215,
2005-12,0.374,
2006-01,0.205,
2006-02,0.185,
2006-03,0.324,
2006-04,0.400,
2006-05,0.340,
2006-06,0.346,
2006-07,0.331,
2006-08,0.215,
2006-09,0.260,
2006-10,0.294,
2006-11,0.294,
2006-12,0.361,
2007-01,0.186,
2007-02,0.202,
2007-03,0.272,
2007-04,0.178,
2007-05,0.240,
2007-06,0.281,
2007-07,0.326,
2007-08,0.323,
2007-09,0.262,
2007-10,0.161,
2007-11,0.193,
2007-12,0.290,
2008-01,0.333,
2008-02,0.349,
2008-03,0.248,
2008-04,0.366,
2008-05,0.273,
2008-06,0.362,
2008-07,0.253,
2008-08,0.251,
2008-09,0.241,
2008-10,0.196,
2008-11,0.208,
2008-12,0.220,
2009-01,0.210,
2009-02,0.223,
2009-03,0.225,
2009-04,0.232,
2009-05,0.262,
2009-06,0.249,
2009-07,0.249,
2009-08,0.247,
2009-09,0.355,
2009-10,0.335,
2009-11,0.329,
2009-12,0.173,
2010-01,0.214,
2010-02,0.211,
2010-03,0.202,
2010-04,0.207,
2010-05,0.221,
2010-06,0.252,
2010-07,0.238,
2010-08,0.223,
2010-09,0.222,
2010-10,0.215,
2010-11,0.213,
2010-12,0.243,
2011-01,0.231,
2011-02,0.224,
2011-03,0.220,
2011-04,0.198,
2011-05,0.184,
2011-06,0.193,
2011-07,0.184,
2011-08,0.180,
2011-09,0.213,
2011-10,0.218,
2011-11,0.201,
2011-12,0.156,
2012-01,0.151,
2012-02,0.150,
2012-03,0.146,
2012-04,0.150,
2012-05,0.146,
2012-06,0.161,
2012-07,0.141,
2012-08,0.142,
2012-09,0.142,
2012-10,0.254,
2012-11,0.270,
2012-12,0.264,
2013-01,0.238,
2013-02,0.137,
2013-03,0.180,
2013-04,0.121,
2013-05,0.119,
2013-06,0.110,
2013-07,0.124,
2013-08,0.119,
2013-09,0.163,
2013-10,0.125,
2013-11,0.136,
2013-12,0.118,
2014-01,0.457,
2014-02,0.129,
2014-03,2.010,
2014-04,1.965,
2014-05,1.851,
2014-06,1.120,
2014-07,0.534,
2014-08,0.117,
2014-09,0.097,
2014-10,0.091,
2014-11,0.098,
