"",BBK01.OUH301,BBK01.OUH301_FLAGS
"",Time deposits of local government and local government associations / for more than one year up to and including two years / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:40,
1999-01,0.029,
1999-02,0.038,
1999-03,0.048,
1999-04,0.050,
1999-05,0.050,
1999-06,0.054,
1999-07,0.054,
1999-08,0.068,
1999-09,0.059,
1999-10,0.060,
1999-11,0.045,
1999-12,0.054,
2000-01,0.062,
2000-02,0.065,
2000-03,0.064,
2000-04,0.062,
2000-05,0.071,
2000-06,0.067,
2000-07,0.062,
2000-08,0.060,
2000-09,0.047,
2000-10,0.078,
2000-11,0.079,
2000-12,0.079,
2001-01,0.073,
2001-02,0.069,
2001-03,0.069,
2001-04,0.078,
2001-05,0.074,
2001-06,0.072,
2001-07,0.080,
2001-08,0.082,
2001-09,0.078,
2001-10,0.078,
2001-11,0.069,
2001-12,0.079,
2002-01,0.069,
2002-02,0.058,
2002-03,0.061,
2002-04,0.054,
2002-05,0.054,
2002-06,0.077,
2002-07,0.067,
2002-08,0.064,
2002-09,0.065,
2002-10,0.068,
2002-11,0.070,
2002-12,0.078,
2003-01,0.070,
2003-02,0.070,
2003-03,0.061,
2003-04,0.061,
2003-05,0.056,
2003-06,0.038,
2003-07,0.035,
2003-08,0.035,
2003-09,0.036,
2003-10,0.037,
2003-11,0.047,
2003-12,0.044,
2004-01,0.043,
2004-02,0.042,
2004-03,0.047,
2004-04,0.047,
2004-05,0.052,
2004-06,0.042,
2004-07,0.040,
2004-08,0.051,
2004-09,0.055,
2004-10,0.105,
2004-11,0.112,
2004-12,0.114,
2005-01,0.117,
2005-02,0.114,
2005-03,0.114,
2005-04,0.114,
2005-05,0.111,
2005-06,0.121,
2005-07,0.111,
2005-08,0.107,
2005-09,0.105,
2005-10,0.082,
2005-11,0.079,
2005-12,0.050,
2006-01,0.056,
2006-02,0.059,
2006-03,0.059,
2006-04,0.077,
2006-05,0.080,
2006-06,0.091,
2006-07,0.104,
2006-08,0.110,
2006-09,0.110,
2006-10,0.110,
2006-11,0.105,
2006-12,0.100,
2007-01,0.096,
2007-02,0.098,
2007-03,0.137,
2007-04,0.135,
2007-05,0.142,
2007-06,0.129,
2007-07,0.124,
2007-08,0.115,
2007-09,0.111,
2007-10,0.112,
2007-11,0.120,
2007-12,0.131,
2008-01,0.117,
2008-02,0.116,
2008-03,0.121,
2008-04,0.131,
2008-05,0.142,
2008-06,0.161,
2008-07,0.174,
2008-08,0.201,
2008-09,0.223,
2008-10,0.216,
2008-11,0.260,
2008-12,0.233,
2009-01,0.226,
2009-02,0.234,
2009-03,0.238,
2009-04,0.248,
2009-05,0.231,
2009-06,0.208,
2009-07,0.205,
2009-08,0.178,
2009-09,0.190,
2009-10,0.183,
2009-11,0.182,
2009-12,0.183,
2010-01,0.176,
2010-02,0.174,
2010-03,0.151,
2010-04,0.148,
2010-05,0.163,
2010-06,0.133,
2010-07,0.123,
2010-08,0.117,
2010-09,0.111,
2010-10,0.119,
2010-11,0.110,
2010-12,0.114,
2011-01,0.122,
2011-02,0.114,
2011-03,0.089,
2011-04,0.071,
2011-05,0.081,
2011-06,0.078,
2011-07,0.079,
2011-08,0.082,
2011-09,0.108,
2011-10,0.116,
2011-11,0.127,
2011-12,0.118,
2012-01,0.111,
2012-02,0.137,
2012-03,0.143,
2012-04,0.148,
2012-05,0.152,
2012-06,0.151,
2012-07,0.161,
2012-08,0.163,
2012-09,0.130,
2012-10,0.141,
2012-11,0.150,
2012-12,0.147,
2013-01,0.153,
2013-02,0.158,
2013-03,0.181,
2013-04,0.168,
2013-05,0.168,
2013-06,0.158,
2013-07,0.155,
2013-08,0.168,
2013-09,0.158,
2013-10,0.154,
2013-11,0.170,
2013-12,0.188,
2014-01,0.172,
2014-02,0.161,
2014-03,0.145,
2014-04,0.160,
2014-05,0.159,
2014-06,0.148,
2014-07,0.150,
2014-08,0.157,
2014-09,0.151,
2014-10,0.167,
2014-11,0.154,
2014-12,0.155,Provisional value
