"",BBK01.OUK351,BBK01.OUK351_FLAGS
"",Lending to the federal states / Total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:24,
1999-01,3.929,
1999-02,4.042,
1999-03,4.005,
1999-04,4.140,
1999-05,4.157,
1999-06,3.908,
1999-07,3.984,
1999-08,3.753,
1999-09,3.648,
1999-10,3.751,
1999-11,4.825,
1999-12,3.821,
2000-01,4.095,
2000-02,4.343,
2000-03,4.070,
2000-04,3.896,
2000-05,3.355,
2000-06,3.327,
2000-07,3.429,
2000-08,4.017,
2000-09,2.937,
2000-10,3.399,
2000-11,3.709,
2000-12,3.217,
2001-01,3.803,
2001-02,3.358,
2001-03,3.711,
2001-04,2.892,
2001-05,3.348,
2001-06,2.905,
2001-07,3.094,
2001-08,3.372,
2001-09,2.872,
2001-10,2.769,
2001-11,3.061,
2001-12,3.298,
2002-01,3.114,
2002-02,2.927,
2002-03,2.692,
2002-04,3.359,
2002-05,3.040,
2002-06,2.591,
2002-07,3.167,
2002-08,2.761,
2002-09,2.781,
2002-10,2.905,
2002-11,3.496,
2002-12,3.559,
2003-01,3.720,
2003-02,3.451,
2003-03,3.540,
2003-04,3.698,
2003-05,3.988,
2003-06,3.290,
2003-07,3.013,
2003-08,3.503,
2003-09,3.385,
2003-10,3.124,
2003-11,4.146,
2003-12,3.536,
2004-01,3.578,
2004-02,3.427,
2004-03,3.166,
2004-04,3.538,
2004-05,3.600,
2004-06,3.495,
2004-07,3.313,
2004-08,4.243,
2004-09,3.386,
2004-10,3.757,
2004-11,3.682,
2004-12,4.896,
2005-01,3.971,
2005-02,3.700,
2005-03,3.880,
2005-04,4.312,
2005-05,3.885,
2005-06,5.098,
2005-07,4.744,
2005-08,4.715,
2005-09,4.554,
2005-10,4.687,
2005-11,4.555,
2005-12,5.183,
2006-01,4.932,
2006-02,4.531,
2006-03,4.387,
2006-04,4.831,
2006-05,4.333,
2006-06,4.915,
2006-07,4.313,
2006-08,4.814,
2006-09,4.326,
2006-10,5.504,
2006-11,4.763,
2006-12,5.893,
2007-01,5.242,
2007-02,5.881,
2007-03,5.687,
2007-04,4.980,
2007-05,4.894,
2007-06,4.600,
2007-07,4.803,
2007-08,4.611,
2007-09,5.243,
2007-10,6.543,
2007-11,5.673,
2007-12,5.578,
2008-01,5.528,
2008-02,5.857,
2008-03,5.832,
2008-04,5.349,
2008-05,5.611,
2008-06,4.816,
2008-07,4.528,
2008-08,4.488,
2008-09,4.061,
2008-10,6.321,
2008-11,7.060,
2008-12,6.079,
2009-01,6.144,
2009-02,6.247,
2009-03,5.821,
2009-04,6.453,
2009-05,5.897,
2009-06,6.656,
2009-07,7.191,
2009-08,7.505,
2009-09,7.727,
2009-10,7.984,
2009-11,7.992,
2009-12,7.686,
2010-01,7.567,
2010-02,7.810,
2010-03,8.172,
2010-04,8.935,
2010-05,8.313,
2010-06,8.114,
2010-07,7.939,
2010-08,8.391,
2010-09,8.084,
2010-10,7.956,
2010-11,8.142,
2010-12,8.208,
2011-01,9.371,
2011-02,8.975,
2011-03,9.306,
2011-04,10.377,
2011-05,10.607,
2011-06,10.362,
2011-07,10.897,
2011-08,11.682,
2011-09,11.260,
2011-10,12.259,
2011-11,12.011,
2011-12,12.279,
2012-01,13.069,
2012-02,13.470,
2012-03,13.923,
2012-04,14.343,
2012-05,14.209,
2012-06,13.860,
2012-07,13.753,
2012-08,14.580,
2012-09,14.780,
2012-10,14.276,
2012-11,14.141,
2012-12,14.552,
2013-01,14.410,
2013-02,14.709,
2013-03,14.388,
2013-04,14.594,
2013-05,14.639,
2013-06,14.793,
2013-07,15.197,
2013-08,15.555,
2013-09,15.929,
2013-10,15.831,
2013-11,16.071,
2013-12,16.055,
2014-01,16.770,
2014-02,16.800,
2014-03,16.767,
2014-04,16.464,
2014-05,16.973,
2014-06,16.254,
2014-07,16.171,
2014-08,16.388,
2014-09,16.643,
2014-10,16.799,
2014-11,17.077,
2014-12,17.213,Provisional value
