"",BBK01.WXI047,BBK01.WXI047_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:41:51,
2009-01,9807,
2009-02,9848,
2009-03,9730,
2009-04,9979,
2009-05,10160,
2009-06,10268,
2009-07,10313,
2009-08,10376,
2009-09,10431,
2009-10,10608,
2009-11,10729,
2009-12,10697,
2010-01,10848,
2010-02,10982,
2010-03,11053,
2010-04,11163,
2010-05,11264,
2010-06,11421,
2010-07,11363,
2010-08,11474,
2010-09,11379,
2010-10,11587,
2010-11,11782,
2010-12,12097,
2011-01,12112,
2011-02,12284,
2011-03,12055,
2011-04,12072,
2011-05,12362,
2011-06,12264,
2011-07,12362,
2011-08,12502,
2011-09,12570,
2011-10,12594,
2011-11,12870,
2011-12,13105,
2012-01,13082,
2012-02,13181,
2012-03,13205,
2012-04,13392,
2012-05,13423,
2012-06,13515,
2012-07,13834,
2012-08,13907,
2012-09,13933,
2012-10,13991,
2012-11,14076,
2012-12,14362,
2013-01,14252,
2013-02,14508,
2013-03,14678,
2013-04,14599,
2013-05,14550,
2013-06,14569,
2013-07,14883,
2013-08,14985,
2013-09,15191,
2013-10,15308,
2013-11,15621,
2013-12,16176,
2014-01,16242,
2014-02,16340,
2014-03,16837,
2014-04,16905,
2014-05,17012,
2014-06,17139,
2014-07,17518,
2014-08,17695,
2014-09,17799,
2014-10,17647,
2014-11,18005,
