"",BBK01.OEAC57L,BBK01.OEAC57L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:48,
2002-01,33.739,
2002-04,32.929,
2002-07,34.005,
2002-10,30.995,
2003-01,32.060,
2003-04,33.021,
2003-07,35.485,
2003-10,36.068,
2004-01,36.005,
2004-04,34.907,
2004-07,34.992,
2004-10,34.644,
2005-01,34.044,
2005-04,33.919,
2005-07,34.063,
2005-10,34.207,
2006-01,33.772,
2006-04,33.030,
2006-07,33.198,
2006-10,32.515,
2007-01,32.297,
2007-04,32.162,
2007-07,33.283,
2007-10,33.535,
2008-01,32.831,
2008-04,30.688,
2008-07,30.970,
2008-10,30.999,
2009-01,30.251,
2009-04,30.734,
2009-07,29.955,
2009-10,28.619,
2010-01,28.589,
2010-04,28.483,
2010-07,29.042,
2010-10,29.070,
2011-01,28.987,
2011-04,29.166,
2011-07,29.032,
2011-10,27.959,
2012-01,27.860,
2012-04,27.825,
2012-07,27.482,
2012-10,27.487,
2013-01,27.208,
2013-04,27.042,
2013-07,27.085,
2013-10,26.967,
2014-01,26.653,
2014-04,26.371,
2014-07,26.581,
