"",BBK01.OUB211,BBK01.OUB211_FLAGS
"",Time deposits of the federal government and its special funds / for up and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:23:27,
1968-12,0.048,
1969-01,0.044,
1969-02,0.044,
1969-03,0.045,
1969-04,0.048,
1969-05,0.049,
1969-06,0.051,
1969-07,0.046,
1969-08,0.048,
1969-09,0.049,
1969-10,0.053,
1969-11,0.050,
1969-12,0.046,
1970-01,0.054,
1970-02,0.053,
1970-03,0.053,
1970-04,0.048,
1970-05,0.070,
1970-06,0.051,
1970-07,0.070,
1970-08,0.075,
1970-09,0.065,
1970-10,0.067,
1970-11,0.064,
1970-12,0.067,
1971-01,0.069,
1971-02,0.061,
1971-03,0.061,
1971-04,0.059,
1971-05,0.059,
1971-06,0.074,
1971-07,0.072,
1971-08,0.074,
1971-09,0.040,
1971-10,0.039,
1971-11,0.035,
1971-12,0.026,
1972-01,0.024,
1972-02,0.021,
1972-03,0.020,
1972-04,0.015,
1972-05,0.018,
1972-06,0.021,
1972-07,0.019,
1972-08,0.020,
1972-09,0.019,
1972-10,0.024,
1972-11,0.017,
1972-12,0.019,
1973-01,0.022,
1973-02,0.032,
1973-03,0.018,
1973-04,0.019,
1973-05,0.017,
1973-06,0.017,
1973-07,0.019,
1973-08,0.021,
1973-09,0.022,
1973-10,0.017,
1973-11,0.031,
1973-12,0.022,
1974-01,0.017,
1974-02,0.014,
1974-03,0.012,
1974-04,0.012,
1974-05,0.013,
1974-06,0.014,
1974-07,0.025,
1974-08,0.030,
1974-09,0.028,
1974-10,0.019,
1974-11,0.014,
1974-12,0.020,
1975-01,0.030,
1975-02,0.021,
1975-03,0.035,
1975-04,0.019,
1975-05,0.037,
1975-06,0.032,
1975-07,0.031,
1975-08,0.032,
1975-09,0.036,
1975-10,0.018,
1975-11,0.062,
1975-12,0.082,
1976-01,0.025,
1976-02,0.025,
1976-03,0.027,
1976-04,0.025,
1976-05,0.025,
1976-06,0.023,
1976-07,0.033,
1976-08,0.042,
1976-09,0.057,
1976-10,0.162,
1976-11,0.149,
1976-12,0.160,
1977-01,0.061,
1977-02,0.059,
1977-03,0.031,
1977-04,0.035,
1977-05,0.036,
1977-06,0.041,
1977-07,0.059,
