"",BBK01.PC3384,BBK01.PC3384_FLAGS
"",Lending to craft trades / Short-term / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:50,
1999-01,0.029,
1999-04,0.024,
1999-07,0.030,
1999-10,0.028,
2000-01,0.021,
2000-04,0.020,
2000-07,0.020,
2000-10,0.024,
2001-01,0.021,
2001-04,0.024,
2001-07,0.024,
2001-10,0.028,
2002-01,0.024,
2002-04,0.027,
2002-07,0.026,
2002-10,0.026,
2003-01,0.024,
2003-04,0.021,
2003-07,0.021,
2003-10,0.037,
2004-01,0.028,
2004-04,0.030,
2004-07,0.031,
2004-10,0.037,
2005-01,0.034,
2005-04,0.031,
2005-07,0.029,
2005-10,0.030,
2006-01,0.029,
2006-04,0.027,
2006-07,0.026,
2006-10,0.047,
2007-01,0.052,
2007-04,0.046,
2007-07,0.050,
2007-10,0.022,
2008-01,0.021,
2008-04,0.021,
2008-07,0.020,
2008-10,0.021,
2009-01,0.024,
2009-04,0.024,
2009-07,0.024,
2009-10,0.023,
2010-01,0.023,
2010-04,0.025,
2010-07,0.022,
2010-10,0.020,
2011-01,0.023,
2011-04,0.023,
2011-07,0.023,
2011-10,0.026,
2012-01,0.033,
2012-04,0.030,
2012-07,0.028,
2012-10,0.026,
2013-01,0.026,
2013-04,0.023,
2013-07,0.024,
2013-10,0.026,
2014-01,0.028,
2014-04,0.028,
2014-07,0.036,
2014-10,0.028,
