"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F2.T._T.N.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F2.T._T.N.N_FLAGS
"",Financial account / Net domestic financial investment abroad / Other investment / Currency and deposits  / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:51:45,
1991-01,886.399,
1991-02,4795.369,
1991-03,-2629.173,
1991-04,-10681.747,
1991-05,-5991.920,
1991-06,580.971,
1991-07,-4381.791,
1991-08,1612.726,
1991-09,-1846.788,
1991-10,7762.332,
1991-11,3446.646,
1991-12,4671.543,
1992-01,1226.603,
1992-02,-2696.347,
1992-03,682.040,
1992-04,-3032.212,
1992-05,-1264.949,
1992-06,-2367.942,
1992-07,2754.818,
1992-08,1007.414,
1992-09,-5803.191,
1992-10,16461.212,
1992-11,2045.386,
1992-12,2355.117,
1993-01,2207.820,
1993-02,10158.055,
1993-03,9183.498,
1993-04,-1862.094,
1993-05,3482.785,
1993-06,14846.812,
1993-07,-1375.042,
1993-08,-16418.706,
1993-09,18058.262,
1993-10,7890.852,
1993-11,11125.091,
1993-12,23339.087,
1994-01,-1352.353,
1994-02,-4610.376,
1994-03,-17085.112,
1994-04,-6719.383,
1994-05,-3673.384,
1994-06,-6773.820,
1994-07,89.120,
1994-08,-2883.113,
1994-09,175.465,
1994-10,1440.246,
1994-11,6569.115,
1994-12,13636.275,
1995-01,-4945.909,
1995-02,6281.993,
1995-03,2965.791,
1995-04,4627.274,
1995-05,3816.422,
1995-06,5775.129,
1995-07,-1969.670,
1995-08,2576.943,
1995-09,1138.148,
1995-10,-4368.104,
1995-11,5066.274,
1995-12,-4885.315,
1996-01,-10174.490,
1996-02,1752.338,
1996-03,-991.949,
1996-04,-7299.363,
1996-05,4816.009,
1996-06,2215.103,
1996-07,-4048.019,
1996-08,1182.675,
1996-09,340.124,
1996-10,-7628.626,
1996-11,15019.874,
1996-12,12617.796,
1997-01,-2326.887,
1997-02,5461.163,
1997-03,5732.273,
1997-04,-60.268,
1997-05,-7680.956,
1997-06,10146.298,
1997-07,327.947,
1997-08,-10262.871,
1997-09,2247.880,
1997-10,5526.694,
1997-11,12935.229,
1997-12,-3014.432,
1998-01,9283.398,
1998-02,-1013.166,
1998-03,1746.901,
1998-04,6737.177,
1998-05,3153.753,
1998-06,2831.577,
1998-07,-13304.787,
1998-08,10852.358,
1998-09,-4924.748,
1998-10,11721.631,
1998-11,16768.403,
1998-12,-9.462,
1999-01,94723.787,
1999-02,-49426.463,
1999-03,-19220.040,
1999-04,1534.185,
1999-05,-31232.532,
1999-06,3941.758,
1999-07,-7057.215,
1999-08,19417.535,
1999-09,695.572,
1999-10,-7265.725,
1999-11,49432.119,
1999-12,-46517.805,
2000-01,832.971,
2000-02,8842.368,
2000-03,-4802.124,
2000-04,6389.703,
2000-05,-3717.047,
2000-06,18166.543,
2000-07,-27826.294,
2000-08,9981.750,
2000-09,16854.135,
2000-10,5369.178,
2000-11,-18593.073,
2000-12,-1723.264,
2001-01,-2090.200,
2001-02,22232.975,
2001-03,26107.394,
2001-04,-7487.421,
2001-05,-13221.318,
2001-06,-3838.352,
2001-07,-5187.692,
2001-08,18112.770,
2001-09,22138.586,
2001-10,8097.125,
2001-11,12315.385,
2001-12,-41068.898,
2002-01,13632.847,
2002-02,-26142.454,
2002-03,11410.915,
2002-04,32596.561,
2002-05,29867.393,
2002-06,-11908.936,
2002-07,18649.697,
2002-08,18312.516,
2002-09,24958.079,
2002-10,19417.421,
2002-11,28775.785,
2002-12,-24247.557,
2003-01,13429.396,
2003-02,20466.047,
2003-03,21270.079,
2003-04,12442.053,
2003-05,4927.695,
2003-06,22839.019,
2003-07,5712.666,
2003-08,-16338.455,
2003-09,3641.792,
2003-10,5445.726,
2003-11,-4867.789,
2003-12,5020.286,
2004-01,17358.564,
2004-02,1727.023,
2004-03,18347.211,
2004-04,12673.961,
2004-05,-2974.137,
2004-06,-25731.729,
2004-07,-2757.349,
2004-08,14092.910,
2004-09,43140.717,
2004-10,-2276.815,
2004-11,34561.376,
2004-12,2755.114,
2005-01,22026.030,
2005-02,16003.255,
2005-03,20938.741,
2005-04,11035.544,
2005-05,10691.521,
2005-06,-14636.842,
2005-07,13266.949,
2005-08,-14959.712,
2005-09,15564.740,
2005-10,25510.602,
2005-11,10830.932,
2005-12,-57383.563,
2006-01,8497.484,
2006-02,20490.572,
2006-03,34168.688,
2006-04,-19055.743,
2006-05,30421.339,
2006-06,15036.242,
2006-07,-28881.091,
